,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,Rusher King,"Rusherking, Duki - BAILANDO TE CONOCI (Official Trailer)",2021-07-05T23:00:03Z,576013,3358,71654,210,2021-07-06T20:37:06.144566
1,Tiago PZK,"Tiago PZK, Lit Killah - Entre Nosotros (Official Trailer)",2021-07-04T22:00:11Z,609641,2590,67171,314,2021-07-06T20:37:06.144566
2,Fortnite Fun TV,Turn into orbeez - Tutorial #Shorts,2021-07-03T04:04:57Z,12181920,279,511930,25806,2021-07-06T20:37:06.144566
3,Netflix UK & Ireland,The Too Hot To Handle Season 2 Reunion | Extra Hot Ep3,2021-07-05T13:00:04Z,732934,1310,19263,243,2021-07-06T20:37:06.144566
4,Thanh Thảo Official,Oddly Satisfying Video #Shorts,2021-06-25T09:02:18Z,55496543,4449,1786287,62461,2021-07-06T20:37:06.144566
5,Bailey Sarian,Best Friends For Life ?? What Happened To Sarah Stern ? Mystery &amp; Makeup Bailey Sarian,2021-07-05T19:00:07Z,1208918,6839,91906,692,2021-07-06T20:37:06.144566
6,Ed Sheeran,Ed Sheeran - Bad Habits [Official Video],2021-06-25T04:00:33Z,44882200,80896,1325856,44626,2021-07-06T20:37:06.144566
7,Tom Scott,How many robots does it take to run a grocery store?,2021-07-05T15:00:33Z,1229572,6551,96182,633,2021-07-06T20:37:06.144566
8,Mati Spano,A COCINAR! | COOKING SIMULATOR #1,2021-07-04T17:00:23Z,317150,2710,31874,375,2021-07-06T20:37:06.144566
9,impulseSV,Hermitcraft 8 | Ep 05: FASTEST WAY TO KILL THE WITHER!,2021-07-05T14:00:18Z,570193,2135,41947,218,2021-07-06T20:37:06.144566
10,Nintendo,Nintendo Switch (OLED model) - Announcement Trailer,2021-07-06T13:00:02Z,2424193,37951,141260,10801,2021-07-06T20:37:06.144566
11,Wifies,30 More Secret Minecraft Things You Didn&#39;t Know,2021-07-05T20:00:04Z,423463,3043,27884,455,2021-07-06T20:37:06.144566
12,TommyInnit,I Bought The World&#39;s Largest Keyboard,2021-07-05T20:50:37Z,3147022,22881,375172,2219,2021-07-06T20:37:06.144566
13,Riss & Quan,Riss &amp; Quan&#39;s Official Gender Reveal!,2021-07-05T20:05:37Z,1038437,7558,106010,497,2021-07-06T20:37:06.144566
14,Triggered Insaan,I Found The Funniest Bangladeshi Action Scenes,2021-07-04T07:00:13Z,5698916,61275,758124,11877,2021-07-06T20:37:06.144566
15,Jojo Sim,The LONGEST STRAW IN THE WORLD.. #Shorts,2021-06-29T01:43:40Z,24073996,1298,662282,50666,2021-07-06T20:37:06.144566
16,Mont,Mont - Uy K Raro (Official Video),2021-07-01T21:00:10Z,4629911,20917,479419,23028,2021-07-06T20:37:06.144566
17,Block Facts,36 Minecraft Ideas Mojang Rejected,2021-07-04T21:53:36Z,924786,3495,42678,781,2021-07-06T20:37:06.144566
18,Rachit Rojha,ONLINE SCHOOL EXAMS || Rachit Rojha,2021-07-04T03:59:30Z,3421476,8447,109325,8060,2021-07-06T20:37:06.144566
19,NekoKaren,Soul Glass Painting (audio by knowledgesaurus),2021-07-04T14:46:44Z,903194,915,105332,946,2021-07-06T20:37:06.144566
20,SSundee,TOY STORY Imposter in Among Us,2021-07-05T16:00:34Z,4199879,10213,277871,2852,2021-07-06T20:37:06.144566
21,FNCEnt,SF9 &#39;Tear Drop&#39; MUSIC VIDEO,2021-07-05T09:00:20Z,1053415,22618,117295,700,2021-07-06T20:37:06.144566
22,Dani Razooqi,Making rolled ice cream for a regular customer,2021-07-04T16:38:58Z,1630191,1275,157226,2143,2021-07-06T20:37:06.144566
23,Cooking With Lynja,Bussin or Nah: Tomato Burger!?!,2021-07-04T17:07:12Z,1498169,2994,133745,3156,2021-07-06T20:37:06.144566
24,Doja Cat,"Doja Cat, The Weeknd - You Right (Official Video)",2021-06-25T04:00:10Z,35774000,48095,948427,16515,2021-07-06T20:37:06.144566
25,UFC - Ultimate Fighting Championship,UFC 264 Countdown: Poirier vs McGregor 3,2021-07-03T18:15:00Z,3174087,7561,56120,1193,2021-07-06T20:37:06.144566
26,Connor,she didn&#39;t appreciate THIS! #Shorts,2021-07-04T16:14:54Z,977427,453,103646,1156,2021-07-06T20:37:06.144566
27,Official Pink Panther,Pink Bubbles Wash Pink Clothes | 35 Minute Compilation | Pink Panther &amp; Pals,2021-07-02T19:00:15Z,4057432,0,27066,6809,2021-07-06T20:37:06.144566
28,funny Official 99,New funny Vlog how to makenew funnytiktokvideo #1on trending#viral #funnyOfficial #fyp#YouTubeIndia,2021-07-06T01:31:00Z,121245296,2564,4020928,123755,2021-07-06T20:37:06.144566
29,AD-WISE MEDIA ACTION MOVIEPLEX,"A1 EXPRESS (2021) NEW Released Hindi Dubbed Movie | Sundeep Kishan, Lavanya | New South Movie 2021",2021-06-28T06:30:10Z,29572635,10903,488315,27293,2021-07-06T20:37:06.144566
30,Milena Warthon,Milena Warthon - Suerte (Shakira) / En casa,2021-07-05T00:00:13Z,192459,1122,17816,142,2021-07-06T20:37:06.144566
31,IDJVideos.TV,VOYAGE X SNIK - BOUNCE (OFFICIAL VIDEO),2021-07-04T10:00:10Z,2601279,6567,84079,4086,2021-07-06T20:37:06.144566
32,Bleacher Report,Patrick Beverley Gets Ejected After Shoving Chris Paul In Game 6 Loss,2021-07-01T04:28:10Z,3374204,7263,19056,952,2021-07-06T20:37:06.144566
33,TheOdd1sOut,Lizard Cupid #shorts,2021-07-04T15:15:01Z,1700465,3651,115346,1280,2021-07-06T20:37:06.144566
34,thisisnoizy,NOIZY - TUNDE (Official Video HD),2021-07-02T16:00:15Z,1853484,3033,54479,1863,2021-07-06T20:37:06.144566
35,Tabitha Swatosh,THE UNEVEN EAR #shorts,2021-07-04T18:22:22Z,776750,880,69116,1120,2021-07-06T20:37:06.144566
36,Sambucha,I found the final scene from Avengers: Endgame in Geoguessr,2021-07-03T17:00:20Z,1429985,1575,95341,2606,2021-07-06T20:37:06.144566
37,Bruno Mars,"Bruno Mars, Anderson .Paak, Silk Sonic - Leave The Door Open (Live from the BET Awards)",2021-06-28T07:00:11Z,8723377,10636,333897,2404,2021-07-06T20:37:06.144566
38,DRIVETRIBE,James May properly drives his new car for the first time,2021-07-04T11:00:32Z,1023156,3753,41858,740,2021-07-06T20:37:06.144566
39,Premier Boxing Champions,"Gervonta Davis vs Mario Barrios Knockout HIGHLIGHTS: June 26, 2021 - PBC on Showtime PPV",2021-06-27T06:27:34Z,5531488,8005,46311,2612,2021-07-06T20:37:06.144566
40,Jake Fellman,Minecraft RTX 59% SIMP #Shorts,2021-07-01T11:49:01Z,12610468,5676,769465,15908,2021-07-06T20:37:06.144566
41,Veritasium,"A Physics Prof Bet Me $10,000 I&#39;m Wrong",2021-06-30T18:31:01Z,5888467,35120,342575,4122,2021-07-06T20:37:06.144566
42,Stray Kids,"Bang Chan, Lee Know &quot;Drive&quot; | [Stray Kids : SKZ-PLAYER]",2021-07-02T14:59:57Z,3029267,62114,560862,1191,2021-07-06T20:37:06.144566
43,ChrisMD,We Took 100 Shots vs a Premier League Keeper and Scored ___ Goals,2021-06-29T19:11:54Z,3514284,2595,157392,943,2021-07-06T20:37:06.144566
44,Beast Reacts,Inside an Ice Cream Factory!,2021-06-28T20:14:23Z,10217907,18894,447257,5823,2021-07-06T20:37:06.144566
45,Generacija Zed,HENNY - SAMO NA NOC (OFFICIAL VIDEO),2021-06-30T14:00:16Z,578392,472,16209,299,2021-07-06T20:37:06.144566
