,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,BLACKPINK,BLACKPINK - 5th ANNIVERSARY [4+1 PROJECT] ANNOUNCEMENT VIDEO,2021-06-23T01:00:02Z,2125037,44655,600962,2475,2021-06-23T14:37:09.025434
1,Aileen and Deven,Will my boyfriend punch me in the face for a billion dollars?,2021-06-14T15:00:14Z,9865933,7553,586825,9120,2021-06-23T14:37:09.025434
2,Metallica,The Metallica Blacklist (Official Trailer),2021-06-22T13:00:21Z,358244,3345,23529,2215,2021-06-23T14:37:09.025434
3,Maria Becerra Music,"Maria Becerra, Tiago PZK | Making Of: CAZAME",2021-06-22T00:00:04Z,580764,1742,54033,250,2021-06-23T14:37:09.025434
4,Deji,Reunion With My Brother,2021-06-20T19:37:55Z,6009986,42423,747298,3106,2021-06-23T14:37:09.025434
5,Coltyy,COCA-COLA ROCKETS WITH MY GRANDMA! #shorts,2021-06-01T07:02:49Z,29832027,16996,1548228,42198,2021-06-23T14:37:09.025434
6,men vs wild nepal,https://youtu.be/ZRgjE_I7qMM,2021-06-22T18:47:23Z,71852963,1851,1183404,95752,2021-06-23T14:37:09.025434
7,Jurassic World,Jurassic World Dominion: Extended Look Tease,2021-06-21T16:00:23Z,1074696,2381,28831,507,2021-06-23T14:37:09.025434
8,FORMULA 1,Race Highlights | 2021 French Grand Prix,2021-06-20T16:32:28Z,5120276,6426,118199,1573,2021-06-23T14:37:09.025434
9,Fortnite Fun TV,Turn into cookies - Tutorial #Shorts,2021-06-17T04:18:38Z,21619458,310,663207,30993,2021-06-23T14:37:09.025434
10,Tom Simons,I Survived A Water Course,2021-06-22T13:57:34Z,4904018,43982,621665,2638,2021-06-23T14:37:09.025434
11,One TardiSgrade Univers3,Morty going AKIRA on Narnia World! | #RickandMortySeason5 #Shorts,2021-06-22T21:13:33Z,7091916,25207,409764,4341,2021-06-23T14:37:09.025434
12,Rusher King,Rusherking - LOBA (Official Trailer),2021-06-20T23:08:09Z,669819,3786,97653,430,2021-06-23T14:37:09.025434
13,Rebecca Zamolo Shorts,People Finding SECRET HIDDEN ROOMS In Their House,2021-06-22T16:09:20Z,374216,1136,9439,605,2021-06-23T14:37:09.025434
14,FaZe Jarvis,Reacting To My Boxing Fight,2021-06-22T17:02:10Z,1436708,4820,80358,853,2021-06-23T14:37:09.025434
15,Celebrity Spotlight,Mr Beast Spending Millions on Crazy Stuff,2021-06-23T13:34:17Z,33324967,79227,1613914,22878,2021-06-23T14:37:09.025434
16,RDCworld1,Doc Rivers in the Locker Room after losing Game 7 to the Hawks,2021-06-21T18:38:06Z,1094590,7256,128124,387,2021-06-23T14:37:09.025434
17,LemonBoy_Games,Sonic punches Sonic into Minecraft,2021-06-22T18:30:11Z,665062,6932,50414,1409,2021-06-23T14:37:09.025434
18,MORGENSHTERN,"MORGENSHTERN - ARISTOCRAT (Official Video, 2021)",2021-06-15T10:30:03Z,15776421,55494,915953,87811,2021-06-23T14:37:09.025434
19,Bobby Moore Facts,How A Vending Machine Actually Works #Shorts,2021-06-21T09:00:05Z,1163082,746,87369,1903,2021-06-23T14:37:09.025434
