,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,Clash of Clans,Summer Update Is Here! (Clash of Clans Official),2021-06-15T09:07:45Z,3789497,3099,84953,1745,2021-06-16T02:37:08.050700
1,MrBeast,"Make THIS Shot, Win $300,000",2021-06-12T20:00:01Z,25195660,65696,1418862,18028,2021-06-16T02:37:08.050700
2,Battlefield,Battlefield 2042 Official Gameplay Trailer,2021-06-13T17:21:44Z,6364298,35609,467930,9081,2021-06-16T02:37:08.050700
3,Spadestiel,ZELDA: BREATH OF THE WILD 2  |  Trailer Analysis,2021-06-15T21:12:26Z,2323498,21891,197834,1702,2021-06-16T02:37:08.050700
4,MrDs4,Paso Minecraft pero Hornear Multiplica Items,2021-06-14T18:00:14Z,2714821,3989,101200,2278,2021-06-16T02:37:08.050700
5,America's Got Talent,Golden Buzzer: Nightbirde&#39;s Original Song Makes Simon Cowell Emotional - America&#39;s Got Talent 2021,2021-06-09T02:01:09Z,19448634,41859,633392,5912,2021-06-16T02:37:08.050700
6,Xbox,Forza Horizon 5 Official Announce Trailer,2021-06-13T18:09:01Z,2407389,7672,134923,1876,2021-06-16T02:37:08.050700
7,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V,2021-06-09T08:58:12Z,78817199,919916,2607343,59055,2021-06-16T02:37:08.050700
8,Safiya Nygaard,Mixing Every Hand Sanitizer From Bath &amp; Body Works Together,2021-06-14T17:42:39Z,2073653,9384,160364,1527,2021-06-16T02:37:08.050700
9,Dude Perfect,World&#39;s Hottest Hot Sauce | OT 27,2021-06-14T22:00:04Z,6065307,18090,283960,3988,2021-06-16T02:37:08.050700
10,Roland Garros,Novak Djokovic vs Stefanos Tsitsipas - Final Highlights I Roland-Garros 2021,2021-06-13T18:18:20Z,1808259,5578,24498,772,2021-06-16T02:37:08.050700
11,jbalvinVEVO,"J. Balvin, Jay Wheeler - Otro Fili (Official Video)",2021-06-11T00:00:09Z,7533910,8593,287701,5574,2021-06-16T02:37:08.050700
12,"Live Nest Box Camera 2021 - Loughborough, UK",First Egg Hatching to Chicks Fledging - 21 days in 21 mins - BlueTit nest box camera highlights 2021,2021-06-14T19:00:15Z,1318371,3817,29512,360,2021-06-16T02:37:08.050700
13,CarBuzz,Things that just make sense on the Chevy Corvette Stingray #shorts,2021-06-09T10:14:58Z,2553320,2201,149588,4509,2021-06-16T02:37:08.050700
