,user_name,game_name,title,viewer_count,started_at,api_call_time
0,AdinRoss,Just Chatting,EXPOSING ZIAS,80165,2021-08-04 01:56:02,2021-08-04T05:06:02.860457
1,xQcOW,Gartic Phone,INSANELY SKILLED AND GIFTED GAMER DESTROYS ANY HOPE FOR THE DOUBTERS TO TAKE OVER.GENIUS WARLORD COMMANDER TITANIC MAN WINS (VACCINATED LUL),64824,2021-08-03 19:36:51,2021-08-04T05:06:02.860457
2,NICKMERCS,Apex Legends,Fraggin' | Code: MFAM | @NICKMERCS,50554,2021-08-03 21:13:51,2021-08-04T05:06:02.860457
3,Trainwreckstv,Slots,"18+ IF BIG W, BIG GIVEAWAY - PS DONT GAMBLE #ad | !twitter | !youtube | !podcast",28143,2021-08-04 00:05:15,2021-08-04T05:06:02.860457
4,loltyler1,League of Legends,hard WORKER IS key ! alway soon to be for the life of WIN . period that why !! BEST ! BEST !!!!!,26065,2021-08-03 20:30:42,2021-08-04T05:06:02.860457
5,Sykkuno,UNO,variety day !,25915,2021-08-03 23:14:10,2021-08-04T05:06:02.860457
6,summit1g,Grand Theft Auto V,BOOSTING RIDES. Merch dropped summit1g.gg  [ @summit1g ],21571,2021-08-03 22:51:56,2021-08-04T05:06:02.860457
7,Duke,Just Chatting,BOY AINT NO MF WAY BOY,19257,2021-08-04 04:05:13,2021-08-04T05:06:02.860457
8,moistcr1tikal,Gartic Phone,Big man,14281,2021-08-04 01:49:08,2021-08-04T05:06:02.860457
9,Swagg,Apex Legends,Apex Baby! FaZe Nuke Squad | !Merch | CODE: SWAGG | !sub !blm,13888,2021-08-03 23:17:46,2021-08-04T05:06:02.860457
10,Amouranth,ASMR,👅LICKING EARS - BLACK WIDOW COSPLAY💦👄💦 !s --> all my social media💦!dogs --> animal instagram 💦 !pobox,13647,2021-08-03 16:28:44,2021-08-04T05:06:02.860457
11,ShahZaM,VALORANT,SEN ShahZaM - RADIANT RANKED,13425,2021-08-04 00:01:44,2021-08-04T05:06:02.860457
12,iiTzTimmy,Apex Legends,Season 10. Ranked Grind To #1 Pred // Follow my socials @iiTzTimmy,12250,2021-08-03 17:01:00,2021-08-04T05:06:02.860457
13,LVNDMARK,Escape from Tarkov,3200+ PMC Kills | !ARMBAND | !MERCH | !GFUEL | @lvndmark_tv on socials,11845,2021-08-03 18:03:12,2021-08-04T05:06:02.860457
