,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,dojacatVEVO,Doja Cat - Need To Know (Official Video),2021-06-11T14:00:11Z,9418854,44100,725756,15188,2021-06-13T14:37:06.719736
1,TyrexTv,"Mrbeast Make THIS Shot, Win $300,000 reaction",2021-06-12T23:18:03Z,14202176,51667,1040503,9414,2021-06-13T14:37:06.719736
2,jbalvinVEVO,"J. Balvin, Jay Wheeler - Otro Fili (Official Video)",2021-06-11T00:00:09Z,4657978,8376,248025,4054,2021-06-13T14:37:06.719736
3,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V,2021-06-09T08:58:12Z,63017204,835463,2474375,51002,2021-06-13T14:37:06.719736
4,RauwAlejandroTv,Rauw Alejandro - Todo de Ti (Official Behind The Scenes),2021-06-10T22:00:09Z,3751977,1889,72906,2338,2021-06-13T14:37:06.719736
5,Geniox,SIAMO I MAIALONI ASSASINI ROTTI SU ROBLOX *PIGGY 2*,2021-06-13T13:50:06Z,10529029,92690,831308,6325,2021-06-13T14:37:06.719736
6,Lorde,Lorde - Solar Power (Official Music Video),2021-06-10T22:00:32Z,6790497,34350,422758,12386,2021-06-13T14:37:06.719736
7,Battlefield,Battlefield 2042 Official Reveal Trailer (ft. 2WEI),2021-06-09T15:00:14Z,13613490,80776,960741,24841,2021-06-13T14:37:06.719736
8,Hits Master Music,"Sin Ropa (Remix) - Anonimus, Lenny Tavarez, Jay Wheeler, Nio Garcia, Casper Magico,Brytiago &amp; Darell",2021-06-11T00:00:39Z,1777997,1348,41620,589,2021-06-13T14:37:06.719736
9,America's Got Talent,Golden Buzzer: Nightbirde&#39;s Original Song Makes Simon Cowell Emotional - America&#39;s Got Talent 2021,2021-06-09T02:01:09Z,16442699,37341,543932,5027,2021-06-13T14:37:06.719736
10,Preston,100 Mystery Buttons But Only One Lets You Escape...,2021-06-12T14:49:52Z,1772049,6158,71219,1477,2021-06-13T14:37:06.719736
11,CBS Sports HQ,"Floyd Mayweather vs Logan Paul: Fight goes the distance [Highlights, recap] | CBS Sports HQ",2021-06-07T05:40:56Z,15884395,26520,140218,21925,2021-06-13T14:37:06.719736
12,MiniminterClips,LIVE REACTION TO YOUTUBERS vs TIKTOKERS WEIGH-IN,2021-06-12T11:00:13Z,1286890,2924,46451,488,2021-06-13T14:37:06.719736
13,PoloGVEVO,"Polo G - No Return (Official Video) ft. The Kid LAROI, Lil Durk",2021-06-11T15:00:09Z,3154974,22233,240678,2676,2021-06-13T14:37:06.719736
14,ESPN FC,Denmark vs. Finland suspended after Christian Eriksen Collapses on the pitch | ESPN FC,2021-06-12T17:40:19Z,2788284,1647,13973,2184,2021-06-13T14:37:06.719736
15,KevinTooturnt Reacts,LEBRON AN DRAKE WATCH BRONNY FIRST GAME OF SEASON** IS BRIBNY MAKIN DA LEAGUE 🤔🤔💪🏾💪🏾💯,2021-06-12T17:49:45Z,1381807,4443,29883,628,2021-06-13T14:37:06.719736
16,TheEllenShow,TWICE Performs &#39;Alcohol Free&#39;,2021-06-10T00:00:17Z,3838495,16681,270981,7256,2021-06-13T14:37:06.719736
17,Austin Felt,Rabbit vs Turtle Race in Minecraft #shorts,2021-06-08T19:16:42Z,3872098,555,214414,6550,2021-06-13T14:37:06.719736
18,Piemations,Suction Cup Man 4: Business or Pleasure,2021-06-12T17:17:42Z,1023565,15853,167120,606,2021-06-13T14:37:06.719736
19,Megan Thee Stallion,Megan Thee Stallion - Thot Shit [Official Video],2021-06-11T04:00:12Z,5409668,25643,320399,15778,2021-06-13T14:37:06.719736
20,Migos ATL,Migos Feat. Drake - Having Our Way (Official Audio),2021-06-11T04:00:13Z,1790586,6298,88491,1170,2021-06-13T14:37:06.719736
21,TheOdd1sOut,Dissection #shorts,2021-06-12T17:17:58Z,908658,3734,72022,772,2021-06-13T14:37:06.719736
22,Майни,Анимация vs. МАЙНКРАФТ ► ПЕЩЕРЫ - Ep 24 ( Animation vs. Minecraft ) Lush Caves | Реакция,2021-06-13T14:00:14Z,3298578,13114,258723,1896,2021-06-13T14:37:06.719736
23,BillieEilishVEVO,Billie Eilish - Lost Cause (Official Music Video),2021-06-02T16:00:12Z,42526537,160516,2556408,92965,2021-06-13T14:37:06.719736
24,RyanNotBrian,Surviving 100 Days as a Minecraft BANDIT.. here&#39;s what happened,2021-06-11T18:00:11Z,862262,5257,40084,519,2021-06-13T14:37:06.719736
25,Sibbu Giri,GIRLS TRIP AUR BHOOT ( Episode - 2 ) || Sibbu Giri || Aashish Bhardwaj,2021-06-09T06:30:10Z,3855908,9383,63652,10530,2021-06-13T14:37:06.719736
26,CalebCity,How garbage pistols were in the 18th century.,2021-06-12T04:52:26Z,954766,5603,139807,332,2021-06-13T14:37:06.719736
27,Quantum Tech HD,Man Digs a Hole in a Mountain and Turns it Into an Amazing Apartment,2021-06-09T14:00:14Z,11680316,8235,157777,6171,2021-06-13T14:37:06.719736
28,The Food Theorists,Food Theory: Are Doritos a RIP OFF?,2021-06-12T17:05:11Z,1084434,7056,74979,708,2021-06-13T14:37:06.719736
29,Moriah Elizabeth,Art Things to do When You&#39;re Bored #7,2021-06-11T20:00:04Z,1956556,17113,108826,796,2021-06-13T14:37:06.719736
30,Drakeout Vtuber,TNT INFINITA EN MINECRAFT #shorts,2021-06-04T16:00:30Z,3281860,576,244360,4803,2021-06-13T14:37:06.719736
31,Top5Gaming,20 Fortnite SEASON 7 Myths BUSTED!,2021-06-11T21:42:09Z,1551682,1912,30493,654,2021-06-13T14:37:06.719736
32,Fundy,"Guess The Price (ft. Techno, George, Quackity and Sapnap)",2021-06-12T13:30:12Z,852543,5658,114575,1409,2021-06-13T14:37:06.719736
33,Jeremy Lynch,9 YEAR OLD ME AFTER WATCHING SPIDER-MAN {part 2} #Shorts,2021-06-07T12:56:37Z,13378938,6718,884396,29849,2021-06-13T14:37:06.719736
34,Alex Gonzaga Official,Prinank ko si Yorme by Alex Gonzaga,2021-06-12T05:21:16Z,3086994,10645,192198,1736,2021-06-13T14:37:06.719736
35,BeanymanSports,Romelu Lukaku On Christian Eriksen Collapse - Belgium 3-0 Russia - Man Of The Match - Euro 2020,2021-06-12T22:21:30Z,446511,327,5405,73,2021-06-13T14:37:06.719736
36,Tsuriki Show,And who are you in this video? #shorts,2021-06-05T04:55:00Z,44462917,7138,1010589,82859,2021-06-13T14:37:06.719736
37,BrentTV,Trying to mine a golden Creeper! #shorts,2021-06-08T12:36:06Z,4337865,4487,368880,5476,2021-06-13T14:37:06.719736
38,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V Teaser01,2021-06-06T14:59:57Z,8841868,60404,587114,7373,2021-06-13T14:37:06.719736
39,Sydney Morgan,AVOCADO FACE MASK | SYDNEY MORGAN #SHORTS,2021-06-07T22:42:32Z,11307659,10893,963881,27068,2021-06-13T14:37:06.719736
40,FORMULA 1,Race Highlights | 2021 Azerbaijan Grand Prix,2021-06-06T15:10:16Z,8775083,14186,193770,2538,2021-06-13T14:37:06.719736
41,Skip the Tutorial,23 Changes You Maybe Missed in 1.17 Minecraft,2021-06-11T15:33:48Z,1730821,4071,87150,1349,2021-06-13T14:37:06.719736
42,FilmRise Movies,The Contract - Full Movie,2021-06-09T22:00:02Z,901377,615,7504,451,2021-06-13T14:37:06.719736
