,user_name,game_name,title,viewer_count,started_at,api_call_time
0,RanbooLive,Spooky's Jump Scare Mansion: HD Renovation,HORROR GAME BUT EACH TIME WE GET SCARED I GIFT 5 SUBS,100122,2021-07-07 20:13:14,2021-07-07T22:06:02.765467
1,tommyinnit,Minecraft,"My house is GONE...?! (dream smp) - monopoly w/ wilbur, techno & phil later",87613,2021-07-07 21:56:20,2021-07-07T22:06:02.765467
2,GamesDoneQuick,Crash Bandicoot 4: It's About Time,Summer Games Done Quick 2021 Online - Benefiting Doctors Without Borders - Crash Bandicoot 4: It's About Time,80746,2021-07-07 05:22:15,2021-07-07T22:06:02.765467
3,Asmongold,Final Fantasy XIV Online,MORE FINAL FANTASY 14 TODAY--MIGHT FINISH SANCTUM OF DOMINATION--DRAMA RECAP LMFAO IT NEVER ENDS,77115,2021-07-07 14:46:49,2021-07-07T22:06:02.765467
4,BeyondTheSummit2,Dota 2,[EN] TI10 EU Quals | Liquid vs Spider Pigzs (Bo3) | Lyrical & Aui,49313,2021-07-07 08:50:59,2021-07-07T22:06:02.765467
5,Rainbow6,Tom Clancy's Rainbow Six Siege,XSET vs. Mirage | R6 NAL 2021 - Stage 2 - Playday 6,36035,2021-07-07 19:36:36,2021-07-07T22:06:02.765467
6,Mizkif,Just Chatting,3 YEAR TWITCH ANNIVERSARY COME WATCH,34680,2021-07-07 17:59:20,2021-07-07T22:06:02.765467
7,xChocoBars,Rust,DROPS DROPS DROPS!!!!!! | !drop | english-only,28614,2021-07-07 19:18:11,2021-07-07T22:06:02.765467
8,xQcOW,Just Chatting,WASHED UP DESTROYED MAN UNLEASHES HIS LAST DOSE OF JUICE BEFORE IT ALL ENDS. BEST PLAYER OF ALL GAMES (TRUE LULW) DOMINATES IN EVERYTHING,28563,2021-07-07 21:43:00,2021-07-07T22:06:02.765467
9,HasanAbi,Just Chatting,HAITIAN PRESIDENT ASSASsINATED! ,28561,2021-07-07 18:06:08,2021-07-07T22:06:02.765467
10,sodapoppin,Just Chatting,reacting | www.sodapoppin.shop (Discount code: POOR),24554,2021-07-07 19:26:49,2021-07-07T22:06:02.765467
11,ROSHTEIN,Slots,⭐ COZY HUNT | $2.5 MILLION WIN ON !RECORD 💠 USE !STAKE FOR ELIGIBLE MONEY RAFFLES!,24264,2021-07-07 16:50:09,2021-07-07T22:06:02.765467
12,buddha,Grand Theft Auto V,Lang Buddha - NoPixel | !website !tiktok,24079,2021-07-07 16:02:52,2021-07-07T22:06:02.765467
13,Philza,Minecraft,We found something pog :O - Hardcore !s4 1.17,21820,2021-07-07 16:59:08,2021-07-07T22:06:02.765467
14,Sykkuno,VALORANT,valo w friens n stuff,20194,2021-07-07 20:49:42,2021-07-07T22:06:02.765467
15,itsRyanHiga,Rust,Rust Day 3! Hoodie Drop Here! | !rustrules !rustchatrules !squad !ads,20188,2021-07-07 17:36:13,2021-07-07T22:06:02.765467
16,pokimane,VALORANT,VALO W THE BEST SQUAD - SYKK TOAST MIYOUNG YVONNIE <3_<3,17701,2021-07-07 20:24:17,2021-07-07T22:06:02.765467
17,limit_maximum,World of Warcraft,All day heroic slambang !huokan,17623,2021-07-07 15:30:53,2021-07-07T22:06:02.765467
18,LVNDMARK,Escape from Tarkov,[LVL 44] NEW !MERCH | !WIPE | !GFUEL | !MERCH | @lvndmark_tv on socials,15932,2021-07-07 17:51:05,2021-07-07T22:06:02.765467
19,NICKMERCS,Fitness & Health,Leg Day | Code: MFAM | @NICKMERCS,14295,2021-07-07 21:41:32,2021-07-07T22:06:02.765467
20,RatedEpicz,Grand Theft Auto V,Randy Bullet | Chang Gang | GTA V RP | NoPixel | !youtube !newvid,12156,2021-07-07 19:40:58,2021-07-07T22:06:02.765467
21,Yassuo,Slots,18+ 46K START 100K GOAL PLS - !rollbit !profit #ad,11951,2021-07-07 19:18:56,2021-07-07T22:06:02.765467
22,Pestily,Escape from Tarkov,!NEWTASKS GUIDE UP | 50 DAY SUBATHON | !KAPPA | !SUBATHON,11905,2021-07-06 18:36:06,2021-07-07T22:06:02.765467
23,Natsumiii,Rust,Kitty Hoodie Drops Here! Rust Day 3 ~ !rustrules,11112,2021-07-07 17:38:59,2021-07-07T22:06:02.765467
24,Ramee,Grand Theft Auto V,Ramee | !Twitter | Chang Gang | NoPixel,9839,2021-07-07 18:42:09,2021-07-07T22:06:02.765467
25,forsen,Overwatch,OMEGALUL W  Placement matches!,9656,2021-07-07 17:03:11,2021-07-07T22:06:02.765467
26,Crown,Casual Games Collection,"Crown Channel Fight Night Season 2 EP1  | Chelseabytes vs. ActionJaxon ft. Word Farm Adventure 
",9209,2021-07-07 21:44:15,2021-07-07T22:06:02.765467
27,cloakzy,Rust,Balloon Bandits OTV RUST DAY 1,9072,2021-07-07 15:18:18,2021-07-07T22:06:02.765467
28,ESL_CSGOb,Counter-Strike: Global Offensive,LIVE: Team Spirit vs Sprout - IEM Cologne 2021 - Play In,8876,2021-07-07 10:56:11,2021-07-07T22:06:02.765467
29,futs0003,,,8436,2021-07-07 22:01:43,2021-07-07T22:06:02.765467
30,LuluLuvely,Apex Legends,NRG Lulu - Apexing then OTV Rust Server - !twitter @ lululuvely,7691,2021-07-07 19:48:10,2021-07-07T22:06:02.765467
31,AdmiralBahroo,Dying Light,Dying light with a cat.,7569,2021-07-07 15:03:27,2021-07-07T22:06:02.765467
32,nyanners,Just Chatting,comfy fun day,7165,2021-07-07 20:21:57,2021-07-07T22:06:02.765467
33,PENTA,Grand Theft Auto V,B0b Smith CPA | NoPixel,6875,2021-07-07 21:19:02,2021-07-07T22:06:02.765467
34,GMHikaru,Chess,Puzzle Rush High Rollers | !newvid !next !schedule,6706,2021-07-07 15:45:07,2021-07-07T22:06:02.765467
35,Northernlion,FTL: Faster Than Light,#1 roguelite 2012 (win streak edition) | !docket !prime,6318,2021-07-07 17:59:10,2021-07-07T22:06:02.765467
