,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,Blue Origin,Replay - New Shepard First Human Flight,2021-07-20T13:54:56Z,3364111,3328,46798,2849,2021-07-21T14:37:07.078002
1,EncanadorChapado,FIFA 22 vai ser o MELHOR FIFA 22 de TODOS OS TEMPOS!,2021-07-21T14:30:06Z,1059778,2096,40587,5356,2021-07-21T14:37:07.078002
2,Tweext,FnF Tall Boyfriend VS Short Boyfriend | FNF ANIMATION,2021-07-19T20:15:06Z,2890046,384,29579,1924,2021-07-21T14:37:07.078002
3,PlastiVerse,"CREANDO TODOS los MODS de FNF (Tricky, Sky, Tabi y Hank J. Wimbleton) de Plastilina #2 | PlastiVerse",2021-07-19T19:00:23Z,789745,3719,25486,729,2021-07-21T14:37:07.078002
4,Dylan Ayres,Rubber Band Trampoline #Shorts,2021-07-10T17:29:38Z,17236039,3057,942707,39163,2021-07-21T14:37:07.078002
5,Muzică 1 ORA,Camila Cabello - Don’t Go Yet ( 1 hour ),2021-07-21T08:29:24Z,201155,1611,24511,155,2021-07-21T14:37:07.078002
6,Sidemen,SIDEMEN EXTREME FISHING vs LOGAN PAUL,2021-07-18T17:01:58Z,10479944,41632,733891,5443,2021-07-21T14:37:07.078002
7,House of Highlights,Final Seconds of 2021 NBA Finals Game 6 | Milwaukee Celebration | Suns vs Bucks,2021-07-21T03:50:10Z,1036292,4977,18203,299,2021-07-21T14:37:07.078002
8,Paramount Pictures,Jackass Forever | Official Trailer (2021 Movie),2021-07-20T16:00:03Z,1635376,2965,30874,613,2021-07-21T14:37:07.078002
9,Falbak,WWE Money in the Bank 2021 REVIEW | Falbak,2021-07-19T06:59:48Z,229416,2615,30858,397,2021-07-21T14:37:07.078002
10,Motion Station,"Game Recap: Bucks 105, Suns 98",2021-07-21T05:11:14Z,301686,331,5560,146,2021-07-21T14:37:07.078002
11,Goodwin Family,Bringing Down the House #shorts,2021-07-04T06:47:53Z,83957621,11092,2556843,156009,2021-07-21T14:37:07.078002
12,Tube Raider,Street Credit to Jeff Bezos and Richard Branson,2021-07-21T14:03:31Z,398970,1325,5282,392,2021-07-21T14:37:07.078002
13,Isabella Legux,#shorts,2021-07-15T13:03:04Z,2486713,941,208526,8735,2021-07-21T14:37:07.078002
14,FC Barcelona,MEMPHIS DEPAY ARRIVES IN BARCELONA,2021-07-19T16:21:18Z,825238,2006,54491,400,2021-07-21T14:37:07.078002
15,20th Century Studios,The Last Duel | Official Trailer | 20th Century Studios,2021-07-20T15:00:22Z,2752589,1379,12397,271,2021-07-21T14:37:07.078002
16,House of Highlights,Milwaukee Bucks Locker Room Celebration | 2021 NBA Champions,2021-07-21T04:26:52Z,1177441,3034,19286,346,2021-07-21T14:37:07.078002
17,Tom Simons,I Bought A Trampoline Park,2021-07-19T15:19:40Z,4981718,35537,548585,3291,2021-07-21T14:37:07.078002
18,BlackPanthaa,"GTA 5 Online - NEW LOS SANTOS TUNERS Update - New Cars, Garage, Meet, Missions &amp; MORE!",2021-07-20T12:00:04Z,359434,807,11161,517,2021-07-21T14:37:07.078002
19,AADANAHA,FARXAD BEEY LA OOYSAY | CHALLENGE WAALI AH | AADANAHA,2021-07-21T07:14:20Z,31532055,73720,1496370,19935,2021-07-21T14:37:07.078002
20,Screen Junkies,Honest Trailers | Black Widow,2021-07-20T17:00:11Z,561850,2429,27796,304,2021-07-21T14:37:07.078002
21,That's Amazing Shorts,Impossible iPhone Trick Shot,2021-07-17T16:48:23Z,11938458,7714,808609,19085,2021-07-21T14:37:07.078002
