,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,BillieEilishVEVO,Billie Eilish - Lost Cause (Official Music Video),2021-06-02T16:00:12Z,7285714,89463,1212015,11588,2021-06-03T02:37:07.886239
1,Clash of Clans,Jungle Queen (Clash of Clans June Season Challenges),2021-06-01T07:58:20Z,4614027,4689,123670,3117,2021-06-03T02:37:07.886239
2,Dude Perfect,Fastest Soapbox Car Wins,2021-05-31T21:59:56Z,7748701,14034,362873,3643,2021-06-03T02:37:07.886239
3,TommyInnit,I Pushed Tubbo Out Of A Plane...,2021-06-01T16:09:09Z,6490596,63015,824915,3392,2021-06-03T02:37:07.886239
4,carwow,Ferrari SF90 v new Rimac Nevera: DRAG RACE *WORLD RECORD!!!*,2021-06-01T11:03:52Z,2547405,15996,170382,1290,2021-06-03T02:37:07.886239
5,ZHC ZHC,Watch As I Customize This school,2021-06-02T16:05:32Z,7775711,51233,424837,5780,2021-06-03T02:37:07.886239
6,America's Got Talent,10-Year-Old Peter Rosalita SHOCKS The Judges With &quot;All By Myself&quot; - America&#39;s Got Talent 2021,2021-06-02T00:16:11Z,943232,2084,23982,347,2021-06-03T02:37:07.886239
7,LilBabyVEVO,Lil Baby &amp; Lil Durk - Voice of the Heroes (Official Video),2021-05-31T19:00:20Z,5414486,14386,280716,4193,2021-06-03T02:37:07.886239
8,Technoblade,The Favor [Dream SMP],2021-06-01T20:20:53Z,2999730,12390,333413,1157,2021-06-03T02:37:07.886239
9,JYP Entertainment,TWICE &quot;Taste of Love&quot; First Tasting - Album Trailer,2021-05-30T14:59:55Z,4435108,67309,581758,6345,2021-06-03T02:37:07.886239
10,beIN SPORTS Asia,FULL trophy presentation as Chelsea clinch second UCL title | UCL 20/21 Moments,2021-05-29T21:28:22Z,6311540,6687,88060,4228,2021-06-03T02:37:07.886239
11,LockPickingLawyer,[1299] Unpickable Locks From Stuff Made Here,2021-05-31T16:00:09Z,3635598,19056,310676,1581,2021-06-03T02:37:07.886239
12,BLACKPINK,BLACKPINK - 2021 [THE SHOW] DVD &amp; KiT VIDEO RELEASE,2021-06-01T07:00:31Z,2971910,46952,595127,3864,2021-06-03T02:37:07.886239
13,Crafty Panda,Weird Ways to SNEAK MAKEUP INTO JAIL | 11 Funny Ideas to SNEAK ANYTHING ANYWHERE by Crafty Panda,2021-05-26T11:00:13Z,10888968,1371,75392,17438,2021-06-03T02:37:07.886239
14,FMK,"FMK, Tiago PZK, LIT Killah, Rusherking - YO SE QUE TU (Behind The Scenes)",2021-06-01T23:00:02Z,418513,1107,39139,182,2021-06-03T02:37:07.886239
15,BlacktipH,Cleaning Dolphin in Record Time! #Shorts,2021-05-26T19:00:19Z,12065703,4402,166885,20186,2021-06-03T02:37:07.886239
16,ashish chanchlani vines,Online Parent Teacher Meeting | Ashish Chanchlani,2021-05-29T08:35:32Z,18307163,107433,2195098,28651,2021-06-03T02:37:07.886239
17,TikToMania,When she eats all your Chips #shorts Funny Prank By TikToMania,2021-06-02T07:30:00Z,3999184,221,113606,8961,2021-06-03T02:37:07.886239
18,Wendover Productions,Why There are Now So Many Shortages (It&#39;s Not COVID),2021-06-01T18:04:03Z,1138740,4016,46543,1143,2021-06-03T02:37:07.886239
19,Drew Gooden,I watched one SNL episode from every season,2021-05-31T17:33:10Z,2020821,14666,184444,1447,2021-06-03T02:37:07.886239
20,Top5Gaming,Fortnite SEASON 7 - EVERYTHING WE KNOW!,2021-06-01T22:19:47Z,1140946,3164,36375,526,2021-06-03T02:37:07.886239
21,Bella Poarch,Bella Poarch - Build a B*tch (Official Music Video),2021-05-14T04:00:16Z,139972341,388043,7187600,239887,2021-06-03T02:37:07.886239
22,Bruno Mars,"Bruno Mars, Anderson .Paak, Silk Sonic- Leave The Door Open (Live from the iHeartRadio Music Awards)",2021-05-30T00:45:33Z,4739875,10089,264018,1364,2021-06-03T02:37:07.886239
23,Bailey Sarian,"A Jealous, Bad Actor or Monster? The Dark Case Of Daniel Wozniak | Mystery &amp; Makeup | Bailey Sarian",2021-05-31T19:00:05Z,2134515,9910,122728,1163,2021-06-03T02:37:07.886239
