,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,BBC Radio 1,"BTS - I&#39;ll Be Missing You (Puff Daddy, Faith Evans and Sting Cover) in the Live Lounge",2021-07-27T11:15:13Z,3196344,48308,678841,1784,2021-07-27T20:37:07.424223
1,BBC Radio 1,BTS - Permission To Dance in the Live Lounge,2021-07-27T11:15:01Z,2127183,13806,443751,848,2021-07-27T20:37:07.424223
2,BBC Radio 1,BTS - Dynamite in the Live Lounge,2021-07-27T11:15:00Z,2479090,12760,461290,1131,2021-07-27T20:37:07.424223
3,Apex Legends,Apex Legends: Emergence Gameplay Trailer,2021-07-26T15:00:10Z,2850619,11856,141168,2513,2021-07-27T20:37:07.424223
4,LilNasXVEVO,"Lil Nas X, Jack Harlow - INDUSTRY BABY (Official Video)",2021-07-23T04:00:12Z,37677330,202077,2146629,124432,2021-07-27T20:37:07.424223
5,MrBeast,"If You Can Carry $1,000,000 You Keep It!",2021-07-24T20:00:59Z,21986376,47351,1179444,11556,2021-07-27T20:37:07.424223
6,Mark Rober,World Record Domino Robot (100k dominoes in 24hrs),2021-07-26T19:59:46Z,6853683,19458,439729,3738,2021-07-27T20:37:07.424223
7,A la Mich,TERMINO A EDDIE (TERMINA MAL) - Its.michhh,2021-07-26T20:59:21Z,272321,869,33803,346,2021-07-27T20:37:07.424223
8,Dude Perfect,Trying to Bench 405 lbs Underwater | OT 28,2021-07-26T21:59:56Z,4733968,26658,247722,5085,2021-07-27T20:37:07.424223
9,Rubius Z,EL FINAL DE SIREN HEAD | Siren Head Resurrection #2 (FINAL),2021-07-26T16:22:05Z,1368095,3934,163917,777,2021-07-27T20:37:07.424223
10,ZHC,I Surprised Bella Poarch With 20 Custom Macbooks,2021-07-26T17:30:46Z,4518640,36709,272651,4142,2021-07-27T20:37:07.424223
11,Steve Aoki,THANK YOU BTS ARMY! | MIC DROP STEVE AOKI REMIX HITS 1 BILLION VIEWS | RECAP AND CELEBRATION,2021-07-26T19:55:07Z,474747,17612,141943,151,2021-07-27T20:37:07.424223
12,SHOWTIME,Dexter: New Blood (2021) Exclusive Sneak Peek Trailer | SHOWTIME,2021-07-25T20:44:19Z,2305628,2617,28990,304,2021-07-27T20:37:07.424223
13,Best Strike,Minecraft Panda #Shorts,2021-07-24T13:20:14Z,2121390,1031,88404,11405,2021-07-27T20:37:07.424223
14,Tory Lanez,Tory Lanez - Grah Tah Tah (feat. Kodak Black) [Official Music Video],2021-07-26T17:00:04Z,2062653,84375,61799,1154,2021-07-27T20:37:07.424223
15,That's Amazing Shorts,Bottle Flips from $1 to $100,2021-07-19T17:34:53Z,8551100,931,416496,9966,2021-07-27T20:37:07.424223
16,TesherVEVO,Tesher x Jason Derulo - Jalebi Baby (Official Video),2021-07-13T15:00:11Z,31200932,38896,1259123,20929,2021-07-27T20:37:07.424223
17,Myke Towers,Myke Towers - Almas Gemelas (Video Oficial),2021-07-23T00:00:43Z,2843875,4803,157575,1591,2021-07-27T20:37:07.424223
18,Real Civil Engineer,Using SEGREGATION to beat high scores in Mini Motorways!,2021-07-26T15:00:05Z,452854,1330,27688,257,2021-07-27T20:37:07.424223
19,Marques Brownlee,The iPhone 13 Models!,2021-07-27T01:03:50Z,1940775,6756,89009,1932,2021-07-27T20:37:07.424223
20,LoverFella,Testing Minecraft 1.17 SECRETS To See If They&#39;re Real!,2021-07-26T19:00:26Z,575628,1964,26751,603,2021-07-27T20:37:07.424223
21,Airrack,I Survived For 24 Hours In The Bermuda Triangle,2021-07-26T22:55:00Z,536962,2471,35029,521,2021-07-27T20:37:07.424223
22,WadZee,I Found 100 of the RAREST Axolotl in Minecraft Hardcore (#48),2021-07-25T14:52:45Z,1925768,15397,143819,1106,2021-07-27T20:37:07.424223
23,Complex,Soulja Boy Goes Sneaker Shopping With Complex,2021-07-26T14:00:02Z,552779,3774,28871,658,2021-07-27T20:37:07.424223
24,Mumbo Jumbo,Hermitcraft 8: Episode 9 - THE MOUNTAIN,2021-07-26T19:00:10Z,1820239,15327,127572,622,2021-07-27T20:37:07.424223
25,Jerry Boy Velarde,Why &quot;Herlene Budol&quot; Is Back To Zero | Toni Talks,2021-07-26T12:28:18Z,4912344,18114,383396,2235,2021-07-27T20:37:07.424223
26,Linus Tech Tips,A COMPLETELY Upgradeable Laptop?,2021-07-26T17:11:13Z,1570224,12002,126411,867,2021-07-27T20:37:07.424223
27,Dylan Ayres,Rubber Band Trampoline #Shorts,2021-07-10T17:29:38Z,21099792,3288,1124640,45366,2021-07-27T20:37:07.424223
