,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,"jonjlan x QASSADI, BANDAR Y A حل فاخر . !",Billie Eilish - NDA (Un-Official Music Video),2021-07-08T22:25:35Z,8177904,76885,916656,19374,2021-07-10T20:37:07.557140
1,TheKidLAROIVEVO,"The Kid LAROI, Justin Bieber - Stay (Official Video)",2021-07-09T04:00:12Z,5203019,35454,472269,4930,2021-07-10T20:37:07.557140
2,Goodwin Family,Bringing Down the House #shorts,2021-07-04T06:47:53Z,26115686,2508,664757,44483,2021-07-10T20:37:07.557140
3,Mora,Mora x Bad Bunny x Sech - Volando Remix (Video Oficial),2021-07-08T19:00:09Z,7232198,21627,551226,5057,2021-07-10T20:37:07.557140
4,Louis Vuitton,Backstage with BTS at Virgil Abloh&#39;s Men&#39;s Fall-Winter 2021 Show in Seoul | LOUIS VUITTON,2021-07-10T02:00:11Z,1582410,8522,372142,697,2021-07-10T20:37:07.557140
5,Rusher King,"Rusherking, Duki - BAILANDO TE CONOCI (Official Video)",2021-07-08T23:00:14Z,4139879,15410,431271,3136,2021-07-10T20:37:07.557140
6,Best of Ironmouse,Ironmouse Highlights - 07/09/2021,2021-07-10T20:30:02Z,2418639,20294,255135,563,2021-07-10T20:37:07.557140
7,UFC - Ultimate Fighting Championship,UFC 264: Ceremonial Weigh-in | Poirier vs McGregor 3,2021-07-10T00:00:41Z,2470561,6516,52833,950,2021-07-10T20:37:07.557140
8,UFC - Ultimate Fighting Championship,UFC 264: Pre-fight Press Conference | Poirier vs McGregor 3,2021-07-09T01:12:14Z,3875735,22504,86539,2168,2021-07-10T20:37:07.557140
9,Lyrical Lemonade,Post Malone - Motley Crew (Directed by Cole Bennett),2021-07-09T04:27:05Z,3589030,18824,303479,6691,2021-07-10T20:37:07.557140
10,Veritasium,The Biggest Myth In Education,2021-07-09T14:27:22Z,2972866,18737,180979,3553,2021-07-10T20:37:07.557140
11,RDCworld1,MEETING J COLE FOR THE FIRST TIME!!!!!!,2021-07-10T00:28:18Z,1336222,7905,113994,876,2021-07-10T20:37:07.557140
12,MrBeast Gaming,Walking Across The Entire Universe!,2021-07-08T18:00:06Z,7930860,25981,400523,7380,2021-07-10T20:37:07.557140
13,twenty one pilots,Twenty One Pilots - Saturday (Official Video),2021-07-08T16:00:15Z,2353707,13515,234109,1249,2021-07-10T20:37:07.557140
14,DreamXD,Dream - Minecraft Manhunt Extra Scenes (5 Hunters Rematch),2021-07-08T23:30:25Z,2188055,10196,227509,1129,2021-07-10T20:37:07.557140
15,LukeHemmingsVEVO,Luke Hemmings - Starting Line (Official Video),2021-07-09T21:00:11Z,344520,8498,96672,103,2021-07-10T20:37:07.557140
16,Santan Dave,Dave - Clash (ft. Stormzy),2021-07-09T11:20:45Z,1407519,6524,102088,1504,2021-07-10T20:37:07.557140
17,BIAVEVO,BIA - WHOLE LOTTA MONEY (Remix - Official Audio) ft. Nicki Minaj,2021-07-08T20:14:45Z,1156542,10226,101936,1680,2021-07-10T20:37:07.557140
18,Marvel Entertainment,Marvel Studios&#39; What If...? | Official Trailer | Disney+,2021-07-08T16:00:02Z,7211091,21858,426346,4808,2021-07-10T20:37:07.557140
19,ESPN MMA,Stephen A. interviews Conor McGregor on expectations for the Dustin Poirier trilogy fight | ESPN MMA,2021-07-08T16:40:15Z,1125630,8173,37659,1690,2021-07-10T20:37:07.557140
20,RDCworld1,MEETING J COLE FOR THE FIRST TIME!!!!!!,2021-07-10T00:28:18Z,798000,10586,123495,169,2021-07-10T20:37:07.557140
21,Louis Vuitton,Men&#39;s Fall-Winter 2021 Show in Seoul with House Ambassadors BTS | LOUIS VUITTON,2021-07-07T10:11:40Z,4910148,31562,839178,3016,2021-07-10T20:37:07.557140
22,Slayy Point,Internet Destroys Indian Food,2021-07-08T13:11:52Z,4682437,33836,560508,6219,2021-07-10T20:37:07.557140
23,Leo Black,Leo Black - On The Beat (music video),2021-06-18T08:28:25Z,505523,533,10664,77,2021-07-10T20:37:07.557140
24,AK4:20,AK4:20 - THE ROOKIE - (PRODBY LEOJAHBEATS),2021-07-09T20:15:12Z,278973,2176,40970,228,2021-07-10T20:37:07.557140
25,America's Got Talent,Golden Buzzer: 9-Year-Old Victory Brinker Makes AGT HISTORY! - America&#39;s Got Talent 2021,2021-07-07T01:58:39Z,6960676,9880,140381,3932,2021-07-10T20:37:07.557140
26,RealLifeLore,What If We Covered the Sahara With Solar Panels?,2021-07-09T14:30:00Z,1212590,5787,47986,1122,2021-07-10T20:37:07.557140
27,Ryan Trahan,Overnight in the World&#39;s Oldest Underwater Hotel,2021-07-09T17:00:01Z,725707,2963,39143,356,2021-07-10T20:37:07.557140
28,Truecaller,Call up to 8 people with Truecaller,2021-06-23T06:00:19Z,1521136,353,10157,1965,2021-07-10T20:37:07.557140
29,Ed Sheeran,Ed Sheeran - Bad Habits [Official Video],2021-06-25T04:00:33Z,54175608,87721,1453969,50426,2021-07-10T20:37:07.557140
30,MORGENSHTERN,"MORGENSHTERN - NOMINALO (Official Video, 2021)",2021-07-06T20:05:00Z,7505877,54540,679026,36128,2021-07-10T20:37:07.557140
31,Mumbo Jumbo,Hermitcraft 8: Episode 5 - DOUBLE MEGA FARMS!,2021-07-09T20:00:06Z,1623112,9177,111968,587,2021-07-10T20:37:07.557140
32,Netflix,The Witcher: Season 2 Teaser Trailer | Netflix,2021-07-09T20:53:22Z,1604509,5541,105019,1072,2021-07-10T20:37:07.557140
