,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,BLACKPINK,BLACKPINK - 5th ANNIVERSARY [4+1 PROJECT] ANNOUNCEMENT VIDEO,2021-06-23T01:00:02Z,2494928,48144,642282,3116,2021-06-23T20:37:09.355429
1,TIKTORIKI,What else to try? #shorts Funn Tiktok new food Challenge by Tiktoriki,2021-06-19T07:15:00Z,24829741,512,539093,43235,2021-06-23T20:37:09.355429
2,Aileen and Deven,Will my boyfriend punch me in the face for a billion dollars?,2021-06-14T15:00:14Z,9899164,7590,587270,9212,2021-06-23T20:37:09.355429
3,Palomares Magic,shhh!! NO reveles el secreto! (truco de magia) #shorts,2021-06-20T01:22:48Z,4248995,790,316432,8226,2021-06-23T20:37:09.355429
4,America's Got Talent,Golden Buzzer: Jimmie Herrod Surprises the Judges With &quot;Tomorrow&quot; - America&#39;s Got Talent 2021,2021-06-23T01:34:30Z,2387602,5393,74743,1200,2021-06-23T20:37:09.355429
5,Maria Becerra Music,"Maria Becerra, Tiago PZK | Making Of: CAZAME",2021-06-22T00:00:04Z,607458,1778,55500,262,2021-06-23T20:37:09.355429
6,men vs wild nepal,https://youtu.be/ZRgjE_I7qMM,2021-06-22T18:47:23Z,72322143,1895,1185831,96568,2021-06-23T20:37:09.355429
7,Metallica,The Metallica Blacklist (Official Trailer),2021-06-22T13:00:21Z,411507,3700,25354,2752,2021-06-23T20:37:09.355429
8,Deji,Reunion With My Brother,2021-06-20T19:37:55Z,6157363,42689,757036,3165,2021-06-23T20:37:09.355429
9,Coltyy,COCA-COLA ROCKETS WITH MY GRANDMA! #shorts,2021-06-01T07:02:49Z,29850423,16938,1548336,42259,2021-06-23T20:37:09.355429
10,Fortnite Fun TV,Turn into cookies - Tutorial #Shorts,2021-06-17T04:18:38Z,27422538,380,794364,37663,2021-06-23T20:37:09.355429
11,The Game Theorists,Game Theory: The Disturbing Lore Of Lily&#39;s Garden,2021-06-22T19:05:24Z,1861514,13315,139711,1780,2021-06-23T20:37:09.355429
12,FORMULA 1,Race Highlights | 2021 French Grand Prix,2021-06-20T16:32:28Z,5254882,6470,118872,1604,2021-06-23T20:37:09.355429
13,Tom Simons,I Survived A Water Course,2021-06-22T13:57:34Z,5228667,44881,639137,2857,2021-06-23T20:37:09.355429
14,Jurassic World,Jurassic World Dominion: Extended Look Tease,2021-06-21T16:00:23Z,1121098,2401,29405,522,2021-06-23T20:37:09.355429
15,MrBeast Shorts,I Filled a Room With Balloons,2021-06-22T20:00:02Z,1368227,2854,106904,1037,2021-06-23T20:37:09.355429
16,Rachel Ballinger,HOW WE MET -- GF REVEAL,2021-06-22T19:34:25Z,512407,4828,42371,870,2021-06-23T20:37:09.355429
17,Rick N Morty Scenes,Rick and Morty Season 5 countdown (episode link in description),2021-06-21T06:49:04Z,7495159,25957,425116,4580,2021-06-23T20:37:09.355429
18,TRENDING,The Trending Videos here 🔥,2021-06-23T15:36:39Z,2471560,10605,108309,5806,2021-06-23T20:37:09.355429
19,LynixIsBoring,I Found a Minecraft Axolotl in REAL LIFE!,2021-06-23T20:13:39Z,450772,953,15948,495,2021-06-23T20:37:09.355429
20,Thomas Toys,BASKET BALL,2021-06-23T16:41:36Z,33520224,79627,1618024,22987,2021-06-23T20:37:09.355429
21,The Film Theorists,Film Theory: How To SURVIVE Saw!,2021-06-22T18:05:19Z,1190166,4926,96535,953,2021-06-23T20:37:09.355429
22,Rebecca Zamolo Shorts,People Finding SECRET HIDDEN ROOMS In Their House,2021-06-22T16:09:20Z,429644,1191,9923,768,2021-06-23T20:37:09.355429
23,MORGENSHTERN,"MORGENSHTERN - ARISTOCRAT (Official Video, 2021)",2021-06-15T10:30:03Z,16121284,55982,923018,89340,2021-06-23T20:37:09.355429
24,Hyper,100 Mystery Keys.. Only 1 Lets You ESCAPE This Box!,2021-06-23T18:24:35Z,364594,955,16100,311,2021-06-23T20:37:09.355429
25,David Dobrik,SURPRISING BEST FRIEND WITH PUPPY!! (FREAKOUT),2021-06-22T21:55:30Z,3962775,16069,400943,7837,2021-06-23T20:37:09.355429
26,FaZe Jarvis,Reacting To My Boxing Fight,2021-06-22T17:02:10Z,1595458,5034,85336,950,2021-06-23T20:37:09.355429
27,America's Got Talent,Golden Buzzer: World Taekwondo Demonstration Team Shocks the Judges - America&#39;s Got Talent 2021,2021-06-16T02:57:38Z,10025941,16805,282631,3679,2021-06-23T20:37:09.355429
28,jbalvinVEVO,"J.Balvin, Karol G, Nicky Jam, Crissin, Totoy El Frio, Natan &amp; Shander - Poblado",2021-06-18T00:00:09Z,23638937,29237,799829,28586,2021-06-23T20:37:09.355429
29,ChadyBlu,Sonic Is Coming To The Hive Server! (Minecraft Bedrock),2021-06-23T19:51:01Z,785817,7327,53151,1545,2021-06-23T20:37:09.355429
30,Rusher King,Rusherking - LOBA (Official Trailer),2021-06-20T23:08:09Z,689505,3840,99680,437,2021-06-23T20:37:09.355429
31,AmazingPhil,Why Dan had to call an Ambulance,2021-06-21T20:21:15Z,473228,5128,79181,180,2021-06-23T20:37:09.355429
32,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V,2021-06-09T08:58:12Z,106240685,1081737,2874146,71180,2021-06-23T20:37:09.355429
33,House of Highlights,Inside the NBA Reacts to Ben Simmons Postgame Interview - Game 7 | 2021 NBA Playoffs,2021-06-21T03:30:18Z,2635839,8843,31876,668,2021-06-23T20:37:09.355429
34,JackManifoldTV,I Raced Across The Ocean,2021-06-20T16:25:27Z,2505053,13591,358795,1159,2021-06-23T20:37:09.355429
35,AYUMI & MASAAKI VLOG,Toni Gonzaga with Daddy Bonoy || Toni Talks &quot; TRUST GOD &quot; INSPIRATION &quot;,2021-06-22T00:05:38Z,3305207,8091,209106,1972,2021-06-23T20:37:09.355429
36,Bobby Moore Facts,How A Vending Machine Actually Works #Shorts,2021-06-21T09:00:05Z,1439384,890,108552,2372,2021-06-23T20:37:09.355429
37,ChrisMD,Are Footballers&#39; Lookalikes Actually Good At Football?,2021-06-21T21:26:41Z,785130,1341,39559,380,2021-06-23T20:37:09.355429
38,Jokedo,Learning Self Defense😂 l Adamw 2021,2021-06-22T19:53:55Z,38732558,697,592935,84182,2021-06-23T20:37:09.355429
39,Kushagra ff,https://youtube.com/shorts/HMjS3CIvuQA?feature=share,2021-06-22T14:31:37Z,64235349,9342,797103,91872,2021-06-23T20:37:09.355429
40,Mad Pedestrian,The mysteries of ancient debris,2021-06-22T03:57:31Z,482383,6370,33560,448,2021-06-23T20:37:09.355429
41,Pamela Reif,10 MIN KILLER SIXPACK - super hard ab workout / No Equipment I Pamela Reif,2021-06-23T03:00:13Z,337554,1017,18115,89,2021-06-23T20:37:09.355429
42,NileRed Shorts,Sodium metal is soft and squishy,2021-06-19T16:00:15Z,5294271,3294,263933,3557,2021-06-23T20:37:09.355429
43,SamSpedy,AFRICAN HOME: WANTED,2021-06-21T16:00:15Z,657716,2748,33931,430,2021-06-23T20:37:09.355429
44,Amp World,Guess That Emoji Challenge | Lexi Hensler vs Dom Brack,2021-06-21T16:00:10Z,730994,2783,54946,409,2021-06-23T20:37:09.355429
45,Sidemen,SIDEMEN EXTREME COOK OFF,2021-06-13T17:00:24Z,9640269,50425,509310,8008,2021-06-23T20:37:09.355429
46,The ACE Family,THIS IS WHAT REALLY HAPPENED!!! **OFFICIAL VIDEO**,2021-06-19T19:38:37Z,3563828,18119,218891,5740,2021-06-23T20:37:09.355429
