,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,LilNasXVEVO,"Lil Nas X, Jack Harlow - INDUSTRY BABY (Official Video)",2021-07-23T04:00:12Z,27438483,170849,1799736,87518,2021-07-26T02:37:06.907219
1,MrBeast,"If You Can Carry $1,000,000 You Keep It!",2021-07-24T20:00:59Z,15658737,41894,973670,7985,2021-07-26T02:37:06.907219
2,Myke Towers,Myke Towers - Almas Gemelas (Video Oficial),2021-07-23T00:00:43Z,2084836,4640,141763,1331,2021-07-26T02:37:06.907219
3,Anne-Marie,Anne-Marie &amp; Little Mix - Kiss My (Uh Oh) [Official Video],2021-07-23T12:00:11Z,2781864,15645,233661,2482,2021-07-26T02:37:06.907219
4,TaylorSwiftVEVO,taylor swift - the lakes (original version) [audio],2021-07-24T13:00:32Z,814637,12672,130821,637,2021-07-26T02:37:06.907219
5,Toxic Me,Tommyinnit gets Kick by a Rude Fan...,2021-07-24T14:31:04Z,4157415,72323,592159,4449,2021-07-26T02:37:06.907219
6,The Try Guys,The Try Guys Make Donuts Without A Recipe,2021-07-24T15:00:00Z,1442494,5621,77208,761,2021-07-26T02:37:06.907219
7,MrBeast Gaming,I Survived 100 Days Of Hardcore Minecraft!,2021-07-22T19:46:51Z,11776556,50297,623668,9518,2021-07-26T02:37:06.907219
8,Matt Stonie,"I Ate a 20,000cal Burger in Record Time!! **Octuple Bypass Challenge**",2021-07-25T05:23:08Z,1176044,8275,116336,667,2021-07-26T02:37:06.907219
9,Dylan Ayres,Rubber Band Trampoline #Shorts,2021-07-10T17:29:38Z,20295394,3246,1087437,44111,2021-07-26T02:37:06.907219
10,FeidVEVO,FEID - Tengo Fe (Official Video),2021-07-23T00:00:10Z,1264533,3544,82876,634,2021-07-26T02:37:06.907219
11,Redy Cinta Bola,Jesse Lingard VS QPR(24/7/2021) HD 1080i,2021-07-24T23:07:16Z,1075564,1588,16968,752,2021-07-26T02:37:06.907219
12,Battlefield,Battlefield 2042 | Battlefield Portal Official Trailer,2021-07-22T17:44:43Z,3407460,20647,263275,4133,2021-07-26T02:37:06.907219
13,Goodwin Family,Invisible Jenga #shorts by Goodwin Family,2021-07-10T07:49:48Z,42171334,2204,1128417,74930,2021-07-26T02:37:06.907219
14,Sapnap,"Minecraft, But Item Drops Are Random And Multiplied...",2021-07-23T17:37:30Z,1527147,7343,154442,1544,2021-07-26T02:37:06.907219
