,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,shakiraVEVO,Shakira - Don&#39;t Wait Up (Official Video),2021-07-16T14:00:13Z,1898740,21541,154084,5572,2021-07-17T14:37:06.345371
1,The Tonight Show Starring Jimmy Fallon,BTS: Butter | The Tonight Show Starring Jimmy Fallon,2021-07-15T04:30:09Z,8428853,42413,1203366,5993,2021-07-17T14:37:06.345371
2,NormaniVEVO,Normani - Wild Side (Official Video) ft. Cardi B,2021-07-16T04:00:08Z,4741726,43209,508444,14206,2021-07-17T14:37:06.345371
3,The Tonight Show Starring Jimmy Fallon,BTS: Permission to Dance (TV Debut) | The Tonight Show Starring Jimmy Fallon,2021-07-14T04:30:11Z,11963702,43645,1440411,9631,2021-07-17T14:37:06.345371
4,Falke 912,"Falke 912, Bhavi Ft. LIT Killah - Nat Geo Remix [Video Oficial]",2021-07-15T22:00:12Z,1089618,8183,149632,968,2021-07-17T14:37:06.345371
5,CamiloVEVO,"Camilo, Shawn Mendes - KESI (Remix - Audio)",2021-07-14T16:00:06Z,3468950,20647,303830,4462,2021-07-17T14:37:06.345371
6,Goodwin Family,Bringing Down the House #shorts,2021-07-04T06:47:53Z,61887766,7700,1745446,108199,2021-07-17T14:37:06.345371
7,ConanGrayVEVO,Conan Gray - People Watching,2021-07-16T16:00:10Z,510436,9323,140540,190,2021-07-17T14:37:06.345371
8,MrBeast,"Would YOU Quit School For $100,000?",2021-07-10T20:00:09Z,29299932,69673,1445776,18955,2021-07-17T14:37:06.345371
9,TesherVEVO,Tesher x Jason Derulo - Jalebi Baby (Official Video),2021-07-13T15:00:11Z,7962248,17637,466195,6427,2021-07-17T14:37:06.345371
10,TheKidLAROIVEVO,"The Kid LAROI, Justin Bieber - Stay (Official Video)",2021-07-09T04:00:12Z,18664900,50277,843424,11574,2021-07-17T14:37:06.345371
11,ImagineDragonsVEVO,Imagine Dragons - Wrecked (Official Music Video),2021-07-15T16:00:10Z,1853721,7821,171228,933,2021-07-17T14:37:06.345371
12,POP SMOKE,Pop Smoke - Mr. Jones feat. Future (Official Music Video),2021-07-16T16:00:11Z,1087665,6043,114672,582,2021-07-17T14:37:06.345371
13,Tom MacDonald,Tom MacDonald - &quot;Withdrawals&quot;,2021-07-16T15:58:04Z,1029466,17308,122585,1532,2021-07-17T14:37:06.345371
14,DavidoVEVO,"Davido - Shopping Spree (Official Video) ft. Chris Brown, Young Thug",2021-07-16T15:00:11Z,1194456,5358,55581,550,2021-07-17T14:37:06.345371
15,Dylan Ayres,Rubber Band Trampoline #Shorts,2021-07-10T17:29:38Z,3795697,799,266035,9300,2021-07-17T14:37:06.345371
16,POPSMOKEVEVO,"Pop Smoke - Bout A Million (Audio) ft. 21 Savage, 42 Dugg",2021-07-16T04:00:31Z,1312744,6381,96456,644,2021-07-17T14:37:06.345371
17,Bastián Cortés,Friday Night Funkin- Release (SONG) GARCELLO //  Smoke &#39;Em Out Struggle,2021-07-15T00:35:49Z,582388,3331,31190,486,2021-07-17T14:37:06.345371
18,Chewkz,American Breaks British Transport Law pt. II #Shorts,2021-07-14T20:29:13Z,4095904,775,288594,4977,2021-07-17T14:37:06.345371
19,Bailey Sarian,Ep #3: The Rosewood Massacre | Dark History Podcast,2021-07-15T19:00:32Z,984513,7949,63202,931,2021-07-17T14:37:06.345371
20,Quadeca Exclusives,Quadeca Reacts to the KSI ALBUM...,2021-07-16T13:37:57Z,276071,1371,21149,148,2021-07-17T14:37:06.345371
21,BT Sport,&quot;This guy is a dirtbag!&quot; Dustin Poirier on Conor McGregor after heated UFC 264 main event.,2021-07-11T04:43:13Z,6790833,13591,78785,5504,2021-07-17T14:37:06.345371
22,FOX 2 Detroit,Detroit car thief suspect dragged by dreadlocks after woman finds her own stolen car,2021-07-15T21:46:48Z,734452,8030,23954,360,2021-07-17T14:37:06.345371
23,Ranboo,Making American Food in a Place That is NOT America,2021-07-16T19:00:20Z,1024333,22003,260709,694,2021-07-17T14:37:06.345371
24,POPSMOKEVEVO,"Pop Smoke - Tell The Vision (Audio) ft. Kanye West, Pusha T",2021-07-16T04:00:12Z,1190031,4638,76861,779,2021-07-17T14:37:06.345371
25,The Grand Tour,The Grand Tour Presents: Lochdown | Official Trailer | The Grand Tour,2021-07-15T08:59:52Z,1968213,5296,96531,419,2021-07-17T14:37:06.345371
26,Dental Digest,Crazy TikTok Toothbrush! #shorts,2021-07-14T20:30:04Z,3156430,1366,180744,5109,2021-07-17T14:37:06.345371
27,KC2Smooth,Pop Smoke - Woo Baby (Audio) ft. Chris Brown (Reaction Video),2021-07-17T00:01:00Z,1530627,5268,111057,616,2021-07-17T14:37:06.345371
28,JxmyHighroller,This is Starting to Get Ugly,2021-07-15T20:03:41Z,961744,6480,59684,676,2021-07-17T14:37:06.345371
29,PowerfulJRE,Joe on Conor McGregor&#39;s Leg Break,2021-07-14T17:52:25Z,3472791,6961,55151,1518,2021-07-17T14:37:06.345371
30,ArianaGrandeVevo,Ariana Grande - 34+35 (Official Live Performance) | Vevo,2021-07-15T16:00:20Z,2985581,21940,369728,1401,2021-07-17T14:37:06.345371
31,NoahJ456,COLD WAR ZOMBIES - FULL MAUER DER TOTEN EASTER EGG TUTORIAL! (EASY GUIDE),2021-07-15T22:34:02Z,545987,1035,15932,336,2021-07-17T14:37:06.345371
32,BBC News,How have dozens died in flooding in Germany? - BBC News,2021-07-15T20:32:57Z,900397,3854,8386,416,2021-07-17T14:37:06.345371
33,AniBox Trailer Access,BAO Disney Pixar Short Film Official Promos | Incredibles 2 Bonus (2018) Animation Adventure HD,2021-07-09T16:45:04Z,14423186,0,123649,23478,2021-07-17T14:37:06.345371
34,Shenseea,Shenseea - Run Run (Official Music Video),2021-07-16T16:00:13Z,1340232,4689,45854,1309,2021-07-17T14:37:06.345371
35,illymation,My Zeal for Wheels,2021-07-15T16:00:16Z,453321,4897,36759,209,2021-07-17T14:37:06.345371
36,Ryan Reynolds,Deadpool and Korg React,2021-07-13T16:39:18Z,9708377,17365,637696,3893,2021-07-17T14:37:06.345371
37,johnmayerVEVO,John Mayer - Shot in the Dark (Official Video),2021-07-16T04:00:10Z,1331691,3646,43079,465,2021-07-17T14:37:06.345371
38,The Slow Mo Guys,"Shattering a Wine Glass with Sound at 187,500FPS - The Slow Mo Guys",2021-07-15T17:31:35Z,524872,1840,33642,346,2021-07-17T14:37:06.345371
39,Mhd Officiel,MHD feat. Tiakola - Pololo (Clip Officiel),2021-07-14T14:00:08Z,2748891,6313,182536,2905,2021-07-17T14:37:06.345371
40,Preston,Guessing YouTubers Using Only Their Oldest Video!,2021-07-14T20:20:20Z,3341806,24866,150963,2346,2021-07-17T14:37:06.345371
41,Twi Shorts,Minecraft: Biggest Pixel Art Creations #Shorts,2021-07-07T16:11:56Z,12516701,3265,716632,21299,2021-07-17T14:37:06.345371
42,Bleacher Report,This Giannis Block On Deandre Ayton Had NBA Twitter Going WILD,2021-07-15T04:01:58Z,1571447,3153,21980,413,2021-07-17T14:37:06.345371
43,Sidhu Moose Wala,295 (Official Audio) | Sidhu Moose Wala | The Kidd | Moosetape,2021-07-14T06:30:10Z,13767946,1026750,774267,19593,2021-07-17T14:37:06.345371
44,Windies Cricket,Highlights | West Indies v Australia | Marsh Stars as Aus Hit Back! | 4th CG Insurance T20I 2021,2021-07-15T07:52:54Z,3793126,1971,71454,2019,2021-07-17T14:37:06.345371
45,MasFace,&quot;What does this say?&quot;,2021-07-14T15:30:11Z,3714385,3450,120270,4767,2021-07-17T14:37:06.345371
46,MTF Films,Love Story (2021) Ajay Devgan New Bollywood Hd Movie | Latest Hindi Action Hd Movie 2021,2021-07-13T11:37:45Z,6409442,437,44236,6895,2021-07-17T14:37:06.345371
47,Fight Focus,What ACTUALLY HAPPENED at UFC 264 (Conor McGregor Vs Dustin Poirier 3) Full Fight + Highlights Recap,2021-07-11T07:23:47Z,4526256,3903,19977,18192,2021-07-17T14:37:06.345371
48,IDJVideos.TV,VOYAGE X SNIK - BOUNCE (OFFICIAL VIDEO),2021-07-04T10:00:10Z,6965682,8119,121854,6156,2021-07-17T14:37:06.345371
49,EA SPORTS FIFA,FIFA 22 | Official Reveal Trailer,2021-07-11T15:30:10Z,3420322,12654,140833,27613,2021-07-17T14:37:06.345371
