,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,The Tonight Show Starring Jimmy Fallon,BTS: Butter | The Tonight Show Starring Jimmy Fallon,2021-07-15T04:30:09Z,6848066,39290,1107497,4783,2021-07-16T14:37:07.085829
1,The Tonight Show Starring Jimmy Fallon,BTS: Permission to Dance (TV Debut) | The Tonight Show Starring Jimmy Fallon,2021-07-14T04:30:11Z,10693806,44161,1380969,8788,2021-07-16T14:37:07.085829
2,ArianaGrandeVevo,Ariana Grande - my hair (Official Live Performance) | Vevo,2021-07-14T16:00:30Z,3482393,31968,397620,2442,2021-07-16T14:37:07.085829
3,ImagineDragonsVEVO,Imagine Dragons - Wrecked (Official Music Video),2021-07-15T16:00:10Z,989119,6624,125365,598,2021-07-16T14:37:07.085829
4,CamiloVEVO,"Camilo, Shawn Mendes - KESI (Remix - Audio)",2021-07-14T16:00:06Z,2573669,20429,273217,3841,2021-07-16T14:37:07.085829
5,Goodwin Family,Bringing Down the House #shorts,2021-07-04T06:47:53Z,57098207,6874,1569420,95603,2021-07-16T14:37:07.085829
6,MrBeast,"Offering Kids $100,000 To Quit School",2021-07-10T20:00:09Z,28453445,68336,1425116,18534,2021-07-16T14:37:07.085829
7,SHMVEVO,Swedish House Mafia - It Gets Better,2021-07-15T16:00:11Z,1854965,4717,30852,2135,2021-07-16T14:37:07.085829
8,TheKidLAROIVEVO,"The Kid LAROI, Justin Bieber - Stay (Official Video)",2021-07-09T04:00:12Z,17066722,48729,810894,10754,2021-07-16T14:37:07.085829
9,Genshin Impact,Character Teaser - &quot;Kamisato Ayaka: The Homeward Heron&quot; | Genshin Impact,2021-07-15T04:00:13Z,1919592,17418,215800,834,2021-07-16T14:37:07.085829
10,Ryan Reynolds,Deadpool and Korg React,2021-07-13T16:39:18Z,8473709,16351,584403,3393,2021-07-16T14:37:07.085829
11,The Grand Tour,The Grand Tour Presents: Lochdown | Official Trailer | The Grand Tour,2021-07-15T08:59:52Z,1499121,4626,80387,332,2021-07-16T14:37:07.085829
12,TesherVEVO,Tesher x Jason Derulo - Jalebi Baby (Official Video),2021-07-13T15:00:11Z,4770372,12491,274444,3639,2021-07-16T14:37:07.085829
13,Bastián Cortés,Friday Night Funkin- Release (SONG) GARCELLO //  Smoke &#39;Em Out Struggle,2021-07-15T00:35:49Z,401701,3010,26770,340,2021-07-16T14:37:07.085829
14,NOW UNITED,Now United - Wave Your Flag (Official Music Video),2021-07-14T15:00:11Z,3925532,100893,283286,1956,2021-07-16T14:37:07.085829
15,XXL,"Pooh Shiesty, Flo Milli, 42 Dugg and Rubi Rose&#39;s 2021 XXL Freshman Cypher",2021-07-15T16:00:14Z,837882,12945,54098,2479,2021-07-16T14:37:07.085829
16,Dental Digest,Crazy TikTok Toothbrush! #shorts,2021-07-14T20:30:04Z,2181860,1039,128841,3663,2021-07-16T14:37:07.085829
17,Bleacher Report,This Giannis Block On Deandre Ayton Had NBA Twitter Going WILD,2021-07-15T04:01:58Z,1386979,2932,20254,380,2021-07-16T14:37:07.085829
18,BT Sport,&quot;This guy is a dirtbag!&quot; Dustin Poirier on Conor McGregor after heated UFC 264 main event.,2021-07-11T04:43:13Z,6755097,13557,78512,5478,2021-07-16T14:37:07.085829
19,Lau Dumé,Nuevo WhatsApp Estilo IPhone en Android 2021,2021-07-12T17:14:28Z,711883,2416,40058,1259,2021-07-16T14:37:07.085829
20,PowerfulJRE,Joe on Conor McGregor&#39;s Leg Break,2021-07-14T17:52:25Z,3104768,6608,50369,1340,2021-07-16T14:37:07.085829
21,Preston,Guessing YouTubers Using Only Their Oldest Video!,2021-07-14T20:20:20Z,2800549,22543,135743,2023,2021-07-16T14:37:07.085829
22,GosseFN,Toxic ☣️ (ft. Noahreyli),2021-07-16T13:13:19Z,1973366,15617,182559,1533,2021-07-16T14:37:07.085829
23,Central Cee,Central Cee - Little Bit of This [Music Video],2021-07-15T18:00:09Z,438104,3011,56918,501,2021-07-16T14:37:07.085829
24,illymation,My Zeal for Wheels,2021-07-15T16:00:16Z,343242,4257,31282,161,2021-07-16T14:37:07.085829
25,Let's Game It Out,I Built a Nightmare Kingdom Where Nobody Is Sane or Safe - Going Medieval,2021-07-14T15:00:32Z,1173099,4297,73016,1042,2021-07-16T14:37:07.085829
26,XXL,"DDG, Lakeyah, Morray and Coi Leray&#39;s 2021 XXL Freshman Cypher",2021-07-13T16:00:07Z,2716952,35461,115003,26940,2021-07-16T14:37:07.085829
27,CHASING DREAMS,Minecraft : Biggest pixel art creations #shorts,2021-07-15T14:23:47Z,11794375,3095,683936,20416,2021-07-16T14:37:07.085829
28,Heavy Spoilers,LOKI Episode 6 Breakdown &amp; Ending Explained Spoiler Review | MCU Easter Eggs &amp; Season 2 Theories,2021-07-14T11:12:05Z,943801,5712,35602,1984,2021-07-16T14:37:07.085829
29,Trimix,I Trolled Youtubers with a Rick &amp; Morty Live Event!,2021-07-14T21:06:58Z,605937,1200,28206,827,2021-07-16T14:37:07.085829
30,EA SPORTS FIFA,FIFA 22 | Official Reveal Trailer,2021-07-11T15:30:10Z,3327946,12471,138723,26971,2021-07-16T14:37:07.085829
31,Sidhu Moose Wala,295 (Official Audio) | Sidhu Moose Wala | The Kidd | Moosetape,2021-07-14T06:30:10Z,11528017,924120,691993,16009,2021-07-16T14:37:07.085829
32,Audity,Bob Ross in a Random Outfit,2021-07-14T17:35:21Z,608732,571,90221,675,2021-07-16T14:37:07.085829
33,Virgin Galactic,WATCH LIVE: Virgin Galactic Unity 22 Spaceflight Livestream,2021-07-11T17:00:43Z,7814681,4269,107441,4401,2021-07-16T14:37:07.085829
34,Windies Cricket,Highlights | West Indies v Australia | Marsh Stars as Aus Hit Back! | 4th CG Insurance T20I 2021,2021-07-15T07:52:54Z,1366529,1069,26335,898,2021-07-16T14:37:07.085829
35,Karl,"Minecraft, But The World is Round!",2021-07-14T19:45:43Z,1208077,6807,135019,933,2021-07-16T14:37:07.085829
36,The Swoon,"Song Kang gives Han So-hee birthday kisses on the kitchen countertop | Nevertheless, Ep 4 [ENG SUB]",2021-07-12T01:00:05Z,3742967,1403,41600,1151,2021-07-16T14:37:07.085829
37,zefrank1,True Facts: Wild Pigs,2021-07-14T17:00:20Z,1278493,5034,107141,737,2021-07-16T14:37:07.085829
38,AniBox Trailer Access,BAO Disney Pixar Short Film Official Promos | Incredibles 2 Bonus (2018) Animation Adventure HD,2021-07-09T16:45:04Z,11431672,0,102591,15949,2021-07-16T14:37:07.085829
39,ESPN MMA,"Khabib on Conor McGregor vs. Dustin Poirier 3, retiring at the top and coaching | MMA on ESPN",2021-07-13T17:24:11Z,1422241,8405,47054,918,2021-07-16T14:37:07.085829
40,Safiya Nygaard,I Made Lipstick From Scratch,2021-07-13T20:16:35Z,2076681,6814,143938,963,2021-07-16T14:37:07.085829
41,Strictly BBall,Where are they NOW?! The 5&#39;5 8th Grader who Guarded ZION | #shorts,2021-07-06T20:00:04Z,1408688,494,122671,1249,2021-07-16T14:37:07.085829
42,Fight Focus,What ACTUALLY HAPPENED at UFC 264 (Conor McGregor Vs Dustin Poirier 3) Full Fight + Highlights Recap,2021-07-11T07:23:47Z,4486139,3906,19816,17950,2021-07-16T14:37:07.085829
43,BLACKPINK,BLACKPINK - 5th ANNIVERSARY [4+1] THE MOVIE MAIN TRAILER,2021-07-14T09:00:18Z,3948293,50051,849771,5753,2021-07-16T14:37:07.085829
44,Hella Cash,ASHAFAR x MORAD - AMS - BCN (prod. Keyser Soze),2021-07-12T12:00:11Z,591923,875,23403,576,2021-07-16T14:37:07.085829
45,BillieEilishVEVO,Billie Eilish - NDA (Official Music Video),2021-07-09T04:00:09Z,17784477,89474,1184676,34629,2021-07-16T14:37:07.085829
46,IDJVideos.TV,VOYAGE X SNIK - BOUNCE (OFFICIAL VIDEO),2021-07-04T10:00:10Z,6763635,7983,120190,6110,2021-07-16T14:37:07.085829
47,SSSniperWolf,Proof Your Life Is A LIE,2021-07-14T19:20:27Z,5831199,16298,181451,2868,2021-07-16T14:37:07.085829
48,Joe Porter,Cool Musical Sound Effects on Different Instruments #shorts,2021-07-06T04:10:27Z,27084167,6706,1696644,26786,2021-07-16T14:37:07.085829
49,Dylan Ayres,Rubber Band Trampoline #Shorts,2021-07-10T17:29:38Z,1410935,314,96925,2908,2021-07-16T14:37:07.085829
