,user_name,game_name,title,viewer_count,started_at,api_call_time
0,Asmongold,Just Chatting,MASSIVE DAY--COILS HARDMODE--ALLCRAFT WITH BELLULAR (FOR REAL)--MORE DRAMA LMAO--HILSBRAD QUESTLINE--MSQ DOMINATION,65457,2021-07-15 14:49:38,2021-07-15T16:06:02.962524
1,Trainwreckstv,Slots,"18+ !stake pissed off, where's my 5mil #ad | !twitter | !youtube | !podcast",38636,2021-07-15 11:02:10,2021-07-15T16:06:02.962524
2,GingiTV,World of Warcraft,Gingi <Echo> WF Race Day 2 !fitness !ELX !giveaway,32607,2021-07-15 07:37:14,2021-07-15T16:06:02.962524
3,Rainbow6,Tom Clancy's Rainbow Six Siege,VIRTUS.PRO vs TEAM EMPIRE | European League 2021 Stage 2 Playday 7,24946,2021-07-15 14:59:55,2021-07-15T16:06:02.962524
4,limit_maximum,World of Warcraft,RWF: WE SPLIT WE BANG Day 3,24656,2021-07-15 14:44:56,2021-07-15T16:06:02.962524
5,Complexity,World of Warcraft,Race to World First: Sanctum of Domination - Complexity-Limit - Day 3,22662,2021-07-14 23:56:16,2021-07-15T16:06:02.962524
6,Echo_Esports,World of Warcraft, [5/10M] Race to World First Day 2 | !Giveaway,21758,2021-07-14 08:07:41,2021-07-15T16:06:02.962524
7,NICKMERCS,Call of Duty: Warzone,Fraggin' | Code: MFAM | @NICKMERCS,21628,2021-07-15 15:38:29,2021-07-15T16:06:02.962524
8,Tfue,Call of Duty: Warzone,High Kill Buy Solos (NEW WEAPONS!?!),15687,2021-07-15 11:51:06,2021-07-15T16:06:02.962524
9,Nmplol,Apex Legends,Gameday Thursdays. ,14325,2021-07-15 12:59:31,2021-07-15T16:06:02.962524
10,DrLupo,Escape from Tarkov,"oh no step-scav, don't clap my cheeks 🥺",12735,2021-07-15 12:54:41,2021-07-15T16:06:02.962524
11,TimTheTatman,Just Chatting,fat,12670,2021-07-15 15:43:40,2021-07-15T16:06:02.962524
12,AnthonyZ,Grand Theft Auto V,!giveaway | Tony Corleone NoPixel WL | LIVE MON-FRI 9:30AM CT,12606,2021-07-15 14:23:51,2021-07-15T16:06:02.962524
13,Chess,Chess,"FIDE WORLD CUP: R2 - Carlsen, Giri, Caruana | Hosted by Naroditsky and Topalov | !format !bracket",11822,2021-07-15 11:30:29,2021-07-15T16:06:02.962524
14,Symfuhny,Call of Duty: Warzone,"(9.69kd) (2,169 wins) HUGE NEW UPDATE!! EVERYTHING NERFED??? + NEW KEYBOARD JUST DROPPED!!! | !Keyboard",11266,2021-07-15 10:23:29,2021-07-15T16:06:02.962524
15,moistcr1tikal,Granny,Granny speedruns,10439,2021-07-15 14:15:41,2021-07-15T16:06:02.962524
16,TeePee,Call of Duty: Warzone,"WZ Season 4 Reloaded Gameplay! | Code TEEP in COD Store #CODpartner | !patch | !cod | !monster | 2,255+ Wins, 5.15 KD | TylerTeeP on socials",10383,2021-07-15 13:10:33,2021-07-15T16:06:02.962524
17,Gorgc,Dota 2,nani,10108,2021-07-15 15:03:38,2021-07-15T16:06:02.962524
