,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,BillieEilishVEVO,Billie Eilish - Lost Cause (Official Music Video),2021-06-02T16:00:12Z,22975540,130794,2048204,48557,2021-06-05T02:37:06.524710
1,BeckyGVEVO,"Becky G, El Alfa - Fulanito (Official Video)",2021-06-04T04:00:11Z,1012716,7416,105294,1472,2021-06-05T02:37:06.524710
2,Magnus The Therapy Dog,Does your dog make this sound?,2021-05-21T17:33:31Z,14879473,1118,298940,34311,2021-06-05T02:37:06.524710
3,1Rod1ReelFishing,FISH LOVE THIS SECRET BAIT!!! #shorts,2021-05-25T23:32:08Z,6510855,4491,219217,9738,2021-06-05T02:37:06.524710
4,Little Big,LITTLE BIG - EVERYBODY (Little Big Are Back) (Official Music Video),2021-06-04T10:00:11Z,1634919,12564,198069,11521,2021-06-05T02:37:06.524710
5,johnmayerVEVO,John Mayer - Last Train Home (Official Video),2021-06-04T04:00:11Z,964714,7860,73973,659,2021-06-05T02:37:06.524710
6,Roddy Ricch,Roddy Ricch - Late At Night [Official Music Video],2021-06-04T04:00:14Z,944514,8144,117872,810,2021-06-05T02:37:06.524710
7,NBA on TNT,The Phoenix Suns Knock Off The Los Angeles Lakers To Advance In The NBA Playoffs | NBA on TNT,2021-06-04T06:22:42Z,1249764,4705,15510,544,2021-06-05T02:37:06.524710
8,England & Wales Cricket Board,England v New Zealand Day 2 Highlights | England Rally After Conway 200 | 1st LV= Insurance Test,2021-06-03T20:05:54Z,2720466,2629,66592,1502,2021-06-05T02:37:06.524710
9,Nobeat,"Nobeat, KHEA - Medio Crazy (Official Video)",2021-06-04T00:00:19Z,633576,887,18663,163,2021-06-05T02:37:06.524710
10,England & Wales Cricket Board,England v New Zealand - Day 1 Highlights | Conway Hits Debut Hundred! | 1st LV= Insurance Test 2021,2021-06-02T22:02:59Z,2972387,3690,85761,1906,2021-06-05T02:37:06.524710
11,TierZoo,The Bird Tier List,2021-06-03T15:40:32Z,1066892,13936,122013,607,2021-06-05T02:37:06.524710
12,NewYorkreacts,FLOYD CAME WITH A DIFFERENT HAT????!!   LOGAN PAUL VS FLOYD MAYWEATHER FACE-OFF REACTION,2021-06-04T23:09:13Z,963315,5138,14112,638,2021-06-05T02:37:06.524710
13,Jake Paul,Jake Paul vs Tyron Woodley Face Off,2021-06-03T23:42:18Z,677428,3989,41107,2664,2021-06-05T02:37:06.524710
14,Hacksmith Industries,Bulletproof Mandalorian Armor! (HACKLORIAN: Chapter 8),2021-06-03T20:00:03Z,816926,4456,59356,417,2021-06-05T02:37:06.524710
15,boburnham,Welcome to the Internet - Bo Burnham (from &quot;INSIDE&quot;),2021-06-04T15:00:32Z,531703,7612,97502,198,2021-06-05T02:37:06.524710
16,BlacktipH,Cleaning Dolphin in Record Time! #Shorts,2021-05-26T19:00:19Z,18584339,5343,249889,31256,2021-06-05T02:37:06.524710
17,Lil Baby Official 4PF,Lil Baby &amp; Lil Durk Feat. Travis Scott - Hats Off (Official Audio),2021-06-04T14:49:38Z,433295,2587,38125,264,2021-06-05T02:37:06.524710
18,ashish chanchlani vines,Online Parent Teacher Meeting | Ashish Chanchlani,2021-05-29T08:35:32Z,19525567,109415,2259778,30523,2021-06-05T02:37:06.524710
19,First We Feast,Kamaru Usman Goes to the Mat Against Spicy Wings | Hot Ones,2021-06-03T15:00:31Z,743689,4989,35942,673,2021-06-05T02:37:06.524710
20,Crafty Panda,Weird Ways to SNEAK MAKEUP INTO JAIL | 11 Funny Ideas to SNEAK ANYTHING ANYWHERE by Crafty Panda,2021-05-26T11:00:13Z,12985877,1606,87798,20920,2021-06-05T02:37:06.524710
21,TommyInnit,I Pushed Tubbo Out Of A Plane...,2021-06-01T16:09:09Z,8853600,69596,952672,5011,2021-06-05T02:37:06.524710
22,America's Got Talent,10-Year-Old Peter Rosalita SHOCKS The Judges With &quot;All By Myself&quot; - America&#39;s Got Talent 2021,2021-06-02T00:16:11Z,2613830,4949,56233,863,2021-06-05T02:37:06.524710
23,beIN SPORTS Asia,FULL trophy presentation as Chelsea clinch second UCL title | UCL 20/21 Moments,2021-05-29T21:28:22Z,6494518,6874,89366,4331,2021-06-05T02:37:06.524710
24,carwow,Ferrari SF90 v new Rimac Nevera: DRAG RACE *WORLD RECORD!!!*,2021-06-01T11:03:52Z,3357212,18446,195466,1638,2021-06-05T02:37:06.524710
25,Niko Omilana,How I Won The London Mayor Election,2021-06-02T18:16:00Z,3310933,23011,343628,2494,2021-06-05T02:37:06.524710
26,Dude Perfect,Fastest Soapbox Car Wins,2021-05-31T21:59:56Z,9502610,15304,407882,4401,2021-06-05T02:37:06.524710
27,Focus Features,ROADRUNNER: A Film About Anthony Bourdain - Official Trailer [HD] - In Theaters July 16,2021-06-03T12:36:53Z,1274872,750,8006,137,2021-06-05T02:37:06.524710
