,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,JoseOchoaTV,BTS x Louis Vuitton Fashion Show (BTS ONLY cut),2021-07-07T11:13:23Z,3002877,27168,685768,1189,2021-07-07T20:37:06.224058
1,Nintendo,Nintendo Switch (OLED model) - Announcement Trailer,2021-07-06T13:00:02Z,4138113,49400,178010,25571,2021-07-07T20:37:06.224058
2,Rusher King,"Rusherking, Duki - BAILANDO TE CONOCI (Official Trailer)",2021-07-05T23:00:03Z,734625,3503,79271,306,2021-07-07T20:37:06.224058
3,Kurzgesagt – In a Nutshell,How To Terraform Venus (Quickly),2021-07-06T14:00:16Z,2986171,20732,227400,3622,2021-07-07T20:37:06.224058
4,Thanh Thảo Official,Oddly Satisfying Video #Shorts,2021-07-01T01:31:47Z,39292986,1442,805688,57636,2021-07-07T20:37:06.224058
5,Fortnite Fun TV,Turn into orbeez - Tutorial #Shorts,2021-07-03T04:04:57Z,25370147,447,1067273,43584,2021-07-07T20:37:06.224058
6,Ed Sheeran,Ed Sheeran - Bad Habits [Official Video],2021-06-25T04:00:33Z,47230536,83280,1359089,46244,2021-07-07T20:37:06.224058
7,SpoilerTV,Succession   Season 3   Official Tease   HBO ziBOCIgCaOk,2021-07-06T18:05:10Z,399435,730,9369,72,2021-07-07T20:37:06.224058
8,Yeri MUA,YERI MUA REGRESA A YOUTUBE / MI REALITY SHOW,2021-07-07T03:15:09Z,580695,2416,64244,1493,2021-07-07T20:37:06.224058
9,Bailey Sarian,Best Friends For Life ?? What Happened To Sarah Stern ? Mystery &amp; Makeup Bailey Sarian,2021-07-05T19:00:07Z,1796178,8114,117184,1030,2021-07-07T20:37:06.224058
10,Markiplier,THE MOST SATISFYING GAME EVER MADE | PowerWash Simulator,2021-07-06T16:34:50Z,2319041,13186,175447,1121,2021-07-07T20:37:06.224058
11,Roman Atwood Vlogs,She FINALLY Did It!!,2021-07-06T18:49:29Z,579868,1963,41005,371,2021-07-07T20:37:06.224058
12,Eric Brown,GAME 1 OF THE NBA FINALS REACTION!!!(WHO WILL WIN?!!),2021-07-07T07:47:03Z,1749517,4821,22832,844,2021-07-07T20:37:06.224058
13,America's Got Talent,Golden Buzzer: 9-Year-Old Victory Brinker Makes AGT HISTORY! - America&#39;s Got Talent 2021,2021-07-07T01:58:39Z,2828883,5209,70272,1969,2021-07-07T20:37:06.224058
14,PawZam Dogs,Guessing Youtubers Pets Only Using Their Voice - PawZam Dogs,2021-07-06T16:30:30Z,431184,1321,9734,299,2021-07-07T20:37:06.224058
15,Netflix UK & Ireland,The Too Hot To Handle Season 2 Reunion | Extra Hot Ep3,2021-07-05T13:00:04Z,1025249,1574,23491,357,2021-07-07T20:37:06.224058
16,GoodTimesWithScar,Hermitcraft 8 Episode 4: Big Base EXPANSION!,2021-07-06T16:59:56Z,727604,4413,57521,233,2021-07-07T20:37:06.224058
17,Triggered Insaan,I Found The Funniest Bangladeshi Action Scenes,2021-07-04T07:00:13Z,6121795,62981,786248,12926,2021-07-07T20:37:06.224058
18,Tom Scott,How many robots does it take to run a grocery store?,2021-07-05T15:00:33Z,1556542,7627,109322,843,2021-07-07T20:37:06.224058
19,Rachit Rojha,ONLINE SCHOOL EXAMS || Rachit Rojha,2021-07-04T03:59:30Z,3992387,8844,119380,9199,2021-07-07T20:37:06.224058
20,Drewsmc,"DO NOT CHOOSE THE WRONG SECRET BASE! (LUCA, ALBERTO, GUILA!) (Ps3/Xbox360/PS4/XboxOne/PE/MCPE)",2021-07-06T19:28:56Z,597259,932,10667,733,2021-07-07T20:37:06.224058
21,SuperKCC,never dig straight down in Minecraft…,2021-07-07T13:30:00Z,710476,3988,39527,733,2021-07-07T20:37:06.224058
22,Chad Wild Clay,FACE REVEAL of CREEPY ADMIRER DATING Daniel Gizmo&#39;s Mom!,2021-07-07T15:03:52Z,4384067,13476,326809,3774,2021-07-07T20:37:06.224058
23,W2SPlays,"Spending $10,000 in 10 MINUTES on my BRO &amp; SISTER",2021-07-06T17:15:05Z,921225,3023,72885,326,2021-07-07T20:37:06.224058
24,Official Pink Panther,Pink Bubbles Wash Pink Clothes | 35 Minute Compilation | Pink Panther &amp; Pals,2021-07-02T19:00:15Z,5118813,0,33815,8429,2021-07-07T20:37:06.224058
25,Tiago PZK,"Tiago PZK, Lit Killah - Entre Nosotros (Official Trailer)",2021-07-04T22:00:11Z,663967,2693,69998,342,2021-07-07T20:37:06.224058
26,GMA News,Sulu plane crash survivor mourns deaths of fellow soldiers | 24 Oras,2021-07-06T12:54:57Z,1933039,2580,22741,800,2021-07-07T20:37:06.224058
27,Vox,"How Taiwan held off Covid-19, until it didn&#39;t",2021-07-06T12:00:01Z,874915,3040,31072,1302,2021-07-07T20:37:06.224058
28,IDJVideos.TV,VOYAGE X SNIK - BOUNCE (OFFICIAL VIDEO),2021-07-04T10:00:10Z,3243255,6998,91020,4570,2021-07-07T20:37:06.224058
29,Bizarrap,Nicky Jam || BZRP Music Sessions #41,2021-06-30T22:00:09Z,37946195,165221,2648206,28132,2021-07-07T20:37:06.224058
30,Bleacher Report,Patrick Beverley Gets Ejected After Shoving Chris Paul In Game 6 Loss,2021-07-01T04:28:10Z,3390932,7282,19150,955,2021-07-07T20:37:06.224058
31,Doja Cat,"Doja Cat, The Weeknd - You Right (Official Video)",2021-06-25T04:00:10Z,36669078,48646,962299,16773,2021-07-07T20:37:06.224058
32,carwow,Bugatti Chiron v F1 Car: DRAG RACE,2021-06-26T08:05:42Z,9273669,32661,423538,5602,2021-07-07T20:37:06.224058
33,UFC - Ultimate Fighting Championship,UFC 264 Countdown: Poirier vs McGregor 3,2021-07-03T18:15:00Z,3552831,8050,59604,1308,2021-07-07T20:37:06.224058
34,Bruno Mars,"Bruno Mars, Anderson .Paak, Silk Sonic - Leave The Door Open (Live from the BET Awards)",2021-06-28T07:00:11Z,9122345,10867,340492,2504,2021-07-07T20:37:06.224058
35,Sidemen,THE WHEEL: SIDEMEN EDITION,2021-06-27T17:01:46Z,9353929,25244,552799,3227,2021-07-07T20:37:06.224058
