,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,Clash of Clans,Party Like A Queen! (Clash of Clans Official),2021-08-01T08:00:08Z,9703285,6830,173304,3264,2021-08-03T02:37:08.201345
1,FORMULA 1,Race Highlights | 2021 Hungarian Grand Prix,2021-08-01T17:15:00Z,5156739,13284,116178,2922,2021-08-03T02:37:08.201345
2,Blackist,Rift Tour Featuring Ariana Grande  Trailer,2021-08-02T06:12:43Z,1183398,7365,71866,1812,2021-08-03T02:37:08.201345
3,BillieEilishVEVO,Billie Eilish - Happier Than Ever (Official Music Video),2021-07-30T16:00:09Z,11445012,60984,945694,16252,2021-08-03T02:37:08.201345
4,Freduart,MAXIMO NIVEL Stack Colors 2 #shorts,2021-07-31T19:00:03Z,1698833,257,146889,4662,2021-08-03T02:37:08.201345
5,The Weeknd,The Dawn Is Coming (Teaser),2021-08-02T04:49:16Z,619987,15018,121360,540,2021-08-03T02:37:08.201345
6,The Bible Of Soccer,USA vs Mexico | Gold Cup 2021 Final Match Reaction #GoldCup21,2021-08-02T04:01:05Z,431228,497,8947,623,2021-08-03T02:37:08.201345
7,Concacaf,Extended Highlights: USA 1-0 Mexico - 2021 Gold Cup Final,2021-08-02T04:00:43Z,949163,4425,11516,719,2021-08-03T02:37:08.201345
8,LilNasXVEVO,"Lil Nas X, Jack Harlow - INDUSTRY BABY (Official Video)",2021-07-23T04:00:12Z,57658508,253192,2715457,208970,2021-08-03T02:37:08.201345
9,Chelsea Football Club,Arsenal 1-2 Chelsea | Havertz &amp; Abraham Find The Net As Blues Win London Derby! | Highlights,2021-08-01T17:38:00Z,1782654,2102,34614,657,2021-08-03T02:37:08.201345
10,Bruno Mars,"Bruno Mars, Anderson .Paak, Silk Sonic - Skate [Official Music Video]",2021-07-30T04:00:03Z,16060996,34699,777164,6658,2021-08-03T02:37:08.201345
11,MrBeast,"If You Can Carry $1,000,000 You Keep It!",2021-07-24T20:00:59Z,28969733,56305,1344130,14876,2021-08-03T02:37:08.201345
12,Rubius Z,ME HAGO PASAR POR BOT | Hide and Seek GMOD,2021-07-31T17:09:05Z,2490779,2993,240556,1641,2021-08-03T02:37:08.201345
13,Pelicomic,"Venom 2 trailer, Carnage confirma historia brutal, Daily Bugle, No Way Home",2021-08-02T15:26:29Z,323971,1657,36380,384,2021-08-03T02:37:08.201345
14,Omar Raja - ESPN,Jake Paul trolling Floyd Mayweather during the Logan Paul fight! #shorts,2021-08-01T22:32:23Z,399467,371,18407,1273,2021-08-03T02:37:08.201345
15,BryantMyersVEVO,Bryant Myers - Air Drop (Official Music Video),2021-07-30T04:00:32Z,2264289,8280,140612,1692,2021-08-03T02:37:08.201345
16,BBC Radio 1,"BTS - I&#39;ll Be Missing You (Puff Daddy, Faith Evans and Sting Cover) in the Live Lounge",2021-07-27T11:15:13Z,10104118,73874,1162992,7529,2021-08-03T02:37:08.201345
17,Handrito Ch.,Random Gacha Pull Arknights | Dusk &amp; Saga banner | 2021-07-31 ( MY WIN DAY FOR MY 1ST ACC ),2021-07-31T11:08:52Z,1297665,20670,145856,1141,2021-08-03T02:37:08.201345
18,KKandbabyJ,Live Pregnancy Test!!! (PREGNANCY ANNOUNCEMENT) Baby #4,2021-08-01T19:50:33Z,389950,3304,31926,496,2021-08-03T02:37:08.201345
19,JianHao Tan,19 Types of Students at the School Lunch,2021-08-01T13:00:08Z,953628,7575,45513,688,2021-08-03T02:37:08.201345
20,BBC Radio 1,BTS - Permission To Dance in the Live Lounge,2021-07-27T11:15:01Z,8655430,22066,845645,4326,2021-08-03T02:37:08.201345
21,JustDustin,"First YouTuber To Break The Orb Wins $10,000",2021-07-31T17:15:01Z,1480031,2403,50291,918,2021-08-03T02:37:08.201345
22,Apex Legends,Apex Legends: Emergence Battle Pass Trailer,2021-08-02T15:00:30Z,1505541,4620,72206,1713,2021-08-03T02:37:08.201345
23,Drew Gooden,Actually the first Space Jam kinda sucked too,2021-07-31T17:33:26Z,1234494,6379,99842,2461,2021-08-03T02:37:08.201345
24,mrnigelng,Uncle Roger HATE Jamie Oliver Thai Green Curry,2021-08-01T14:00:31Z,1204082,12191,92973,735,2021-08-03T02:37:08.201345
25,Judo Sloth Gaming,Easily 3 Star the 9th Clashiversary Challenge (Clash of Clans),2021-08-02T00:00:08Z,517535,1313,23506,400,2021-08-03T02:37:08.201345
26,Mark Rober,World Record Domino Robot (100k dominoes in 24hrs),2021-07-26T19:59:46Z,16232021,27091,706655,8954,2021-08-03T02:37:08.201345
27,GeorgeNotFound,"Minecraft, But Mobs Try And Kidnap My Friends...",2021-07-30T22:30:11Z,5195504,17598,413633,4565,2021-08-03T02:37:08.201345
28,Donut Media,$700 vs. $3200 Off-Road Suspension | HiLow,2021-08-01T16:00:08Z,1121234,5939,72194,497,2021-08-03T02:37:08.201345
29,aDriveShorts,The HIDDEN SHINY that I COULDN&#39;T REACH! #Shorts,2021-08-01T03:20:35Z,290661,112,17677,439,2021-08-03T02:37:08.201345
30,SSundee,DOCTOR IMPOSTER Mod in Among Us,2021-08-01T16:00:35Z,4165858,7988,240277,3102,2021-08-03T02:37:08.201345
31,Successful Den,Types Of People | Nice Lifehack,2021-07-23T19:05:09Z,96662899,5092,2099875,83637,2021-08-03T02:37:08.201345
32,Pinoy exploretv,viral ngayon/hipon girl umiiyak  dahil nag hiwalay na sila Ng  kanyang BF.,2021-07-25T20:25:53Z,7633207,21446,486571,3848,2021-08-03T02:37:08.201345
33,AC Milan,Highlights | Giroud scores: Nice 1-1 AC Milan,2021-07-31T22:00:43Z,1092647,1462,23938,547,2021-08-03T02:37:08.201345
34,Eladio Carrion,"Eladio Carrion, J Balvin, Daddy Yankee, Bobby Shmurda - TATA REMIX (Video Oficial)",2021-07-28T19:00:08Z,9047385,20862,328338,6340,2021-08-03T02:37:08.201345
35,Klem Family,Cut the flour challenge!! Round 2!!,2021-08-01T01:00:03Z,1606573,225,76817,2305,2021-08-03T02:37:08.201345
36,BBC Radio 1,BTS - Dynamite in the Live Lounge,2021-07-27T11:15:00Z,6956915,18142,740119,4312,2021-08-03T02:37:08.201345
37,Beast Reacts,Extreme Try Not To Laugh Challenge!,2021-07-29T22:00:02Z,10768695,13814,486565,6062,2021-08-03T02:37:08.201345
38,Veritasium,The Simplest Math Problem No One Can Solve,2021-07-30T14:16:19Z,5233881,20931,236061,3729,2021-08-03T02:37:08.201345
39,Benab,Benab - RS4 feat. Timal &amp; Kofs (Clip officiel),2021-07-30T15:00:08Z,1471010,1060,35549,617,2021-08-03T02:37:08.201345
40,Funk Bros,dive through the impossible shape,2021-07-11T14:00:05Z,10901488,382,269346,25963,2021-08-03T02:37:08.201345
41,UnspeakablePlays,STRANDED ON AN ISLAND WITH $0,2021-07-31T16:00:41Z,959747,963,23964,536,2021-08-03T02:37:08.201345
42,E.B Production,Mevli - Helem (Official Video),2021-07-31T21:45:10Z,594659,851,21634,568,2021-08-03T02:37:08.201345
