,user_name,game_name,title,viewer_count,started_at,api_call_time
0,Trainwreckstv,Slots,"18+ ONLY DON'T GAMBLE IDIOTS 9 DAYS of STRAIGHT L's, WE NEED A W TONIGHT #ad | !twitter | !youtube | !podcast",37548,2021-07-24 05:21:18,2021-07-24T13:06:02.864261
1,Fextralife,New World,🔥!DROPS🔥 !impressions WAR @ 10AM EST with CAS! #BFNW EU NAV SERVER,26004,2021-07-23 23:20:39,2021-07-24T13:06:02.864261
2,Rekkles,League of Legends,Rekkles playing Akshan | Priceless Stream w/ Mastercard,20300,2021-07-24 12:09:51,2021-07-24T13:06:02.864261
3,Zizaran,Path of Exile,EYE OF WINTER TOTEMS!💥SSFHC NO LOGOUT💥 | !3.15 !Youtube | Merch: shop.zizaran.com,16318,2021-07-23 16:55:08,2021-07-24T13:06:02.864261
4,LPL,League of Legends,RA VS. UP | JDG VS. RNG | EDG VS. WE - Week 7 Day 6 | LPL Summer Split (2021),11969,2021-07-24 06:00:22,2021-07-24T13:06:02.864261
5,Symfuhny,Call of Duty: Warzone,"(9.69kd) (2,218 wins) INSANE HIGH KILL WINS WATCH NOW!!!  + NEW KEYBOARD JUST DROPPED!!! | !Keyboard",10175,2021-07-24 10:47:15,2021-07-24T13:06:02.864261
6,iskall85,Minecraft,HermitCraft 8 - OCEANIC GIGANTIC hallo | !discord !prime,10163,2021-07-24 11:03:20,2021-07-24T13:06:02.864261
7,CohhCarnage,RimWorld,"cohhBongos - Rimworld, Lemnis Gate BETA (#ad) & FFXIV! - New Merch (Cohh.tv/Store) - !ff14join / !ff14yt - !NewHouseMonth",9736,2021-07-24 12:03:35,2021-07-24T13:06:02.864261
8,VALORANT,VALORANT,NIP vs Vitality - Challengers EU - Week 2 Qualifier - Day 5,8345,2021-07-24 05:30:52,2021-07-24T13:06:02.864261
9,Chess,Chess,"FIDE WORLD CUP R4 | Carlsen, Grischuk, Andreikin | Hosts: IM Rensch and GM Hou Yifan | !format !bracket !tiebreak",8053,2021-07-24 11:21:03,2021-07-24T13:06:02.864261
10,39daph,Phoenix Wright: Ace Attorney − Trials and Tribulations,last case,7197,2021-07-24 06:57:57,2021-07-24T13:06:02.864261
11,RaizQT,Path of Exile,"🔴 [SSFHC] !nologout :O Selfcast Sudoku Rite (Other characters alive, keeping them as backup)",6798,2021-07-23 17:01:33,2021-07-24T13:06:02.864261
12,ShivFPS,Apex Legends,Blast apex titans lower bracket later | !Socials for updates !gfuel !exitlag,6585,2021-07-24 11:35:32,2021-07-24T13:06:02.864261
13,GWBPS_en,PUBG Mobile,[EN] 2021 PMWI East Day 3 | Gamers Without Borders | 2021 PUBG MOBILE World Invitational,6457,2021-07-24 09:46:37,2021-07-24T13:06:02.864261
14,BLASTtv,Apex Legends,LIVE: BLAST Titans Battle Royale,6410,2021-07-24 12:03:21,2021-07-24T13:06:02.864261
15,BeyondTheSummit,Dota 2,LIVE: Vici Gaming vs RNG (Bo3) | i-League 2021 w/ MLPDotA & johnxfire,6239,2021-07-22 15:01:25,2021-07-24T13:06:02.864261
16,RATIRL,League of Legends,👽 RATIRL 296 LP start Full Focus DO NOT DISTURBD pitzah & borgir calm stream wins today 👽nd positivty  👽,6196,2021-07-24 09:04:44,2021-07-24T13:06:02.864261
17,Rescue,Dead by Daylight,!dumbass | I locked myself in my office by mistake so my option was sleep on the floor or stream.,5832,2021-07-24 07:34:21,2021-07-24T13:06:02.864261
18,imls,League of Legends,T1 LS | DWK vs DRX -> Faker VOD Review w/ Nemesis -> T1 #2021LCKWatchParty !Patreon+!Patchnotes 11.15 out now !podcast !T1Shop,5475,2021-07-24 08:14:02,2021-07-24T13:06:02.864261
19,Rob2628,Diablo III,30h+ Stream S24 Monk & Wizard !META !Seasonstart !Tierlist !Group !Maxroll !news,5244,2021-07-23 13:02:39,2021-07-24T13:06:02.864261
20,x2Twins,Fortnite,"CONTENT FACTORY, MORE LIKE CONTENT FARTERY 😆 LMAO 😆",5199,2021-07-24 07:53:36,2021-07-24T13:06:02.864261
21,benjyfishy,Twitch,Console cup no mic,4954,2021-07-24 12:57:26,2021-07-24T13:06:02.864261
22,Ray__C,Grand Theft Auto V,BOOSTING B+ Cars + Oxy to Clean $$$!! Raymond Romanov NoPixel Main - !advanced !newvid,4913,2021-07-24 01:36:00,2021-07-24T13:06:02.864261
23,OkCode,Genshin Impact,:HungryPaimon: i need inazuma crystals !Paimon !gamersupps !sponsors,4848,2021-07-24 06:54:18,2021-07-24T13:06:02.864261
24,nl_Kripp,,ZZZ | Absolution SUCKS / Dom Blow Necro | STREAMATHON 24 Hours All Week | !Build !Giveaway,4687,2021-07-23 18:00:48,2021-07-24T13:06:02.864261
25,Pestily,I'm Only Sleeping,PC GIVEAWAY #13 OPEN | best player in the world | DAY 24 CONTINUOUSLY LIVE,4525,2021-07-24 09:44:19,2021-07-24T13:06:02.864261
26,AdmiralBulldog,Vikings: War of Clans,Playing some !vikings today #ad + giveaway [A] @AdmiralBulldog,4305,2021-07-24 06:47:07,2021-07-24T13:06:02.864261
27,AbdulHD,Grand Theft Auto V,"Abdul ""Taxi Mogul"" !NoPixel !SneakEnergy !socials #GoodVibes #ToxicFree",4285,2021-07-24 08:24:30,2021-07-24T13:06:02.864261
28,DeuceAce,Slots,"🌰 €254.000 Buys & €67.000 Finishing Wager 🌰 !GAMDOM use code ""JAY"" for free money raffles✨",4121,2021-07-24 08:21:21,2021-07-24T13:06:02.864261
29,Euriece,Apex Legends,【日本語/ENG】a | !kovaaks !artesian,4116,2021-07-24 12:20:58,2021-07-24T13:06:02.864261
30,StaysafeTV,New World,INSANE GAMER - PvP LEVELING - DROPS ON - [XANADU - COVENANT],3852,2021-07-24 01:20:34,2021-07-24T13:06:02.864261
31,ethos,VALORANT,NRG ethos // playing my gorlfrind // !socials !delay ,3693,2021-07-24 06:36:58,2021-07-24T13:06:02.864261
32,AnnieFuchsia,Final Fantasy XIV Online,4 subs = chocobo mount | Beat T13 today FOR SURE | !newworld | !youtube,3545,2021-07-24 10:08:59,2021-07-24T13:06:02.864261
