,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,riesha reacts,I GOT EMOTIONAL 😢.. Billie Eilish - Happier Than Ever (Live Performance) | Reaction,2021-08-10T17:08:16Z,2129193,18058,292322,2507,2021-08-11T08:37:07.361030
1,FC Barcelona,LEO MESSI&#39;S FAREWELL PRESS CONFERENCE from CAMP NOU (FULL LIVESTREAM),2021-08-08T10:44:09Z,8247994,17939,465214,3604,2021-08-11T08:37:07.361030
2,lauNX-,lauNX HiGHLiGHTS #27,2021-08-11T08:30:00Z,16426310,44463,724494,9916,2021-08-11T08:37:07.361030
3,SSundee,*PLAYSTATION 5* Mod in Among Us,2021-08-09T16:00:18Z,7176279,13936,416724,7850,2021-08-11T08:37:07.361030
4,MrBeast,I Got Hunted By The FBI,2021-08-07T23:00:03Z,26457111,65620,1636605,16884,2021-08-11T08:37:07.361030
5,Dude Perfect,Games With Consequences | Shock Collar Flight Simulator,2021-08-09T21:59:57Z,2816133,5045,149980,4801,2021-08-11T08:37:07.361030
6,CAR VIBEZ REACTS,King Von - Demon (Official Video),2021-08-11T08:16:03Z,2002549,24000,184718,1974,2021-08-11T08:37:07.361030
7,Guardian Football,&#39;I am here to say goodbye&#39;: Lionel Messi tearful as Barcelona exit looms,2021-08-08T11:15:45Z,1691500,2963,28890,740,2021-08-11T08:37:07.361030
8,Manchester United,Rampant Reds hit Everton for four | Manchester United 4-0 Everton | Highlights | Pre-Season 21/22,2021-08-07T16:00:08Z,3858777,2510,70311,1140,2021-08-11T08:37:07.361030
9,Liverpool FC,Highlights: LFC 3-1 CA Osasuna | Firmino scores on Konate&#39;s Anfield debut,2021-08-09T21:15:28Z,1401814,1431,26661,370,2021-08-11T08:37:07.361030
10,Tottenham Hotspur,Heung-min Son scores the winner against Arsenal! HIGHLIGHTS | SPURS 1-0 ARSENAL,2021-08-08T16:59:21Z,1492450,2787,24848,645,2021-08-11T08:37:07.361030
11,SPFL,Kyogo Furuhashi Scores Home Debut Hat-Trick! | Celtic 6-0 Dundee | cinch Premiership,2021-08-08T23:00:14Z,1236041,1522,11791,278,2021-08-11T08:37:07.361030
12,LatinHype,"The Kid LAROI, Justin Bieber - STAY",2021-08-09T18:38:53Z,981602,711,25782,320,2021-08-11T08:37:07.361030
13,PWR,Welcome to the Fortnite OLYMPICS!,2021-08-09T22:28:08Z,406349,1212,22274,217,2021-08-11T08:37:07.361030
14,WadZee,I Built a SLIME FARM in Minecraft Hardcore... (#49),2021-08-10T14:13:11Z,964374,9417,96027,573,2021-08-11T08:37:07.361030
