,user_name,game_name,title,viewer_count,started_at,api_call_time
0,RocketLeague,Rocket League,NRG Esports vs. G2 Esports | Semifinals | NA RLCS X Championship,129903,2021-06-17 14:16:38,2021-06-17T18:06:08.369873
1,BLASTPremier,Counter-Strike: Global Offensive,LIVE: BIG vs Natus Vincere - BLAST Premier Spring Final 2021,56759,2021-06-17 09:42:09,2021-06-17T18:06:08.369873
2,NICKMERCS,Call of Duty: Warzone,Fraggin' | Code: MFAM | @NICKMERCS,56444,2021-06-17 14:53:07,2021-06-17T18:06:08.369873
3,Rainbow6,Tom Clancy's Rainbow Six Siege,Natus Vincere vs Team Secret | European League 2021 - Stage 2 - Playday 1,50327,2021-06-17 15:00:05,2021-06-17T18:06:08.369873
4,TimTheTatman,Call of Duty: Warzone,UPDATE TODAY! NEW MERCH! GET IT BEFORE ITS GONE! timthetatman.com/merch ,48105,2021-06-17 14:37:11,2021-06-17T18:06:08.369873
5,Asmongold,World of Warcraft,9.1 RELEASE DATE ANNOUNCED--BIG ANNOUNCEMENTS TODAY--ALLCRAFT RETURNS AT 3 CT--TBC ANDY BAN APPEALS LOL--ARENA--MAYBE RAIDS,45277,2021-06-17 14:44:59,2021-06-17T18:06:08.369873
6,ESL_DOTA2,Dota 2,LIVE: AS Monaco Gambit vs. Tundra Esports - ESL One Summer 2021 - Lower Bracket,38523,2021-06-17 11:03:46,2021-06-17T18:06:08.369873
7,buddha,Grand Theft Auto V,Lang Buddha - NoPixel | !website !tiktok,27291,2021-06-17 16:11:13,2021-06-17T18:06:08.369873
8,benjyfishy,Fortnite,UEFA CUP FINALS ,26935,2021-06-17 15:59:11,2021-06-17T18:06:08.369873
9,summit1g,Grand Theft Auto V,NoPixel Main. Merch dropped summit1g.gg  [ @summit1g ],22585,2021-06-17 16:58:58,2021-06-17T18:06:08.369873
10,HazelNuttyGames,World of Warcraft,Hazel | Starting a new Horde Priest alt! sponsored by Metro by T-Mobile #ad,21091,2021-06-17 16:55:14,2021-06-17T18:06:08.369873
11,Fundy,Minecraft,Fundy's Adventure - Blood for Bloodgod,19594,2021-06-17 17:48:32,2021-06-17T18:06:08.369873
12,Foolish__Gamers,Minecraft,I can never escape sand - Dream SMP,18989,2021-06-17 15:11:30,2021-06-17T18:06:08.369873
13,Indiefoxx,ASMR,💗 4K ASMR EAR LICKING! YOGA POSE 💗 💗!s !socials 💗!incent💗 IG:indiefoxx.tv,17200,2021-06-17 16:27:50,2021-06-17T18:06:08.369873
14,Xbox,Special Events,Xbox Games Showcase - Extended,17199,2021-06-17 16:29:12,2021-06-17T18:06:08.369873
15,vinnie,VALORANT,time to kiss,16278,2021-06-17 17:17:43,2021-06-17T18:06:08.369873
16,ROSHTEIN,Slots,"⭐ [MODS vs VIP'S] BONUS BUY TOURNAMENT + HUNT 💠 USE !GAMDOM use code ""ROSH"" to be eligible for free money raffle",15716,2021-06-17 14:05:16,2021-06-17T18:06:08.369873
17,forsen,Just Chatting,Games and shit!,14114,2021-06-17 17:02:29,2021-06-17T18:06:08.369873
18,ESL_Dota2b,Dota 2,LIVE: Vikin.gg vs Team Unique - ESL One Summer 2021 - Lower Bracket,13932,2021-06-17 11:30:24,2021-06-17T18:06:08.369873
19,Swagg,Call of Duty: Warzone,"$100,000 Duo Tourney w/ Booya | CODE: SWAGG | !sub !blm",13724,2021-06-17 16:18:24,2021-06-17T18:06:08.369873
20,Gorgc,Dota 2,1 atomic,12242,2021-06-17 10:37:46,2021-06-17T18:06:08.369873
21,GMHikaru,Chess,Thursday Chess - Las Vegas Chess Review | !location !newvid,12042,2021-06-17 15:45:06,2021-06-17T18:06:08.369873
22,Tfue,Call of Duty: Warzone,NEW MAP AND GUNS!!! (WARZONE UPDATE),11673,2021-06-17 11:14:17,2021-06-17T18:06:08.369873
23,Quin69,Terraria,SPEED RUNNING UP TO WoF (ALL BOSSES) IN A SINGLE STREAM or dying trying. ULTRA HARDCORE TERRARIA.,11335,2021-06-17 14:01:32,2021-06-17T18:06:08.369873
24,Kyle,Grand Theft Auto V,Sheriff Kyle Pred - nopixel,10970,2021-06-17 13:03:28,2021-06-17T18:06:08.369873
25,ShivFPS,Apex Legends,SOLO QUEUE PUBS/RANKED | !Socials for updates !gfuel !exitlag,10877,2021-06-17 15:09:39,2021-06-17T18:06:08.369873
26,WorldofWarships,World of Warships,[EN] Update 0.10.5 Stream - Community Token DROPS,10619,2021-06-17 13:57:10,2021-06-17T18:06:08.369873
27,HasanAbi,Just Chatting,ITS HOT AS HELL OUT HERE,10226,2021-06-17 17:55:01,2021-06-17T18:06:08.369873
28,Aydan,Call of Duty: Warzone,$100k Warzone Heist Day 1 w/ Rated | !giveaway !tourney,9000,2021-06-17 15:51:53,2021-06-17T18:06:08.369873
29,cloakzy,Call of Duty: Warzone,"NEW GUNS, NEW MAP SPOTS. HUGE PATCH. 5.4KD+ !loadouts",8204,2021-06-17 12:29:28,2021-06-17T18:06:08.369873
30,itsRyanHiga,Minecraft,a lil mining then.. VALO at 12pm (YES i saw the new agent),8198,2021-06-17 15:58:18,2021-06-17T18:06:08.369873
31,TFBlade,League of Legends,MID TO CHALL,7790,2021-06-17 14:30:57,2021-06-17T18:06:08.369873
32,Thebausffs,League of Legends,gigaultraomegachad,7528,2021-06-17 12:06:31,2021-06-17T18:06:08.369873
33,elonmusk45797,Just Chatting,Elon Musk | Bitcoin and Ethereum Discuss !giveaway,6931,2021-06-17 18:00:27,2021-06-17T18:06:08.369873
34,DrLupo,Call of Duty: Warzone,"new season, same boomer aim as before",6876,2021-06-17 14:53:52,2021-06-17T18:06:08.369873
35,uhSnow,Grand Theft Auto V,Trooper Snow | NoPixel WL | discord.gg/Snow,6568,2021-06-17 12:13:07,2021-06-17T18:06:08.369873
36,ops1x,Fortnite,mongraal savage uefa cup viewparty,6336,2021-06-17 14:26:21,2021-06-17T18:06:08.369873
37,itmeJP,Just Chatting,!JPPN | XBOX Event Co-Stream @ 1PM ET | !shirt | !jpedia | Twitter: @itmeJP @DroppedFrames @WhiskeySweet @MCUCrew,5986,2021-06-17 15:55:32,2021-06-17T18:06:08.369873
38,HusKerrs,Call of Duty: Warzone,"$100,000 Warzone Heist Tournament !slayout | Follow @HusKerrs on all !Socials !GFuel",5357,2021-06-17 16:01:42,2021-06-17T18:06:08.369873
39,Enviosity,VALORANT,#sponsored VALORANT,5351,2021-06-17 13:09:36,2021-06-17T18:06:08.369873
40,TeePee,Call of Duty: Warzone,$100K Dallas Empire WZ Heist Tourney RIGHT NOW (45 Second Delay) | Code TEEP in COD Store #CODpartner | !tourney | !patch |,5279,2021-06-17 12:46:15,2021-06-17T18:06:08.369873
41,DiazBiffle,Call of Duty: Warzone,100k Warzone Heist (Day 1) (DELAY) | !scuf | !youtube | @DiazBiffle,5200,2021-06-17 16:59:42,2021-06-17T18:06:08.369873
42,RduLIVE,Hearthstone,BIG WINS TODAY COPIUM,5178,2021-06-17 11:04:59,2021-06-17T18:06:08.369873
43,GCXEvent,Escape from Tarkov,GCX'21 Charity Marathon | AnneMunition | Powered by Logitech G | !charity !donate,5121,2021-06-17 08:00:29,2021-06-17T18:06:08.369873
44,antoineah2020,Talk Shows & Podcasts,LE LIVE DU 17/06/2021 LE CHEMIN N'EST PAS FINI !!! RESTONS UNIS JUSQU'AU BOUT !!!,5101,2021-06-17 18:00:54,2021-06-17T18:06:08.369873
45,Im_Dontai,Ratchet & Clank: Rift Apart,Chill Stream - Lounge SYX: Racthet & Clank: Rift Apart - Lets Check Out The Hype On This Game...,5028,2021-06-17 16:15:56,2021-06-17T18:06:08.369873
46,TottenhamHotspur,Sports,EURO 2020: DENMARK VS BELGIUM LIVE MATCH WATCHALONG W/ HASHTAG TOM!,4645,2021-06-17 15:01:45,2021-06-17T18:06:08.369873
47,SmiteGame,SMITE,NO SPL TODAY!! Casuals w/ Sin! !sin,4443,2021-06-17 17:12:08,2021-06-17T18:06:08.369873
48,buckefps,Fortnite,THE GRAND REOPENING OF BUCKES CASINO WELCOME,4376,2021-06-17 12:58:35,2021-06-17T18:06:08.369873
49,Zentreya,Just Chatting,"IT IS IN FACT, INDUBITABLY, WEDNESDAY LADIES AND GENTLEMEN | !merch ",4124,2021-06-17 16:21:28,2021-06-17T18:06:08.369873
50,evaanna,Just Chatting,"NEW LEGGINGS 1 SUB=2 SQUATS YOGA
STRETCHING 🍑💦 !soсials !sub !donate ❤️🍑",4104,2021-06-17 15:29:49,2021-06-17T18:06:08.369873
51,KristoferYee,Grand Theft Auto V,Jay Que | No Pixel 3.0 | !blah @KristoferYee on Socials,3981,2021-06-17 07:51:35,2021-06-17T18:06:08.369873
52,amustycow,Rocket League,NRG RLCS X CHAMPIONSHIP WATCH PARTY ,3978,2021-06-17 16:10:35,2021-06-17T18:06:08.369873
53,Flights1,VALORANT,T1 FLIGHTS | RANK 1 IN THE MILKY WAY. A GAMER GAMING | !newvid ,3974,2021-06-17 15:16:40,2021-06-17T18:06:08.369873
54,runthefutmarket,FIFA 21,EURO CUP DRAMA | @runthefutmarket on all socials,3962,2021-06-17 17:59:53,2021-06-17T18:06:08.369873
55,BarbarousKing,Darkest Dungeon,First time Darkest Dungeon - Easiest game I've ever played,3915,2021-06-17 12:04:48,2021-06-17T18:06:08.369873
56,SypherPK,Fortnite,GAMING MACHINE | 👹 @SypherPK,3914,2021-06-17 16:35:44,2021-06-17T18:06:08.369873
57,twitchgaming,Special Events,Xbox Games Showcase Extended,3726,2021-06-17 16:45:04,2021-06-17T18:06:08.369873
58,B0aty,Old School RuneScape,Any !cafune Bonsai enthusiasts // !today // Twitter: @B0aty,3563,2021-06-17 12:34:26,2021-06-17T18:06:08.369873
59,JokerdTV,World of Warcraft,KARAZHAN PUMP GRP GOING 11/11 :) <Method> !steelseries - !tbcgiveaway,3532,2021-06-17 08:55:45,2021-06-17T18:06:08.369873
60,ANGRYPUG,Dead by Daylight,First to hit 20k escapes #1 WORLD,3517,2021-06-17 16:01:23,2021-06-17T18:06:08.369873
61,Distortion2,Returnal,Returnal First Playthrough | !displate (Got 1:44:25 VOS),3476,2021-06-17 13:26:01,2021-06-17T18:06:08.369873
62,HBomb94,Minecraft,GUILDED RUNS TODAY | VAULT HUNTERS SMP,3455,2021-06-17 14:59:02,2021-06-17T18:06:08.369873
63,sweetdreams,Apex Legends,NRG Sweet ~ #1 Ranked Grind boosting C9 bots !youtube !tiktok,3454,2021-06-17 17:52:18,2021-06-17T18:06:08.369873
64,RTGame,Just Chatting,we are waiting for Irish lads,3444,2021-06-17 17:56:17,2021-06-17T18:06:08.369873
65,Hotted89,Grand Theft Auto V,Sergeant Matthew Espinoz - Nopixel WL 3.0,3431,2021-06-17 07:48:39,2021-06-17T18:06:08.369873
66,Rizzo,Rocket League,G2 VS. NRG VIEWING PARTY,3392,2021-06-17 17:19:14,2021-06-17T18:06:08.369873
