,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,Deji,Reunion With My Brother,2021-06-20T19:37:55Z,3964868,36778,594753,2015,2021-06-21T20:37:08.394680
1,Coltyy,COCA-COLA ROCKETS WITH MY GRANDMA! #shorts,2021-06-01T07:02:49Z,29376227,16836,1539936,41629,2021-06-21T20:37:08.394680
2,zaranoorfantasy,The most powerful character of her💯!!,2021-06-20T04:54:31Z,60238084,1328,1017421,77364,2021-06-21T20:37:08.394680
3,Rusher King,Rusherking - LOBA (Official Trailer),2021-06-20T23:08:09Z,346231,3097,65955,227,2021-06-21T20:37:08.394680
4,FORMULA 1,Race Highlights | 2021 French Grand Prix,2021-06-20T16:32:28Z,3869151,6056,107215,1196,2021-06-21T20:37:08.394680
5,Rick N Morty Scenes,Rick and Morty Season 5 countdown (episode link in description),2021-06-21T06:49:04Z,2636560,14096,222274,2161,2021-06-21T20:37:08.394680
6,MrBeast,"Make THIS Shot, Win $300,000",2021-06-12T20:00:01Z,32000483,76538,1584605,22145,2021-06-21T20:37:08.394680
7,America's Got Talent,Golden Buzzer: World Taekwondo Demonstration Team Shocks the Judges - America&#39;s Got Talent 2021,2021-06-16T02:57:38Z,9021125,15808,260656,3392,2021-06-21T20:37:08.394680
8,JackManifoldTV,I Raced Across The Ocean,2021-06-20T16:25:27Z,1835328,12286,304433,845,2021-06-21T20:37:08.394680
9,LIT killah,LIT killah - CALIFORNIA (Official Video),2021-06-17T22:00:14Z,3780164,32119,465469,3978,2021-06-21T20:37:08.394680
10,NileRed Shorts,Sodium metal is soft and squishy,2021-06-19T16:00:15Z,2645748,1869,160545,2476,2021-06-21T20:37:08.394680
11,House of Highlights,Inside the NBA Reacts to Ben Simmons Postgame Interview - Game 7 | 2021 NBA Playoffs,2021-06-21T03:30:18Z,1348265,6052,17907,333,2021-06-21T20:37:08.394680
12,The ACE Family,THIS IS WHAT REALLY HAPPENED!!! **OFFICIAL VIDEO**,2021-06-19T19:38:37Z,2846170,15835,191085,4589,2021-06-21T20:37:08.394680
13,ICanTrollToo,NLE Choppa- Letter To My Daughter reaction,2021-06-21T16:53:52Z,2084927,29379,261487,1128,2021-06-21T20:37:08.394680
14,House of Highlights,Inside the NBA Reacts to Bucks ELIMINATING the Nets in Game 7 | 2021 NBA Playoffs,2021-06-20T04:07:00Z,2096267,7448,24481,823,2021-06-21T20:37:08.394680
15,MORGENSHTERN,"MORGENSHTERN - ARISTOCRAT (Official Video, 2021)",2021-06-15T10:30:03Z,14033249,52685,877264,79807,2021-06-21T20:37:08.394680
16,Premier Boxing Champions,"Charlo vs Montiel HIGHLIGHTS: June 19, 2021 | PBC on SHOWTIME",2021-06-20T04:25:17Z,622365,5266,6557,448,2021-06-21T20:37:08.394680
17,Grian,Hermitcraft 8: Episode 1 - IT&#39;S A START!,2021-06-19T15:45:03Z,2562170,20968,196299,861,2021-06-21T20:37:08.394680
18,Dream Shorts,Dream Goes Shopping...,2021-06-20T23:15:27Z,961141,4577,108447,537,2021-06-21T20:37:08.394680
19,Wisin,"Wisin, Jhay Cortez, Anuel - &quot;Fiel Remix&quot; (Official Video)  ft. Myke Towers, Los Legendarios",2021-06-15T22:00:10Z,18079451,38283,640189,21391,2021-06-21T20:37:08.394680
