,user_name,game_name,title,viewer_count,started_at,api_call_time
0,xQcOW,Grand Theft Auto V,"[NoPixel Public] NIGHT STREAM (PROBABLY ALL DAY) CHILLIN WITH CHAT AND PLAYING GAMES (RACING ARC, CEO ARC) WHAT ELSE LUL (GONE TRASH)",56002,2021-06-12 04:54:28,2021-06-12T06:06:02.574361
1,karlnetwork,The Wolf Among Us,Wolf Among Us with Corpse,44034,2021-06-12 05:32:39,2021-06-12T06:06:02.574361
2,TenZ,VALORANT,SEN TENZ  2X MASTERS WINNER | !aimlab,38702,2021-06-12 03:42:38,2021-06-12T06:06:02.574361
3,Mizkif,Just Chatting,MIZKIF CANCELLED?! DRAMA BEING INVESTIGATED HERE! | w/ FaZe BANKS,37916,2021-06-11 20:53:05,2021-06-12T06:06:02.574361
4,summit1g,Grand Theft Auto V,Main NoPixel. Merch dropped summit1g.gg  [ @summit1g ],32386,2021-06-11 21:03:11,2021-06-12T06:06:02.574361
5,loltyler1,League of Legends,TALL ! TALL TALL ! 6'5 HUGE ! ALSO ? STRONG ! VERY ! BIG T !,31973,2021-06-11 21:39:26,2021-06-12T06:06:02.574361
6,aceu,Assetto Corsa,NRG aceu // no bowl p2 // !socials,24899,2021-06-12 02:41:59,2021-06-12T06:06:02.574361
7,sodapoppin,World of Warcraft,Mutelet Morris | www.sodapoppin.shop (Discount code: POOR),23771,2021-06-11 20:44:25,2021-06-12T06:06:02.574361
8,Maximilian_DOOD,Final Fantasy VII Remake,FFVIIR Intermission Finale!? GG Strive & PSO2:NG After !ads !nzxt (6-10),17911,2021-06-12 03:33:34,2021-06-12T06:06:02.574361
9,BadBoyHalo,Minecraft,LATE NIGHT STREAM! - DREAM SMP,15804,2021-06-12 03:55:29,2021-06-12T06:06:02.574361
10,shroud,World of Warcraft,Heroics. | Follow @shroud on socials,13336,2021-06-11 22:27:21,2021-06-12T06:06:02.574361
11,Xposed,Slots,💰⭐ 200K ~ BIG BONUS BUYS NOW!⭐💰 !roobet !giveaway $5000 CASH + 2PC Giveaway,12422,2021-06-12 03:21:37,2021-06-12T06:06:02.574361
12,DiazBiffle,Call of Duty: Warzone,Vibin' | !scuf | !youtube | @DiazBiffle,10740,2021-06-12 03:16:58,2021-06-12T06:06:02.574361
13,Silky,Just Chatting,Rare Silky x Kai Stream!!! | Sanctioned | !sub !prime !yt !ig,10360,2021-06-12 04:46:33,2021-06-12T06:06:02.574361
14,willneff,Just Chatting,just chatting then showdown w/ Austin Show ,10168,2021-06-12 02:55:34,2021-06-12T06:06:02.574361
15,nl_Kripp,Hearthstone,BG NIGHT | Eye Surgery Showdown! https://youtu.be/FqS-UpNFWqA,9784,2021-06-12 02:00:32,2021-06-12T06:06:02.574361
16,Ramee,Grand Theft Auto V,Ramee | !Twitter | Chang Gang | NoPixel,9481,2021-06-11 19:01:16,2021-06-12T06:06:02.574361
17,koil,Grand Theft Auto V,More Trials? ,8331,2021-06-12 03:16:51,2021-06-12T06:06:02.574361
18,Punz,VALORANT,practicing for tomorrow's tournament :) | !gfuel !merch | @Punztw on Twitter and Insta,7923,2021-06-12 01:34:57,2021-06-12T06:06:02.574361
19,moistcr1tikal,Ratchet & Clank: Rift Apart,Finishing ratchet and clank,7785,2021-06-12 01:41:33,2021-06-12T06:06:02.574361
20,LosPollosTV,Just Chatting,RATING VIEWERS HAIRCUTS,7702,2021-06-12 04:47:25,2021-06-12T06:06:02.574361
21,NickEh30,Fortnite,Floating UFO Skybase with Duke and Larry | Code NickEh30 #EpicPartner,7657,2021-06-11 13:44:50,2021-06-12T06:06:02.574361
22,LEC,League of Legends,(REBROADCAST) Week 1 Day 1 | 2021 LEC Summer,7089,2021-06-12 03:44:38,2021-06-12T06:06:02.574361
23,SmallAnt,Minecraft,STREAMING UNTIL I BEAT MY SPEEDRUN RECORD,6932,2021-06-11 20:06:01,2021-06-12T06:06:02.574361
24,Amouranth,Just Chatting,🍑SHAMELESS E-GIRL💦!s !social💦!instagram: @amouranth💦!GFUEL💦,6681,2021-06-12 03:09:21,2021-06-12T06:06:02.574361
25,MuTeX,Call of Duty: Warzone,WAGERS w/ Stukawaki | 3X WORLD RECORD HOLDER | Solo Duos (56 kills) | Solo Quads (61 kills) | Trio vs Quads (111 kills),6551,2021-06-11 22:20:35,2021-06-12T06:06:02.574361
26,BarbarousKing,Metal Gear Solid,24 Hour Stream - Barbathon XII - !24 for schedule,5308,2021-06-11 11:54:17,2021-06-12T06:06:02.574361
27,UberHaxorNova,Grand Theft Auto V,Early Siz then Barry likely | NoPixel | Creator Code: Nova | check !paststreams,5072,2021-06-11 22:12:30,2021-06-12T06:06:02.574361
28,Rogue,Apex Legends,NRG Rogue · #1 Ranked Grinder · Twitter: @TTrebb,5072,2021-06-12 03:58:07,2021-06-12T06:06:02.574361
29,roflgator,VRChat,SILVERVALE ELIMINATION DATING GAME! ,5045,2021-06-12 03:11:02,2021-06-12T06:06:02.574361
30,BoomerNA,Minecraft,🐸 BOOMERNA BEDWARS GAMING w/ twxenbe THEN HARDCORE 🐸 ⚬ !merch !cloak !socials ⚬ !discord ⚬ Twitter @BoomrNA,4999,2021-06-12 04:06:39,2021-06-12T06:06:02.574361
31,Jinnytty,Just Chatting,Neon Lights of Vegas Day 5 im melted,4928,2021-06-11 20:00:23,2021-06-12T06:06:02.574361
32,hannahxxrose,Minecraft,Minecraft Bedwars on Hypixel! 🌹  i got a minecraft bee,4839,2021-06-12 04:06:22,2021-06-12T06:06:02.574361
