,user_name,game_name,title,viewer_count,started_at,api_call_time
0,WePlayDota,Dota 2,Quincy Crew vs Vici Gaming | BO3 | ODPixel & Fogged | WePlay AniMajor | Playoffs,96682,2021-06-12 07:48:38,2021-06-12T13:06:02.347950
1,xQcOW,Grand Theft Auto V,"[NoPixel Public] NIGHT STREAM (PROBABLY ALL DAY) CHILLIN WITH CHAT AND PLAYING GAMES (RACING ARC, CEO ARC) WHAT ELSE LUL (GONE TRASH)",80236,2021-06-12 04:54:28,2021-06-12T13:06:02.347950
2,LCK,League of Legends,NS vs LSBㅣHLE vs GEN | 2021 LCK Summer,61946,2021-06-12 07:30:15,2021-06-12T13:06:02.347950
3,LPL,League of Legends,JDG vs. TES | EDG vs. IG - Week 1 Day 6 | LPL Summer Split (2021),17550,2021-06-12 08:00:53,2021-06-12T13:06:02.347950
4,Tfue,Call of Duty: Warzone,PLAYING ON CONTROLLER (9.69 KD),12814,2021-06-12 11:40:20,2021-06-12T13:06:02.347950
5,CohhCarnage,Final Fantasy VII Remake,"FFVIIR: Intergrade! Geurilla Collective (Day 2), Ubisoft and Devolver today! - !NewHouseMonth - !Birthday - #EpicPartner Creator Code: COHH",11849,2021-06-12 11:55:51,2021-06-12T13:06:02.347950
6,Amouranth,Just Chatting,🍑BED REACT💦!s !social💦!instagram: @amouranth💦!GFUEL💦,10458,2021-06-12 03:09:21,2021-06-12T13:06:02.347950
7,Fextralife,Elden Ring,!ff7giveaway ~ ELDEN RING DISCUSSION & ANALYSIS with CAS! Rachet & Clank later!,10243,2021-06-12 12:37:48,2021-06-12T13:06:02.347950
8,Jankos,League of Legends,"Solo Q, SUMMER SPLIT PREP. The best player in the world pushing S11 !YT",9889,2021-06-12 10:37:05,2021-06-12T13:06:02.347950
9,lol_nemesis,League of Legends,2021 LCK Summer Split GenG vs HLE  | #2021LCKWatchParty ,8779,2021-06-12 07:31:55,2021-06-12T13:06:02.347950
10,Symfuhny,Call of Duty: Warzone,BEST GAMEPLAY YOU WILL EVER SEE!! CLICK NOW!!!!! | USE CODE SYM IN THE STORE #AD,8679,2021-06-12 09:12:08,2021-06-12T13:06:02.347950
11,Pestily,Escape from Tarkov,ITS TIME FOR CHANGE | !CHANGE !RAID,8381,2021-06-12 06:29:52,2021-06-12T13:06:02.347950
12,Tectone,Genshin Impact,I'M BACK :D HUGE GIVEAWAY AT END OF STREAM! ,8349,2021-06-12 10:13:08,2021-06-12T13:06:02.347950
13,DeuceAce,Slots,"🌰 €450.000 Buys & Bonus Hunt! 🌰 !GAMDOM use code ""JAY"" for free money raffles every 15min✨",8011,2021-06-12 07:22:44,2021-06-12T13:06:02.347950
14,Nmplol,Just Chatting,Cooking EXTRAVAGANZA ! nmp7,7504,2021-06-12 12:59:43,2021-06-12T13:06:02.347950
15,x2Twins,Fortnite,TRIO ARENA,7465,2021-06-12 05:26:05,2021-06-12T13:06:02.347950
16,Thijs,Hearthstone,"Thijs - 12Win Arena's, Only Wins!",7376,2021-06-12 08:03:01,2021-06-12T13:06:02.347950
17,ShivFPS,Apex Legends,EMEA championship finals at 4pm BST w/ zipeth and diffq (Team SoloQGoats) | !Socials for updates !gfuel !exitlag,7073,2021-06-12 11:18:29,2021-06-12T13:06:02.347950
18,kyedae_,VALORANT,solo q hell | !qotd (quote of the day),7045,2021-06-12 12:24:00,2021-06-12T13:06:02.347950
19,PUBG,PLAYERUNKNOWN'S BATTLEGROUNDS,PCS4 ASIA WEEK1 DAY1 | PUBG Continental Series,6822,2021-06-12 09:20:10,2021-06-12T13:06:02.347950
20,IWillDominate,League of Legends,ONLY LPL COSTREAM WORLD | HUGE DAY IN LPL (TES VS JDG/EDG VS IG) | #LPLCoStream,6707,2021-06-12 09:01:32,2021-06-12T13:06:02.347950
21,NBA,Sports,LIVE: 2021 Red Bull USA Basketball 3x Nationals | Day 1 | Preliminary Round,6662,2021-06-12 12:55:03,2021-06-12T13:06:02.347950
22,EASPORTSFIFA,FIFA 21,West Asia Playoffs | Day 2 | June 12 | 9AM GMT | 11AM AST | @EAFIFAesports,6302,2021-06-12 07:52:53,2021-06-12T13:06:02.347950
23,AdmiralBulldog,Dota 2,QC vs VG | WePlay AniMajor | Playoffs [A] @AdmiralBulldog,5534,2021-06-12 06:55:35,2021-06-12T13:06:02.347950
24,UberHaxorNova,Grand Theft Auto V,Early Siz then Barry likely | NoPixel | Creator Code: Nova | check !paststreams,5416,2021-06-11 22:12:30,2021-06-12T13:06:02.347950
25,StaysafeTV,World of Warcraft,70 WARLOCK - FARMING INSANE GEAR - !gum,5234,2021-06-12 10:22:41,2021-06-12T13:06:02.347950
26,LCS,League of Legends,(REBROADCAST) Week 2 Day 1 | LCS Summer Split (2021),4637,2021-06-12 08:07:01,2021-06-12T13:06:02.347950
27,TheViper,Age of Empires II,Early AOE2,4581,2021-06-12 09:26:35,2021-06-12T13:06:02.347950
28,JokerdTV,World of Warcraft,"Powerleveling in Slave Pens, maybe kara later <Method> !steelseries - !tbcgiveaway",4373,2021-06-12 10:02:53,2021-06-12T13:06:02.347950
29,BobRoss,Art,Bob Ross - Weekend Marathon! Beginning Friday at 3PM EDT.,4367,2021-06-11 18:45:14,2021-06-12T13:06:02.347950
30,AndyMilonakis,Just Chatting,"Chania, Crete with @ThiosVenom",4097,2021-06-12 08:12:12,2021-06-12T13:06:02.347950
31,Ming,Grand Theft Auto V,Ming Jingtai | NoPixel Public | Warehouse ✅ WRX soon™ | BUILDING THE EMPIRE 💵📈,4020,2021-06-12 06:48:30,2021-06-12T13:06:02.347950
32,ExoHydraX,"Pools, Hot Tubs, and Beaches",🍑💦THICCEST HOT TUB STREAMER 💦🍑Subs get !snapchat✨!instagram,3875,2021-06-12 08:30:17,2021-06-12T13:06:02.347950
33,ESL_CSGO,Counter-Strike: Global Offensive,RERUN: Heroic vs. Ninjas in Pyjamas [Nuke] Map 2 - IEM Summer 2021 - Group B,3837,2021-06-11 20:40:23,2021-06-12T13:06:02.347950
34,Anna_Chess,Chess,8H+ STREAM! CHESS & GAMING THE WHOLE DAY!! <3 | 20:00 BST Ubisoft Forward with drops and game giveaway!!,3750,2021-06-12 11:58:07,2021-06-12T13:06:02.347950
35,iskall85,Minecraft,mine hunting saturday! | VAULT HUNTERS SMP 2 | !discord !prime,3732,2021-06-12 10:55:56,2021-06-12T13:06:02.347950
36,singsing,Dota 2,"dota 2 some today, last spell tomorrow ",3550,2021-06-12 09:43:11,2021-06-12T13:06:02.347950
37,AlcastHQ,The Elder Scrolls Online,!companions !companionbuilds !blackwood !mundus !beginner NEW TRIAL ROCKGROVE - 🔥ESO-Hub.com & Alcasthq.com🔥 ,3514,2021-06-12 12:26:47,2021-06-12T13:06:02.347950
38,Steelmage,Path of Exile,<HCSSFGAUNTLETBTW> It's time :^) !gauntlet !build !ladder !racing,3150,2021-06-12 12:03:30,2021-06-12T13:06:02.347950
39,robcdee,Just Chatting,"Tokyo | pork pulled, so we Saturday night degen | !socials !vpn !crucial",3032,2021-06-12 08:31:20,2021-06-12T13:06:02.347950
