,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,Dylan Ayres,Rubber Band Trampoline #Shorts,2021-07-10T17:29:38Z,15026440,2817,844059,36011,2021-07-20T02:37:08.459301
1,BillieEilishVEVO,Billie Eilish - Your Power (Official Live Performance) | Vevo,2021-07-18T16:00:10Z,1381895,12905,178771,2159,2021-07-20T02:37:08.459301
2,Falbak,WWE Money in the Bank 2021 REVIEW | Falbak,2021-07-19T06:59:48Z,179276,2414,28142,327,2021-07-20T02:37:08.459301
3,Sidemen,SIDEMEN EXTREME FISHING vs LOGAN PAUL,2021-07-18T17:01:58Z,8431012,39351,655420,4371,2021-07-20T02:37:08.459301
4,WWE,Cena makes shocking WWE Money in the Bank return: WWE Money in the Bank 2021 (WWE Network Exclusive),2021-07-19T04:35:27Z,1915459,6766,83878,1014,2021-07-20T02:37:08.459301
5,shakiraVEVO,Shakira - Don&#39;t Wait Up (Official Video),2021-07-16T14:00:13Z,5284189,30865,231336,10676,2021-07-20T02:37:08.459301
6,Premier Boxing Champions,"Charlo vs Castano HIGHLIGHTS: July 17, 2021 | PBC on SHOWTIME",2021-07-18T04:25:03Z,1521127,9801,14148,1325,2021-07-20T02:37:08.459301
7,Techfishhy,WERE LIVE  ON THE NEW BOUNC3 CHANNEL LINK IN DESCRIPTION AND COMMENT,2021-07-19T18:04:53Z,84480,0,30016,36,2021-07-20T02:37:08.459301
8,COLORING,UGH........................,2021-07-17T07:00:06Z,3915379,1507,48442,1930,2021-07-20T02:37:08.459301
9,Goodwin Family,Bringing Down the House #shorts,2021-07-04T06:47:53Z,75741090,9776,2215612,138728,2021-07-20T02:37:08.459301
10,Manchester United,Chong &amp; Pellistri give Reds victory at Derby | Highlights | Derby County 1-2 Manchester United,2021-07-18T16:30:05Z,1455389,1425,29363,408,2021-07-20T02:37:08.459301
11,WWE,"Cena addresses the WWE Universe after WWE Money in the Bank: WWE Network Exclusive, July 18, 2021",2021-07-19T04:29:00Z,2565647,7006,86913,1362,2021-07-20T02:37:08.459301
12,FORMULA 1,Race Highlights | 2021 British Grand Prix,2021-07-18T17:15:18Z,4525968,24192,83137,18391,2021-07-20T02:37:08.459301
13,The Tonight Show Starring Jimmy Fallon,BTS: Permission to Dance (TV Debut) | The Tonight Show Starring Jimmy Fallon,2021-07-14T04:30:11Z,13638876,44419,1492118,10565,2021-07-20T02:37:08.459301
14,Jaiden Animations,JUST CLICK IT ALRIGHT,2021-07-18T20:38:03Z,2531074,23705,358306,2464,2021-07-20T02:37:08.459301
15,MrBeast,"Would YOU Quit School For $100,000?",2021-07-10T20:00:09Z,30833507,72285,1480797,19673,2021-07-20T02:37:08.459301
