,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,Bruno Mars,"Bruno Mars, Anderson .Paak, Silk Sonic - Leave The Door Open (Live from the BET Awards)",2021-06-28T07:00:11Z,1903238,5888,139609,709,2021-06-29T08:37:08.125891
1,Premier Boxing Champions,"Gervonta Davis vs Mario Barrios Knockout HIGHLIGHTS: June 26, 2021 - PBC on Showtime PPV",2021-06-27T06:27:34Z,3942283,6833,37077,1924,2021-06-29T08:37:08.125891
2,Genshin Impact,New Character Demo - &quot;Kaedehara Kazuha: Wandering Winds&quot; | Genshin Impact,2021-06-28T04:00:32Z,1878072,20126,234637,803,2021-06-29T08:37:08.125891
3,Ed Sheeran,Ed Sheeran - Bad Habits [Official Video],2021-06-25T04:00:33Z,19788958,61131,918474,26574,2021-06-29T08:37:08.125891
4,Doja Cat,"Doja Cat, The Weeknd - You Right (Official Video)",2021-06-25T04:00:10Z,19056673,40593,709990,11582,2021-06-29T08:37:08.125891
5,MrBeast,I Spent 50 Hours In Prison,2021-06-26T20:00:02Z,22996027,75511,1367411,18498,2021-06-29T08:37:08.125891
6,FloBikes,Spectator Causes Entire Peloton To Crash At Tour de France,2021-06-26T16:32:06Z,4191096,6483,15985,1089,2021-06-29T08:37:08.125891
7,carwow,Bugatti Chiron v F1 Car: DRAG RACE,2021-06-26T08:05:42Z,5647333,27255,317971,3212,2021-06-29T08:37:08.125891
8,PavloBobo,How is this possible? #shorts Cool Tiktok video by PavloBobo,2021-06-21T08:19:36Z,15636213,831,107756,25416,2021-06-29T08:37:08.125891
9,GabeSweats,norway&#39;s criminal justice system,2021-06-27T19:00:02Z,1815618,5447,174588,2826,2021-06-29T08:37:08.125891
10,Windies Cricket,Highlights | West Indies vs South Africa | Lewis &amp; Gayle Star! | 1st CG Insurance T20I 2021,2021-06-26T23:10:08Z,2426565,3107,59282,1609,2021-06-29T08:37:08.125891
11,BETNetworks,"DJ Khaled, Meg Thee Stallion, Da Baby, Lil Baby &amp; Lil Durk Perform Medley Of Hits | BET Awards",2021-06-28T03:37:00Z,1341888,2964,37571,1016,2021-06-29T08:37:08.125891
12,Tubbo,"I Built A Boat, Then Sailed The Ocean...",2021-06-27T15:58:41Z,1576017,11431,246143,645,2021-06-29T08:37:08.125891
13,Forrestbono,I Survived 100 Days on One Cloud in Minecraft.. Here&#39;s What Happened..,2021-06-28T03:45:01Z,1787340,7479,67670,1268,2021-06-29T08:37:08.125891
14,Fortnite Fun TV,When the cheating went wrong #Shorts,2021-06-25T00:56:11Z,57631051,1583,2061563,41783,2021-06-29T08:37:08.125891
15,KrumpetTrumpet,The Grian Chronicles (I&#39;m sorry for the spelling),2021-06-28T19:30:29Z,2393429,11853,164222,904,2021-06-29T08:37:08.125891
16,iskall85,Hermitcraft 8: 3 - This took me MANY DAYS!,2021-06-27T17:00:32Z,982183,3018,63939,456,2021-06-29T08:37:08.125891
17,Beast Reacts,Inside an Ice Cream Factory!,2021-06-28T20:14:23Z,3762765,13517,244588,1929,2021-06-29T08:37:08.125891
18,carwow América Latina,Bugatti Chiron vs Red Bull F1: ARRANCONES,2021-06-27T16:13:32Z,375543,1305,26641,226,2021-06-29T08:37:08.125891
19,WWE,"Edge returns to launch a surprise attack on Roman Reigns: SmackDown, June 25, 2021",2021-06-26T02:41:30Z,3741972,7912,103892,3119,2021-06-29T08:37:08.125891
20,MariahVEVO,"Mariah Angeliq, Bad Gyal, Maria Becerra - BOBO (Official Video)",2021-06-25T00:00:12Z,3263261,9407,145157,5809,2021-06-29T08:37:08.125891
21,BLACKPINK,BLACKPINK x Today&#39;s Top Hits,2021-06-24T15:00:03Z,7101158,48697,1024186,9784,2021-06-29T08:37:08.125891
22,The Film Theorists,Film Theory: Rick REPLACED? (Rick and Morty Season 5),2021-06-27T20:34:46Z,2019312,5354,111219,1758,2021-06-29T08:37:08.125891
23,FORMULA 1,Race Highlights | 2021 Styrian Grand Prix,2021-06-27T15:53:18Z,3625901,4562,81045,1041,2021-06-29T08:37:08.125891
24,Windies Cricket,Highlights | West Indies vs South Africa | Proteas Level the Series! | 2nd CG Insurance T20I 2021,2021-06-27T22:38:24Z,838736,673,18523,551,2021-06-29T08:37:08.125891
25,JxmyHighroller,The NBA Playoffs Are Getting Weird,2021-06-27T19:22:32Z,864219,3245,53296,528,2021-06-29T08:37:08.125891
26,impulseSV,Hermitcraft 8 | Ep 03: SUPER SIMPLE MOB FARM!,2021-06-28T14:00:11Z,332757,6128,29193,107,2021-06-29T08:37:08.125891
27,TheDooo,I wanted to smash my guitars after playing this...,2021-06-27T22:00:02Z,424073,788,30347,284,2021-06-29T08:37:08.125891
28,TIKTORIKI,What else to try? #shorts Funn Tiktok new food Challenge by Tiktoriki,2021-06-19T07:15:00Z,30856132,740,645903,58074,2021-06-29T08:37:08.125891
29,men vs wild nepal,https://youtu.be/ZRgjE_I7qMM,2021-06-22T18:47:23Z,76522015,2097,1240299,107346,2021-06-29T08:37:08.125891
30,Project Farm,"US vs German Pliers (WIRE CUTTERS)? Knipex vs Snap On, Irwin, Milwaukee, DeWalt, Craftsman, Wiha",2021-06-27T16:50:13Z,994729,8643,44171,495,2021-06-29T08:37:08.125891
31,MORGENSHTERN,"MORGENSHTERN - ARISTOCRAT (Official Video, 2021)",2021-06-15T10:30:03Z,20507539,61137,1002192,104797,2021-06-29T08:37:08.125891
32,AD-WISE MEDIA ACTION MOVIEPLEX,"A1 EXPRESS (2021) NEW Released Hindi Dubbed Movie | Sundeep Kishan, Lavanya | New South Movie 2021",2021-06-28T06:30:10Z,6730542,5244,207000,7562,2021-06-29T08:37:08.125891
33,AniBox Trailer Access,LUCA Clip &#39;Luca Betrayed Alberto&#39; Official Promo (NEW 2021) Disney Pixar Sea Monsters Animation HD,2021-06-26T13:31:02Z,4405888,1155,45412,2672,2021-06-29T08:37:08.125891
34,Coltyy,COCA-COLA ROCKETS WITH MY GRANDMA! #shorts,2021-06-01T07:02:49Z,30000034,16984,1548705,42726,2021-06-29T08:37:08.125891
35,Aileen and Deven,Will my boyfriend punch me in the face for a billion dollars?,2021-06-14T15:00:14Z,10171061,7608,594263,9666,2021-06-29T08:37:08.125891
36,Sidemen,THE WHEEL: SIDEMEN EDITION,2021-06-27T17:01:46Z,5562307,22621,427478,2233,2021-06-29T08:37:08.125891
37,Jay Foreman,How many continents are there?,2021-06-28T15:00:01Z,338642,2856,37132,188,2021-06-29T08:37:08.125891
38,Ed Sheeran,Ed Sheeran - Bad Habits [Live at TikTok UEFA EURO 2020],2021-06-27T11:00:21Z,957633,4258,80540,851,2021-06-29T08:37:08.125891
39,ANC 24/7,BREAKING: Former PH President Noynoy Aquino passes away- sources | ANC,2021-06-24T01:30:36Z,969486,4002,6461,580,2021-06-29T08:37:08.125891
40,Generacija Zed,Nucci - BeBo 2 (Official Video) Prod. by Popov,2021-06-26T12:00:02Z,1243962,2495,53125,2532,2021-06-29T08:37:08.125891
41,TBJZL,&quot;EAST TO THE WEST?&quot; What really happened...,2021-06-27T15:00:20Z,792509,996,60278,265,2021-06-29T08:37:08.125891
42,MrDs4,Minecraft pero Hay Dimensiones Custom OP,2021-06-25T18:00:06Z,3352765,6724,120209,2941,2021-06-29T08:37:08.125891
43,America's Got Talent,Golden Buzzer: Jimmie Herrod Surprises the Judges With &quot;Tomorrow&quot; - America&#39;s Got Talent 2021,2021-06-23T01:34:30Z,7999144,11133,173773,3328,2021-06-29T08:37:08.125891
