,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,Stray Kids,"Bang Chan, Lee Know &quot;Drive&quot; | [Stray Kids : SKZ-PLAYER]",2021-07-02T14:59:57Z,1530576,53480,432780,637,2021-07-03T08:37:10.643917
1,Mont,Mont - Uy K Raro (Official Video),2021-07-01T21:00:10Z,2156770,17977,333328,13573,2021-07-03T08:37:10.643917
2,iggyazaleamusicVEVO,Iggy Azalea - I Am The Stripclub [Official Music Video],2021-07-02T04:00:05Z,1366883,11974,75648,5876,2021-07-03T08:37:10.643917
3,Clash of Clans,Awaken The Jungle King! (Clash of Clans Season Challenges),2021-07-01T07:59:32Z,4082522,4117,102396,2131,2021-07-03T08:37:10.643917
4,Mrhugo,Spawner con diamante en Minecraft #Shorts,2021-07-01T17:30:00Z,142899,45,12357,530,2021-07-03T08:37:10.643917
5,Fortnite Fun TV,She is foxy but not enough #Shorts,2021-06-29T00:47:43Z,85778196,1555,3128140,72170,2021-07-03T08:37:10.643917
6,Ed Sheeran,Ed Sheeran - Bad Habits [Official Video],2021-06-25T04:00:33Z,35299348,72838,1182930,37494,2021-07-03T08:37:10.643917
7,Bleacher Report,Patrick Beverley Gets Ejected After Shoving Chris Paul In Game 6 Loss,2021-07-01T04:28:10Z,3087797,7164,17723,856,2021-07-03T08:37:10.643917
8,ImagineDragonsVEVO,Imagine Dragons - Wrecked (Lyric Video),2021-07-02T04:00:01Z,792735,5953,101853,466,2021-07-03T08:37:10.643917
9,Big Red Machine,Big Red Machine - Renegade (feat. Taylor Swift) (Official Music Video),2021-07-02T04:00:11Z,740592,5152,80958,364,2021-07-03T08:37:10.643917
10,NOW UNITED,Now Love Live From Abu Dhabi,2021-07-01T19:04:56Z,2679022,28499,318863,2463,2021-07-03T08:37:10.643917
11,Doja Cat,"Doja Cat, The Weeknd - You Right (Official Video)",2021-06-25T04:00:10Z,32244019,46342,883703,15030,2021-07-03T08:37:10.643917
12,The Royal Family Channel,Prince William and Harry Unveil Diana Statue on What Would Have Been Her 60th Birthday,2021-07-01T15:15:28Z,1340446,6599,21384,1079,2021-07-03T08:37:10.643917
13,Veritasium,"A Physics Prof Bet Me $10,000 I&#39;m Wrong",2021-06-30T18:31:01Z,3942310,28201,274293,2806,2021-07-03T08:37:10.643917
14,G Herbo,G Herbo - Cry No More feat. Polo G &amp; Lil Tjay (Official Audio),2021-07-02T04:00:30Z,404636,1906,27005,219,2021-07-03T08:37:10.643917
15,Beast Reacts,Inside an Ice Cream Factory!,2021-06-28T20:14:23Z,9205661,18458,422759,5311,2021-07-03T08:37:10.643917
16,Toosii 2x,Toosii - heart cold (Official Video),2021-07-02T04:20:49Z,450128,1760,31180,467,2021-07-03T08:37:10.643917
17,Sibbu Giri,GIRLS TRIP AUR BHOOT ( Episode - 3 ) || Sibbu Giri || Aashish Bhardwaj,2021-07-01T05:41:28Z,2631537,6969,66841,7995,2021-07-03T08:37:10.643917
18,Tom MacDonald,Tom MacDonald - &quot;Dont Look Down&quot;,2021-07-02T15:58:37Z,946427,23522,134088,2884,2021-07-03T08:37:10.643917
19,SmarterEveryDay,"How Does A Carburetor Work? | Transparent Carburetor at 28,546 fps Slow Mo - Smarter Every Day 259",2021-06-30T16:01:11Z,2647697,15616,175135,957,2021-07-03T08:37:10.643917
20,MrBeast Gaming,1 vs 100 Player Manhunt!,2021-06-30T19:25:11Z,9597512,27751,461506,7992,2021-07-03T08:37:10.643917
21,dojacatVEVO,Doja Cat - Ain&#39;t Shit (Official Live Performance) | Vevo,2021-07-02T16:00:01Z,1121524,9274,157082,930,2021-07-03T08:37:10.643917
22,PearlescentMoon,Hermitcraft S8: Recruited into Tree Chaos! | Episode 3,2021-07-02T20:36:15Z,533067,3308,35424,291,2021-07-03T08:37:10.643917
23,Jake Fellman,Minecraft RTX 58% HEROBRINE #Shorts,2021-06-30T11:44:36Z,1972173,986,118330,4900,2021-07-03T08:37:10.643917
24,carwow,Bugatti Chiron v F1 Car: DRAG RACE,2021-06-26T08:05:42Z,8166099,31352,394822,4770,2021-07-03T08:37:10.643917
25,How To Cook That,NEW Debunking &quot;Organic Food&quot; Viral Videos | How To Cook That Ann Reardon,2021-07-02T09:30:01Z,449221,4100,43378,188,2021-07-03T08:37:10.643917
26,PlayStation,"Ghost of Tsushima Director&#39;s Cut - Announcement Trailer | PS5, PS4",2021-07-01T16:00:04Z,655114,4149,34975,1001,2021-07-03T08:37:10.643917
27,ChrisMD,We Took 100 Shots vs a Premier League Keeper and Scored ___ Goals,2021-06-29T19:11:54Z,2616073,2226,132909,688,2021-07-03T08:37:10.643917
28,Bruno Mars,"Bruno Mars, Anderson .Paak, Silk Sonic - Leave The Door Open (Live from the BET Awards)",2021-06-28T07:00:11Z,6215708,9866,290440,1823,2021-07-03T08:37:10.643917
29,AD-WISE MEDIA ACTION MOVIEPLEX,"A1 EXPRESS (2021) NEW Released Hindi Dubbed Movie | Sundeep Kishan, Lavanya | New South Movie 2021",2021-06-28T06:30:10Z,22625727,9761,424154,21735,2021-07-03T08:37:10.643917
30,New Rockstars,LOKI EPISODE 4 BREAKDOWN! Easter Eggs &amp; Details You Missed!,2021-07-01T19:41:46Z,1373609,3800,55968,3267,2021-07-03T08:37:10.643917
31,Sidemen,THE WHEEL: SIDEMEN EDITION,2021-06-27T17:01:46Z,8219875,24663,521615,2944,2021-07-03T08:37:10.643917
32,Premier Boxing Champions,"Gervonta Davis vs Mario Barrios Knockout HIGHLIGHTS: June 26, 2021 - PBC on Showtime PPV",2021-06-27T06:27:34Z,5322006,7822,44890,2533,2021-07-03T08:37:10.643917
33,Bretman Rock,Is Bretman Rock Moving to the Jungle? | 30 Days With: Bretman Rock,2021-06-30T20:00:12Z,1532405,4053,117892,651,2021-07-03T08:37:10.643917
34,ALLES ODER NIX RECORDS,ENO x M HUNCHO &quot;Heavy Duty&quot; Official Musicvideo,2021-07-01T22:00:14Z,175381,1103,15049,941,2021-07-03T08:37:10.643917
35,GRM Daily,Russ Millions - Big Shark [Music Video] | GRM Daily,2021-07-01T20:00:13Z,756246,3901,59466,862,2021-07-03T08:37:10.643917
36,MadisonBeerMusicVEVO,Madison Beer - Reckless (Official Music Video),2021-06-29T04:00:11Z,2998477,13112,269711,3328,2021-07-03T08:37:10.643917
37,Digital Eye Production,Bellamkonda Srinivas New Blockbuster Full Hindi Dubbed Movie | Pooja Hegde South Indian Movie 2021,2021-06-30T14:30:13Z,6560661,753,62613,5693,2021-07-03T08:37:10.643917
38,Tabitha Swatosh,MY STUFF FELL OUT IN FRONT OF THE PRESIDENT #shorts,2021-06-30T16:15:38Z,920393,790,64842,1360,2021-07-03T08:37:10.643917
39,Marques Brownlee,iOS 15 Hands-On: Top 5 New Features!,2021-07-02T16:16:24Z,1797212,5072,91863,1274,2021-07-03T08:37:10.643917
40,Fortnite Fun TV,I did it! I connected them all #Shorts,2021-06-20T13:02:05Z,136426941,3602,3938613,115105,2021-07-03T08:37:10.643917
41,Royal Insider,Meaning behind 3 children in the Princess Diana statue | Royal Insider,2021-07-01T18:36:33Z,226699,769,3163,135,2021-07-03T08:37:10.643917
42,Fortnite Fun TV,Turn into jelly balls - Tutorial #Shorts,2021-06-30T00:38:48Z,6867335,102,247416,15117,2021-07-03T08:37:10.643917
43,BangerChannel,FARID BANG x CAPITAL BRA - KAMPFSPORT [official Video],2021-07-01T22:00:12Z,776598,4347,77205,2017,2021-07-03T08:37:10.643917
44,Shirin David,Shirin David - Lieben wir [Official Video],2021-07-01T22:00:11Z,1058420,5413,89147,9355,2021-07-03T08:37:10.643917
45,Kiry Curu,Kiry Curu - Amaneci Chuky | Video Oficial | Dir Rochy RD,2021-06-29T16:32:44Z,1387031,5189,74906,990,2021-07-03T08:37:10.643917
46,FloBikes,Spectator Causes Entire Peloton To Crash At Tour de France,2021-06-26T16:32:06Z,6211601,9395,23630,1608,2021-07-03T08:37:10.643917
47,Memeulous,The Lowest Rated Movie EVER,2021-07-01T18:52:11Z,470089,2188,38153,416,2021-07-03T08:37:10.643917
48,MORGENSHTERN,"MORGENSHTERN - ARISTOCRAT (Official Video, 2021)",2021-06-15T10:30:03Z,22684543,62769,1037986,109598,2021-07-03T08:37:10.643917
49,Austin Sprinz,Colored Zorbo + Fan #shorts,2021-06-15T21:15:59Z,29712748,1138,421893,30598,2021-07-03T08:37:10.643917
