,user_name,game_name,title,viewer_count,started_at,api_call_time
0,WePlayDota,Dota 2,Team Liquid vs Team Nigma | Cap & Kyle | WePlay AniMajor | Group Stage | RadiantGreen,67667,2021-06-05 10:00:08,2021-06-05T15:06:03.444140
1,WePlayDotaB,Dota 2,"TNC Predator vs Beastcoast | Gareth & Lacoste | WePlay AniMajor | Group Stage | DireRed
",42131,2021-06-05 10:00:06,2021-06-05T15:06:03.444140
2,ESL_CSGO,Counter-Strike: Global Offensive,LIVE:  Team Spirit vs. Virtus.pro - IEM Summer 2021 - Group B,41510,2021-06-05 10:40:32,2021-06-05T15:06:03.444140
3,Trainwreckstv,Slots,18+ jammin jars 2 | !twitter | !youtube | !podcast,39262,2021-06-05 07:32:11,2021-06-05T15:06:03.444140
4,CapcomFighters,Street Fighter V,Capcom Pro Tour 2021 - Middle East - Top 16,31101,2021-06-05 12:20:06,2021-06-05T15:06:03.444140
5,Nmplol,Just Chatting,🏳‍🌈 PRIDE COOKING STREAM! 🏳‍🌈,24168,2021-06-05 12:58:48,2021-06-05T15:06:03.444140
6,Tfue,Call of Duty: Warzone,2v2 Wagers $$$ Free Subs (9.69 KD),21723,2021-06-05 11:34:08,2021-06-05T15:06:03.444140
7,Brawlhalla,Brawlhalla,Parsec Invitational - Europe,20768,2021-06-05 14:46:30,2021-06-05T15:06:03.444140
8,Fextralife,Just Chatting,🔴HANGOVER SATURDAY E3 CONVO🔴 with CAS !giveaway ,15769,2021-06-05 12:08:51,2021-06-05T15:06:03.444140
9,CohhCarnage,Just Chatting,E3 Guerilla Collective (Day 1) \o/ - Cozy Tainted Grail tonight! - !NewHouseMonth - !VODChat - !Birthday - #EpicPartner Creator Code: Cohh,14651,2021-06-05 11:57:43,2021-06-05T15:06:03.444140
10,CD PROJEKT RED,Gwent: The Witcher Card Game,GWENT World Masters Season 1 | Quarterfinals | 250000 USD prize pool!,14285,2021-06-05 13:30:05,2021-06-05T15:06:03.444140
11,Asmongold,World of Warcraft,THE BIG DAY--HITTING 70--FLYING--GETTING READY TO RAID--GRUULS LAIR?!,12401,2021-06-05 14:46:00,2021-06-05T15:06:03.444140
12,ESL_SC2,StarCraft II,LIVE: DreamHack SC2 Masters Summer - Lower Bracket - EU,10742,2021-06-05 13:32:01,2021-06-05T15:06:03.444140
13,Kyle,Grand Theft Auto V,Sheriff Kyle Pred - nopixel,10053,2021-06-05 13:03:12,2021-06-05T15:06:03.444140
14,Jankos,League of Legends,"Solo Q, SUMMER SPLIT PREP. The best player in the world pushing S11 !YT !Porofessor",9824,2021-06-05 14:00:34,2021-06-05T15:06:03.444140
15,KristoferYee,Minecraft,professional block placer OTV SMP :) | !rules !meta !mod !shaders | @KristoferYee on socials,8834,2021-06-04 23:07:46,2021-06-05T15:06:03.444140
