,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V,2021-06-09T08:58:12Z,14803639,481702,1700191,18988,2021-06-10T02:37:07.334312
1,Battlefield,Battlefield 2042 Official Reveal Trailer (ft. 2WEI),2021-06-09T15:00:14Z,6694005,56584,598251,11277,2021-06-10T02:37:07.334312
2,CBS Sports HQ,"Floyd Mayweather vs Logan Paul: Fight goes the distance [Highlights, recap] | CBS Sports HQ",2021-06-07T05:40:56Z,14809357,25347,133073,20315,2021-06-10T02:37:07.334312
3,America's Got Talent,Golden Buzzer: Nightbirde&#39;s Original Song Makes Simon Cowell Emotional - America&#39;s Got Talent 2021,2021-06-09T02:01:09Z,4406905,14724,164242,1387,2021-06-10T02:37:07.334312
4,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V Teaser01,2021-06-06T14:59:57Z,8599428,60282,583703,7202,2021-06-10T02:37:07.334312
5,Coldplay,Coldplay - Higher Power (Official Video),2021-06-08T16:00:12Z,1820582,11063,131125,1688,2021-06-10T02:37:07.334312
6,J Balvin,"OTRO FILI - J BALVIN, JAY WHEELER (OFFICIAL TRAILER)",2021-06-08T15:00:24Z,588404,1850,40539,748,2021-06-10T02:37:07.334312
7,FORMULA 1,Race Highlights | 2021 Azerbaijan Grand Prix,2021-06-06T15:10:16Z,8130854,13881,185592,2369,2021-06-10T02:37:07.334312
8,dednahype,Monster vs Dad. Dednahype show #shorts,2021-06-08T07:00:53Z,24527507,4696,884678,38758,2021-06-10T02:37:07.334312
9,BillieEilishVEVO,Billie Eilish - Lost Cause (Official Music Video),2021-06-02T16:00:12Z,37029888,151753,2427159,80477,2021-06-10T02:37:07.334312
10,Tom Simons,I Bought A Water Park,2021-06-08T20:55:29Z,3951825,29475,571071,2652,2021-06-10T02:37:07.334312
11,AnthonyPadilla,I spent a day with DREAM,2021-06-08T19:58:49Z,2496182,20355,317707,3876,2021-06-10T02:37:07.334312
12,TheMasterForever,Dream mask (clean),2021-06-09T02:29:14Z,3064366,84071,516622,34165,2021-06-10T02:37:07.334312
13,Entertainment Tonight,Logan Paul vs Floyd Mayweather Fight HIGHLIGHTS,2021-06-07T17:21:55Z,3104208,4425,28590,6932,2021-06-10T02:37:07.334312
14,Vogue,Selena Gomez  Breaks Down 15 Looks From 2007 to Now | Life in Looks | Vogue,2021-06-08T16:00:04Z,2483444,8774,183536,1319,2021-06-10T02:37:07.334312
15,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V Teaser02,2021-06-07T14:59:58Z,6777386,56950,577412,7924,2021-06-10T02:37:07.334312
16,Btfun,*New* Fortnite season 7 LIVE!,2021-06-08T11:44:46Z,5160374,23638,206467,6593,2021-06-10T02:37:07.334312
17,Awesome Alex 5.0,FORTNITE SEASON 7 IS HERE!! PART 1.,2021-06-08T06:22:07Z,1749784,4466,68404,1924,2021-06-10T02:37:07.334312
18,Fortnite Fun TV,Turn into egg - Tutorial #Shorts,2021-05-23T19:29:35Z,72823723,1577,2471851,76326,2021-06-10T02:37:07.334312
19,doominator gaming,FORTNITE SEASON 7! EVERYTHING YOU DID NOT KNOW,2021-06-08T12:00:10Z,1487101,4479,62827,1210,2021-06-10T02:37:07.334312
20,Lachlan,Welcome to Fortnite Season 7! (Best Season Ever),2021-06-08T15:29:47Z,1489853,3137,64840,1289,2021-06-10T02:37:07.334312
21,ItsOwen,kid shoots dad after he takes PS5..,2021-06-09T20:23:57Z,1471669,2381,47087,1560,2021-06-10T02:37:07.334312
22,jackfrags,Battlefield 2042 Gameplay Details and More!,2021-06-09T15:30:46Z,1138189,11451,84285,1770,2021-06-10T02:37:07.334312
23,zoom,BTS ft. Sakshma Srivastav | Indian Interview | E NOW | Exclusive,2021-06-05T09:00:13Z,7352566,98391,811897,16495,2021-06-10T02:37:07.334312
24,Rachit Rojha,LOCKDOWN WITH COUSIN ( Episode -2 ) || Rachit Rojha,2021-06-06T04:07:00Z,5907914,18054,207177,15265,2021-06-10T02:37:07.334312
25,ItsOwen,kid shoots dad after he takes PS5..,2021-06-09T20:23:57Z,3127688,9746,164867,1696,2021-06-10T02:37:07.334312
26,Fresh,SEASON 7 IS INSANE!,2021-06-08T12:47:30Z,1901845,5108,74207,943,2021-06-10T02:37:07.334312
27,Donut Media,The Next Money Pit Project Car Revealed,2021-06-09T16:00:32Z,598379,5198,55143,795,2021-06-10T02:37:07.334312
28,Triggered Insaan,Great Khali&#39;s Instagram is The Funniest - Try Not To Laugh Challenge vs My Sister,2021-06-05T07:00:02Z,9307646,59449,983057,26720,2021-06-10T02:37:07.334312
29,TheJustin05,NEW FEATURES 1.17 | MINECRAFT BEDROCK,2021-06-09T14:26:22Z,482966,2529,22444,863,2021-06-10T02:37:07.334312
30,Mina Moon,1 minute of Faze Jarvis Training | YouTube VS TikTok,2021-06-08T15:00:01Z,1179948,4758,77014,824,2021-06-10T02:37:07.334312
31,DanTDM Live,Fortnite Season 7 Actually Added This..,2021-06-08T09:40:56Z,630409,2587,23773,426,2021-06-10T02:37:07.334312
32,Iliass TiiwTiiw,TiiwTiiw ft MORAD - FRONTERA NADA  ( CLIP OFFICIEL KHOSE ),2021-06-06T12:00:11Z,2006503,5887,120628,3287,2021-06-10T02:37:07.334312
33,More SypherPK,Reacting to Fortnite SEASON 7 Trailer! (Battlepass Reaction + Story Trailer),2021-06-08T06:50:00Z,738249,2330,29618,569,2021-06-10T02:37:07.334312
34,SecondsOut,Floyd Mayweather&#39;s IMMEDIATE REACTION after exhibition fight vs Logan Paul | Showtime Boxing,2021-06-07T04:17:19Z,2122574,5832,21408,1696,2021-06-10T02:37:07.334312
35,Heavy Spoilers,LOKI Episode 1 Breakdown &amp; Ending Explained Spoiler Review | Marvel Easter Eggs &amp; Things You Missed,2021-06-09T08:31:54Z,231518,1904,10705,288,2021-06-10T02:37:07.334312
36,mau,I Busted 1.17 Minecraft Myths..,2021-06-08T17:00:29Z,452043,789,17439,330,2021-06-10T02:37:07.334312
37,Logan Paul,My Last Words To Floyd Mayweather...,2021-06-06T04:19:19Z,5799764,28625,350324,13495,2021-06-10T02:37:07.334312
38,TheGrefg,MI NUEVO PC - TheGrefg,2021-06-06T19:34:53Z,3310809,17231,360799,4846,2021-06-10T02:37:07.334312
39,merrelltwins,Twin Telepathy Test in Different Rooms! *kinda creepy* - Merrell Twins,2021-06-08T16:00:31Z,340935,2458,26281,254,2021-06-10T02:37:07.334312
40,America's Got Talent,10-Year-Old Peter Rosalita SHOCKS The Judges With &quot;All By Myself&quot; - America&#39;s Got Talent 2021,2021-06-02T00:16:11Z,4374671,7696,102337,1404,2021-06-10T02:37:07.334312
41,BlacktipH,Cleaning Dolphin in Record Time! #Shorts,2021-05-26T19:00:19Z,27808896,7214,373255,45538,2021-06-10T02:37:07.334312
42,boburnham,Welcome to the Internet - Bo Burnham (from &quot;INSIDE&quot;),2021-06-04T15:00:32Z,5948178,25843,432775,1900,2021-06-10T02:37:07.334312
43,Tea Tairovic,TEA TAIROVIC -  HAJDE (OFFICIAL VIDE0 2021),2021-05-21T14:00:03Z,9218986,3947,86001,4103,2021-06-10T02:37:07.334312
44,1Rod1ReelFishing,FISH LOVE THIS SECRET BAIT!!! #shorts,2021-05-25T23:32:08Z,8337487,5173,259167,11492,2021-06-10T02:37:07.334312
