,user_name,game_name,title,viewer_count,started_at,api_call_time
0,RocketLeague,Rocket League,G2 Esports vs FaZe Clan | North American RLCS X Spring Split Major | Championship Sunday,130012,2021-05-23 16:19:24,2021-05-23T23:06:02.645939
1,Flashpoint,Counter-Strike: Global Offensive,G2 vs NIP | Flashpoint 3 - Day 12 | Upper Bracket Semifinals,97499,2021-05-23 15:18:25,2021-05-23T23:06:02.645939
2,summit1g,Grand Theft Auto V,NoPixel. Merch dropped summit1g.gg  [ @summit1g ],37442,2021-05-23 21:48:00,2021-05-23T23:06:02.645939
3,JackManifoldTV,Minecraft,PUB BUILDING AND TTS | DREAM SMP,37215,2021-05-23 21:30:41,2021-05-23T23:06:02.645939
4,buddha,Grand Theft Auto V,Lang Buddha - NoPixel 3.0,35248,2021-05-23 15:59:14,2021-05-23T23:06:02.645939
5,RatedEpicz,Grand Theft Auto V,Randy Bullet | Chang Gang | NoPixel | GTA V RP | !youtube,32919,2021-05-23 20:09:39,2021-05-23T23:06:02.645939
6,HasanAbi,Just Chatting,SUPER SPECIAL SUNDAY FUNDAY,31404,2021-05-23 19:14:06,2021-05-23T23:06:02.645939
7,LIRIK,Chair Simulator,SUB SUNDAY ULTRA POGGOLI ???? EDITION,28606,2021-05-23 16:05:22,2021-05-23T23:06:02.645939
8,MOONMOON,Grand Theft Auto V,[powergamer NoPixel cop pov] omega cop lenny hawk double cuffing all noobs,25163,2021-05-23 20:05:43,2021-05-23T23:06:02.645939
9,Sykkuno,Just Chatting,hell o !,23171,2021-05-23 22:48:59,2021-05-23T23:06:02.645939
10,HusKerrs,Call of Duty: Warzone,CODE HUSKERRS 30% OFF GFUEL !giveaway !slayout | Follow @HusKerrs on all !Socials !GFuel,20216,2021-05-23 17:42:17,2021-05-23T23:06:02.645939
11,TenZ,Just Chatting,Live from Iceland IRL chilling and Q&A,18357,2021-05-23 22:40:15,2021-05-23T23:06:02.645939
12,StableRonaldo_,Slots,millionaires lose money within the next 5 minutes,17523,2021-05-23 20:58:36,2021-05-23T23:06:02.645939
13,btscsgo,Counter-Strike: Global Offensive,LIVE: Evil Geniuses vs FURIA (Bo3) - cs_summit 8 Group Stage: Day 4,15719,2021-05-23 20:59:45,2021-05-23T23:06:02.645939
14,LuluLuvely,Apex Legends,NRG Lulu - only cuties can click this stream - follow me on !twitter @ lululuvely,14348,2021-05-23 19:53:56,2021-05-23T23:06:02.645939
15,VGBootCamp,Super Smash Bros. Ultimate,"Smash World Tour ($200K+ in Prizes!) | NA Northeast Ultimate Online | feat: Tweek, Dabuz, WaDi, Riddles & MORE | !metafy | @SmashWorldTour",13866,2021-05-23 15:30:41,2021-05-23T23:06:02.645939
16,Kyle,Grand Theft Auto V,Sheriff Kyle Pred goes to Court and wins - nopixel,13664,2021-05-23 13:04:24,2021-05-23T23:06:02.645939
17,Yassuo,Slots,18+ DEGEN 10K RAW START !rollbit WATCH ME LOSE MONEY SO U DONT HAVE TO #ad ,12741,2021-05-23 19:54:54,2021-05-23T23:06:02.645939
18,Zerkaa,Grand Theft Auto V,"TOMMY TATE | NoPixel RP (!sidemenrp - !rp - !meta - !chathopping)""",12394,2021-05-23 20:21:54,2021-05-23T23:06:02.645939
19,Jerma985,Fable II,"Good Person, Bad Boy (don't get it twisted)",12021,2021-05-23 21:00:59,2021-05-23T23:06:02.645939
20,kyedae_,VALORANT,24 HR STREAM! HOUR 19/24 | !faq !socials !24hr !watchparty,11275,2021-05-23 03:22:39,2021-05-23T23:06:02.645939
21,LVNDMARK,Escape from Tarkov,FOUND BLUE KEYCARD | !GFUEL | Follow @LVNDMARK_tv on socials,10025,2021-05-23 20:18:19,2021-05-23T23:06:02.645939
22,Pieface23,FIFA 21,(UK) Sunday Funday! Claim your !Prime pick!,9954,2021-05-23 21:26:34,2021-05-23T23:06:02.645939
23,CapcomFighters,Street Fighter V,Capcom Pro Tour 2021 - South America West 1 - Top 8,9668,2021-05-23 20:20:05,2021-05-23T23:06:02.645939
24,LIONSSHARE,Just Chatting,The LION AWARDS :: charity awards show celebrating Asian creators :: !day3 !donate !awards !judges !culturebreaks !giveaway,9602,2021-05-23 22:53:42,2021-05-23T23:06:02.645939
25,koil,Grand Theft Auto V,soze lols,9356,2021-05-23 21:05:37,2021-05-23T23:06:02.645939
26,shroud,World of Warcraft,dual box NAXX |    Follow @shroud on socials,9313,2021-05-23 22:22:52,2021-05-23T23:06:02.645939
27,Ninja,Final Fantasy XI Online,FFXI private server Wingsxi.com,9135,2021-05-23 15:37:54,2021-05-23T23:06:02.645939
28,sweetdreams,Apex Legends,NRG Sweet ~ NRG Scrims then Diamond Guide !tiktok !yt !twitter,8886,2021-05-23 20:58:13,2021-05-23T23:06:02.645939
29,Gladd,Destiny 2,2 Man Atheon | !30 !socials !nexus !squad,8817,2021-05-23 16:48:37,2021-05-23T23:06:02.645939
30,ChilledChaos,Among Us,AMONG US x TOWN OF SALEM! (Gartic Phone Later Tonight!),8772,2021-05-23 20:35:40,2021-05-23T23:06:02.645939
31,LGLOYAL,Just Chatting,"TikTok Gamers Greatest Talent Ep 3 w Judges LG Anomaly, Ruesaint, & LG TikTok House (Allen, Birdo, Bobby)",8329,2021-05-23 22:57:47,2021-05-23T23:06:02.645939
32,EsfandTV,Grand Theft Auto V,CORNWOOD NOPIXEL GTARP -- WILL PLAY WOW WITH ANDREWS TONIGHT,8254,2021-05-23 22:14:15,2021-05-23T23:06:02.645939
