,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,Wisin,"Wisin, Jhay Cortez, Anuel - &quot;Fiel Remix&quot; (Official Video)  ft. Myke Towers, Los Legendarios",2021-06-15T22:00:10Z,6831042,32441,459023,11935,2021-06-17T14:37:07.685986
1,ChippyGaming,Zelda Breath of the Wild 2 Trailer - Breakdown and Explanation! (E3 2021),2021-06-15T19:36:15Z,4179564,29482,257706,2864,2021-06-17T14:37:07.685986
2,Coltyy,CATCHING THE CRIMINAL WHO BROKE INTO MY CAR! #shorts,2021-06-09T07:39:11Z,17811381,11655,1084852,21639,2021-06-17T14:37:07.685986
3,HoneyLemonYT,Brawl Stars Animation *PARODY*  - Buzz RUNIED The ENTIRE Water Park !,2021-06-16T16:27:14Z,3302199,15582,269184,1856,2021-06-17T14:37:07.685986
4,America's Got Talent,Golden Buzzer: World Taekwondo Demonstration Team Shocks the Judges - America&#39;s Got Talent 2021,2021-06-16T02:57:38Z,3942001,10216,151014,1596,2021-06-17T14:37:07.685986
5,Clash of Clans,Summer Update Is Here! (Clash of Clans Official),2021-06-15T09:07:45Z,5989472,3777,106469,2547,2021-06-17T14:37:07.685986
6,Tsuriki Show,Try your luck challenge with Tsuriki Show #shorts,2021-06-16T04:55:00Z,5684610,561,176815,11028,2021-06-17T14:37:07.685986
7,MrBeast,"Make THIS Shot, Win $300,000",2021-06-12T20:00:01Z,27208745,67885,1472710,19409,2021-06-17T14:37:07.685986
8,SupraPixel,PUDIMOS INSTALAR WINDOWS 11!!,2021-06-16T15:25:14Z,228293,2927,27533,413,2021-06-17T14:37:07.685986
9,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V,2021-06-09T08:58:12Z,84610902,958179,2671465,62917,2021-06-17T14:37:07.685986
10,HotSpanish Music,HotSpanish - MI BODA (Video Oficial),2021-06-15T22:10:33Z,482596,3749,64930,1063,2021-06-17T14:37:07.685986
11,America's Got Talent,Golden Buzzer: Nightbirde&#39;s Original Song Makes Simon Cowell Emotional - America&#39;s Got Talent 2021,2021-06-09T02:01:09Z,20603060,43689,670089,6248,2021-06-17T14:37:07.685986
12,MORGENSHTERN,"MORGENSHTERN - ARISTOCRAT (Official Video, 2021)",2021-06-15T10:30:03Z,8015070,46017,703695,44156,2021-06-17T14:37:07.685986
13,Veritasium,The Longest-Running Evolution Experiment,2021-06-16T15:36:29Z,1584050,10601,110350,1885,2021-06-17T14:37:07.685986
14,Tom Simons,Riding The Craziest Roller Coaster In England,2021-06-15T14:07:29Z,5450629,71653,683061,3704,2021-06-17T14:37:07.685986
15,Garbaj,A Sneaky Trick Most FPS Games Use,2021-06-07T14:00:05Z,6768827,3743,514665,6072,2021-06-17T14:37:07.685986
16,camman18 clips,the fastest bridging method in minecraft,2021-06-16T15:00:36Z,670260,867,58006,759,2021-06-17T14:37:07.685986
17,LIFE OK TV,|| Hungary vs Portugal || LIFE OK TELEVISION HD ||,2021-06-16T07:46:38Z,813652,1300,14775,259,2021-06-17T14:37:07.685986
18,Miniminter,An Honest Review of YouTube Vs Tiktok Boxing Event,2021-06-15T18:00:05Z,1606135,2499,124910,936,2021-06-17T14:37:07.685986
19,NBA on TNT,Kevin Durant Delivered An All-Time NBA Playoffs Performance in Game 5 Against the Bucks | NBA on TNT,2021-06-16T03:39:58Z,1453374,4251,19833,543,2021-06-17T14:37:07.685986
20,One Sports,FIBA Asia Cup 2021 Qualifiers: Gilas Pilipinas highlights vs South Korea,2021-06-16T15:16:44Z,745961,1766,11707,310,2021-06-17T14:37:07.685986
21,jeffreestar,Addressing My Mental Health.. Selling My House and Getting Help,2021-06-15T17:00:43Z,1883565,19560,121919,7239,2021-06-17T14:37:07.685986
22,Dude Perfect,World&#39;s Hottest Hot Sauce | OT 27,2021-06-14T22:00:04Z,8007798,20842,334541,5053,2021-06-17T14:37:07.685986
23,TheKillersVEVO,The Killers - Dustland (Official Music Video) ft. Bruce Springsteen,2021-06-16T13:00:08Z,252787,1033,15167,165,2021-06-17T14:37:07.685986
