,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,EA SPORTS FIFA,FIFA 22 | Official Reveal Trailer,2021-07-11T15:30:10Z,1439415,8206,97112,8147,2021-07-12T08:37:07.280607
1,Mrbeast Pro🧠,"will you drop out of school for $100,000",2021-07-10T21:12:27Z,19287803,58321,1155411,12627,2021-07-12T08:37:07.280607
2,Goodwin Family,Bringing Down the House #shorts,2021-07-04T06:47:53Z,46050578,5275,1246784,72700,2021-07-12T08:37:07.280607
3,BT Sport,&quot;This guy is a dirtbag!&quot; Dustin Poirier on Conor McGregor after heated UFC 264 main event.,2021-07-11T04:43:13Z,5556347,12905,69099,4625,2021-07-12T08:37:07.280607
4,BillieEilishVEVO,Billie Eilish - NDA (Official Music Video),2021-07-09T04:00:09Z,11428582,80762,1032793,26061,2021-07-12T08:37:07.280607
5,TheKidLAROIVEVO,"The Kid LAROI, Justin Bieber - Stay (Official Video)",2021-07-09T04:00:12Z,8177450,40162,583003,6860,2021-07-12T08:37:07.280607
6,SciCry,Virgin Galactic Unity 22 Spaceflight Livestream - DEBUNKED,2021-07-11T18:02:10Z,7029980,2540,99875,3652,2021-07-12T08:37:07.280607
7,Rusher King,"Rusherking, Duki - BAILANDO TE CONOCI (Official Video)",2021-07-08T23:00:14Z,5692111,15004,467912,3764,2021-07-12T08:37:07.280607
8,BT Sport,&quot;What are you doing bro? That&#39;s disgusting!&quot; Dustin Poirier heated interview after UFC 264,2021-07-11T07:21:24Z,2485681,7792,35974,1478,2021-07-12T08:37:07.280607
9,Freduart,CAPTURA LOS COLORES STACK COLORS #shorts,2021-07-09T18:00:06Z,903990,130,84493,1946,2021-07-12T08:37:07.280607
10,ingratax,Ingratax - Paris (Official Video),2021-07-08T21:00:09Z,2714069,12071,397666,5010,2021-07-12T08:37:07.280607
11,Louis Vuitton,Backstage with BTS at Virgil Abloh&#39;s Men&#39;s Fall-Winter 2021 Show in Seoul | LOUIS VUITTON,2021-07-10T02:00:11Z,2233049,9670,446990,1166,2021-07-12T08:37:07.280607
12,Sanjay 10,Argentina-Champion Copa America 2021 after 28 years|Highlights and Celebration|Sanjay Hitan,2021-07-11T04:43:43Z,548477,933,15871,191,2021-07-12T08:37:07.280607
13,Yuvraj Reacts,Indian reacts to Lionel Messi&#39;s first INTERNATIONAL TROPHY | Copa America 2021 | Argentina vs Brazil,2021-07-11T14:26:52Z,4371122,4161,111828,3567,2021-07-12T08:37:07.280607
14,Joe Porter,Cool Musical Sound Effects on Different Instruments #shorts,2021-07-06T04:10:27Z,4113647,2674,383587,4833,2021-07-12T08:37:07.280607
15,MMA Talk,"Conor McGregor BREAKS SILENCE following UFC 264 loss,Dana White on McGregor insulting Poirier&#39;s wife",2021-07-11T12:41:35Z,534807,4529,5062,485,2021-07-12T08:37:07.280607
16,Veritasium,The Biggest Myth In Education,2021-07-09T14:27:22Z,4374511,23055,234483,4870,2021-07-12T08:37:07.280607
17,The Try Guys,Try Guys Bake Muffins Without A Recipe,2021-07-10T15:00:03Z,1206937,4082,69888,620,2021-07-12T08:37:07.280607
18,BasVEVO,Bas - The Jackie (ft. J. Cole &amp; Lil Tjay) [Official Video],2021-07-09T16:00:11Z,2319867,10006,154018,1640,2021-07-12T08:37:07.280607
19,Santan Dave,Dave - Clash (ft. Stormzy),2021-07-09T11:20:45Z,2148211,7547,123426,2066,2021-07-12T08:37:07.280607
20,Netflix,The Witcher: Season 2 Teaser Trailer | Netflix,2021-07-09T20:53:22Z,3610856,9210,188477,2596,2021-07-12T08:37:07.280607
21,MrBeast Gaming,Walking Across The Entire Universe!,2021-07-08T18:00:06Z,9390114,26388,441508,8394,2021-07-12T08:37:07.280607
22,DanTDM,DANTDM ANIMATED FUNNY MOMENTS,2021-07-10T17:00:08Z,1238659,6037,122429,381,2021-07-12T08:37:07.280607
23,America's Got Talent,Golden Buzzer: 9-Year-Old Victory Brinker Makes AGT HISTORY! - America&#39;s Got Talent 2021,2021-07-07T01:58:39Z,7687501,10413,152180,4269,2021-07-12T08:37:07.280607
24,AK4:20,AK4:20 - THE ROOKIE - (PRODBY LEOJAHBEATS),2021-07-09T20:15:12Z,520567,2480,54274,467,2021-07-12T08:37:07.280607
25,BrentTV,Mining 20 Minecraft Mining Kits! (1/48 have a Rare Golden Creeper!),2021-07-10T00:16:05Z,3528637,24685,259774,3359,2021-07-12T08:37:07.280607
26,Guardian Sport,Euro 2020 final: Italy and England fans react to final penalty kick,2021-07-11T23:15:32Z,379548,1514,5597,89,2021-07-12T08:37:07.280607
27,BD10HD,Lionel Messi Celebrations &amp; Crazy Moments After Winning !,2021-07-11T03:27:00Z,1565892,2310,38638,670,2021-07-12T08:37:07.280607
28,MORGENSHTERN,"MORGENSHTERN - NOMINALO (Official Video, 2021)",2021-07-06T20:05:00Z,8101168,55155,696271,38492,2021-07-12T08:37:07.280607
