,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,ytwDoc,TASTE OF LOVE - TWICE | ReactwithDoc,2021-06-01T12:11:03Z,3681894,62645,534534,5355,2021-06-01T14:37:07.647127
1,beIN SPORTS Asia,FULL trophy presentation as Chelsea clinch second UCL title | UCL 20/21 Moments,2021-05-29T21:28:22Z,5998058,6447,85915,4074,2021-06-01T14:37:07.647127
2,Bruno Mars,"Bruno Mars, Anderson .Paak, Silk Sonic- Leave The Door Open (Live from the iHeartRadio Music Awards)",2021-05-30T00:45:33Z,3445000,8772,216146,1095,2021-06-01T14:37:07.647127
3,KHEA,"KHEA, Maria Becerra - Te Necesito (Live Acoustic)",2021-05-30T21:00:12Z,1566126,6494,185669,1081,2021-06-01T14:37:07.647127
4,ZHC,I Customized A School,2021-05-31T21:46:26Z,2437687,26923,190277,1786,2021-06-01T14:37:07.647127
5,BlacktipH,Cleaning Dolphin in Record Time! #Shorts,2021-05-26T19:00:19Z,9391772,3979,136916,16172,2021-06-01T14:37:07.647127
6,BLACKPINK,BLACKPINK - 2021 [THE SHOW] DVD &amp; KiT VIDEO RELEASE,2021-06-01T07:00:31Z,1456952,36684,413498,1948,2021-06-01T14:37:07.647127
7,OverSimplified,The Napoleonic Wars - OverSimplified (Part 2),2021-05-29T00:30:11Z,4839780,19656,265155,2668,2021-06-01T14:37:07.647127
8,Lau Dumé,Nuevo WhatsApp Estilo IPhone en Android 2021,2021-05-10T17:30:35Z,462030,2214,21353,599,2021-06-01T14:37:07.647127
9,LockPickingLawyer,[1299] Unpickable Locks From Stuff Made Here,2021-05-31T16:00:09Z,2244257,15120,230570,1066,2021-06-01T14:37:07.647127
10,Crafty Panda,Weird Ways to SNEAK MAKEUP INTO JAIL | 11 Funny Ideas to SNEAK ANYTHING ANYWHERE by Crafty Panda,2021-05-26T11:00:13Z,9271567,1195,65966,14828,2021-06-01T14:37:07.647127
11,Dude Perfect,Fastest Soapbox Car Wins,2021-05-31T21:59:56Z,4006049,10906,254521,1835,2021-06-01T14:37:07.647127
12,OverSimplified,The Napoleonic Wars  - OverSimplified (Part 1),2021-05-28T23:45:09Z,5326319,26971,318095,2596,2021-06-01T14:37:07.647127
13,Roland Garros,Roger Federer vs Denis Istomin - Round 1 Highlights I Roland-Garros 2021,2021-05-31T17:34:42Z,498820,781,8148,109,2021-06-01T14:37:07.647127
14,LilBabyVEVO,Lil Baby &amp; Lil Durk - Voice of the Heroes (Official Video),2021-05-31T19:00:20Z,2303043,11264,198847,1640,2021-06-01T14:37:07.647127
15,Bella Poarch,Bella Poarch - Build a B*tch (Official Music Video),2021-05-14T04:00:16Z,133922505,381327,7054330,232771,2021-06-01T14:37:07.647127
16,ashish chanchlani vines,Online Parent Teacher Meeting | Ashish Chanchlani,2021-05-29T08:35:32Z,16845398,105463,2118717,26277,2021-06-01T14:37:07.647127
17,PrestonPlayz,Minecraft But YouTubers are Totems...,2021-05-31T14:15:01Z,1388844,7518,45247,1263,2021-06-01T14:37:07.647127
18,SmarterEveryDay,"Exploding Weed Seeds (28,546 fps Slow Motion)- Smarter Every Day 257",2021-05-30T14:00:14Z,1465946,6715,85132,1407,2021-06-01T14:37:07.647127
19,GIMS,GIMS - ONLY YOU feat. Dhurata Dora (Clip Officiel),2021-05-28T18:00:11Z,6722735,8392,216997,4256,2021-06-01T14:37:07.647127
20,SHOWTIME Sports,Inside Mayweather vs. Paul | Full Episode (TV14) | SHOWTIME PPV,2021-05-29T16:00:36Z,2485169,10426,58803,3146,2021-06-01T14:37:07.647127
21,Veritasium,Risking My Life To Settle A Physics Debate,2021-05-29T16:14:37Z,3765537,24848,191706,2961,2021-06-01T14:37:07.647127
22,The Late Show with Stephen Colbert,BTS &quot;Butter&quot; - The Late Show with Stephen Colbert,2021-05-26T04:30:13Z,11984544,48357,1351641,9419,2021-06-01T14:37:07.647127
23,Action Lab Shorts,The Coldest Ball,2021-05-28T21:19:15Z,11845397,3623,591327,8591,2021-06-01T14:37:07.647127
24,LockPickingLawyer,[1299] Unpickable Locks From Stuff Made Here,2021-05-31T16:00:09Z,2203337,8127,173752,838,2021-06-01T14:37:07.647127
25,HaytersTV,There is no better player in world football than Ngolo Kante says Cesar Azpilicueta after UCL final,2021-05-29T23:23:30Z,1286031,2302,26567,350,2021-06-01T14:37:07.647127
26,The Game Theorists,Game Theory: The Secret Lore of Friday Night Funkin&#39;...,2021-05-29T18:04:17Z,2461381,20973,190175,3854,2021-06-01T14:37:07.647127
27,Marshmello,Marshmello x 2021 UEFA Champions League Final Opening Ceremony presented by Pepsi #UCLFinal,2021-05-29T20:16:22Z,2316334,8175,186235,2175,2021-06-01T14:37:07.647127
28,Technology Connections,Perhaps the weakest link in the US electrical system,2021-05-30T15:15:39Z,728745,9549,49500,616,2021-06-01T14:37:07.647127
29,CharlieOliverBates,Tesla Paint Removal #shorts,2021-05-17T06:32:12Z,1213733,788,99148,2763,2021-06-01T14:37:07.647127
30,Summoning Salt,Super Mario Bros: The Human Limit,2021-05-30T02:16:38Z,941922,7005,81044,478,2021-06-01T14:37:07.647127
31,FreshFresh,We HAVE to WIN!,2021-05-30T16:30:01Z,348914,601,15973,187,2021-06-01T14:37:07.647127
32,Drew Gooden,I watched one SNL episode from every season,2021-05-31T17:33:10Z,1159896,10694,127673,757,2021-06-01T14:37:07.647127
33,SHOWTIME Sports,Nonito Donaire KOs Nordine Oubaali In Round 4 | SHOWTIME CHAMPIONSHIP BOXING,2021-05-30T04:30:11Z,1099650,1993,12658,270,2021-06-01T14:37:07.647127
34,Jay Foreman,How do you start a new country?,2021-05-31T15:23:42Z,352702,2006,34059,136,2021-06-01T14:37:07.647127
35,RoomieOfficial,It&#39;s time to say goodbye - thank you for everything,2021-05-31T15:59:48Z,733454,10595,113883,706,2021-06-01T14:37:07.647127
36,JackManifoldTV,We got lost in a Cave...,2021-05-31T18:10:52Z,1220346,8779,231180,441,2021-06-01T14:37:07.647127
37,Delta Kevin,Oblivion NPC: &quot;Camerman&#39;s Friends Love This Incredible Gift From A Jeep&quot; #Short,2021-05-28T15:06:15Z,42347331,6485,794570,72289,2021-06-01T14:37:07.647127
38,LastWeekTonight,Cereal: Last Week Tonight with John Oliver (Web Exclusive),2021-05-31T03:00:00Z,2491890,11550,202149,4449,2021-06-01T14:37:07.647127
39,Kevin Tran,I Fell in Love in the Plane - Episode 3/3 : The Promise,2021-05-30T12:51:58Z,687268,5584,96977,1102,2021-06-01T14:37:07.647127
40,L B Z N A Z,ElGrandeToto - Haram (Pablo2) lyrics,2021-06-01T03:33:51Z,490518,8498,93547,3009,2021-06-01T14:37:07.647127
