,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,Beast Reacts,Inside an Ice Cream Factory!,2021-06-28T20:14:23Z,6624622,17284,351141,3856,2021-06-30T08:37:07.289510
1,Bruno Mars,"Bruno Mars, Anderson .Paak, Silk Sonic - Leave The Door Open (Live from the BET Awards)",2021-06-28T07:00:11Z,2998266,7379,188330,1011,2021-06-30T08:37:07.289510
2,Ed Sheeran,Ed Sheeran - Bad Habits [Official Video],2021-06-25T04:00:33Z,23733334,64910,991296,29756,2021-06-30T08:37:07.289510
3,Premier Boxing Champions,"Gervonta Davis vs Mario Barrios Knockout HIGHLIGHTS: June 26, 2021 - PBC on Showtime PPV",2021-06-27T06:27:34Z,4753376,7238,40426,2332,2021-06-30T08:37:07.289510
4,Romina Gafur,This took so long!! #Shorts,2021-06-28T03:05:26Z,4445214,608,132007,7307,2021-06-30T08:37:07.289510
5,Doja Cat,"Doja Cat, The Weeknd - You Right (Official Video)",2021-06-25T04:00:10Z,22399558,42548,765288,12597,2021-06-30T08:37:07.289510
6,MadisonBeerMusicVEVO,Madison Beer - Reckless (Official Music Video),2021-06-29T04:00:11Z,1052694,9159,151123,1461,2021-06-30T08:37:07.289510
7,Dude Perfect,Cell Phone Stereotypes,2021-06-28T22:00:08Z,6575133,17215,348918,4242,2021-06-30T08:37:07.289510
8,Genshin Impact,New Character Demo - &quot;Kaedehara Kazuha: Wandering Winds&quot; | Genshin Impact,2021-06-28T04:00:32Z,2142988,20663,243512,868,2021-06-30T08:37:07.289510
9,10kchallenge,Trending video copyrights disclaimer from https://youtu.be/uTQnMukAhsg,2021-06-29T10:38:18Z,96146225,2742,2987961,66174,2021-06-30T08:37:07.289510
10,MrBeast,I Spent 50 Hours In Prison,2021-06-26T20:00:02Z,25523230,78684,1426243,19887,2021-06-30T08:37:07.289510
11,carwow,Bugatti Chiron v F1 Car: DRAG RACE,2021-06-26T08:05:42Z,6460901,28734,343048,3625,2021-06-30T08:37:07.289510
12,GabeSweats,norway&#39;s criminal justice system,2021-06-27T19:00:02Z,4978979,11372,366138,7169,2021-06-30T08:37:07.289510
13,Austin Sprinz,Colored Zorbo + Fan #shorts,2021-06-15T21:15:59Z,29485564,1174,421172,31293,2021-06-30T08:37:07.289510
14,Fortnite Fun TV,Greatest samurai challenge #Shorts,2021-06-27T02:16:29Z,10622614,411,317371,19430,2021-06-30T08:37:07.289510
15,Windies Cricket,Highlights | West Indies vs South Africa | Lewis &amp; Gayle Star! | 1st CG Insurance T20I 2021,2021-06-26T23:10:08Z,3226701,3616,71641,2072,2021-06-30T08:37:07.289510
16,Sidemen,THE WHEEL: SIDEMEN EDITION,2021-06-27T17:01:46Z,6686413,23697,471929,2531,2021-06-30T08:37:07.289510
17,GoodTimesWithScar,Hermitcraft 8 Episode 3: Revealing My BIG SECRET!,2021-06-29T16:04:35Z,595473,17205,48130,203,2021-06-30T08:37:07.289510
18,carwow América Latina,Bugatti Chiron vs Red Bull F1: ARRANCONES,2021-06-27T16:13:32Z,614120,1608,37297,463,2021-06-30T08:37:07.289510
19,South Lover,South Best Hindi Dubbed Movies |A1 Express |,2021-06-28T13:56:07Z,12076919,7203,299193,12620,2021-06-30T08:37:07.289510
20,Boston Dynamics,Spot&#39;s On It,2021-06-29T13:00:03Z,441626,3347,40168,1017,2021-06-30T08:37:07.289510
21,theneedledrop,"Tyler, the Creator - Call Me If You Get Lost ALBUM REVIEW",2021-06-29T01:07:47Z,656508,4390,47089,1012,2021-06-30T08:37:07.289510
22,Casually Explained,Casually Explained: First Date Mistakes,2021-06-28T21:25:18Z,556988,2508,68470,350,2021-06-30T08:37:07.289510
23,Genshin Impact,Collected Miscellany - &quot;Kaedehara Kazuha: Free Spirit&quot; | Genshin Impact,2021-06-29T10:00:20Z,786062,6344,89935,301,2021-06-30T08:37:07.289510
24,Forrestbono,I Survived 100 Days on One Cloud in Minecraft.. Here&#39;s What Happened..,2021-06-28T03:45:01Z,2616234,9400,86076,1697,2021-06-30T08:37:07.289510
25,PavloBobo,How is this possible? #shorts Cool Tiktok video by PavloBobo,2021-06-21T08:19:36Z,17306854,898,116408,26947,2021-06-30T08:37:07.289510
26,BLACKPINK,BLACKPINK x Today&#39;s Top Hits,2021-06-24T15:00:03Z,7386071,49675,1045984,10193,2021-06-30T08:37:07.289510
27,Sunrise Well,Kiry Curu x RochyRD Amaneci Chuky | (Instrumental) KARAOKE,2021-06-29T20:00:30Z,409452,3830,46043,345,2021-06-30T08:37:07.289510
