,user_name,game_name,title,viewer_count,started_at,api_call_time
0,summit1g,Grand Theft Auto V,NoPixel. Merch dropped summit1g.gg  [ @summit1g ],40167,2021-06-02 22:07:05,2021-06-03T08:06:07.754342
1,sodapoppin,World of Warcraft,TBC launch! Day 2 | www.sodapoppin.shop (Discount code: POOR),27947,2021-06-02 22:15:59,2021-06-03T08:06:07.754342
2,michaelreeves,Minecraft,relapsing,19440,2021-06-03 07:32:25,2021-06-03T08:06:07.754342
3,shroud,World of Warcraft,TBC B-DAY GRIND CONTINUES. | Follow @shroud on socials,18078,2021-06-02 20:39:59,2021-06-03T08:06:07.754342
4,sinatraa,VALORANT,SEN Sinatraa | gaming !newvid,17951,2021-06-02 23:53:58,2021-06-03T08:06:07.754342
5,koil,Grand Theft Auto V,Trooper Soze - Time Trials,14589,2021-06-03 01:41:15,2021-06-03T08:06:07.754342
6,MuTeX,Call of Duty: Warzone,61 kill Solo Quads AND 56 kill Solo Duos WORLD RECORD HOLDER!,13566,2021-06-03 05:06:04,2021-06-03T08:06:07.754342
7,Amouranth,ASMR," 🍑ASMR - use headphones💦!s !social💦!INSTAGRAM: amouranth💦!GFUEL💦
",13330,2021-06-03 05:00:07,2021-06-03T08:06:07.754342
8,sneakylol,League of Legends,Sneaky | ggEZ cl,12757,2021-06-03 03:50:54,2021-06-03T08:06:07.754342
9,Eret,Minecraft,Spreading Pride on the Dream SMP!!!,12064,2021-06-03 02:35:45,2021-06-03T08:06:07.754342
10,Rogue,Apex Legends,NRG RAT · Ranked GOD · Twitter: @TTrebb,12059,2021-06-03 04:01:22,2021-06-03T08:06:07.754342
11,BeyondTheSummit,Dota 2,LIVE: OB.Neon vs Boom Esports (Bo3) - LOOT.BET Pro Series 6 SEA: UB Round 1 w/ MLPDotA & johnxfire,11474,2021-06-02 12:46:52,2021-06-03T08:06:07.754342
12,Ramee,Grand Theft Auto V,Conan Clarkson Interceptor Trials | !Twitter | NoPixel,10554,2021-06-02 18:48:10,2021-06-03T08:06:07.754342
13,EsfandTV,World of Warcraft,WARLORD OF WARCRAFT - THE PALADIN EMPIRE STRIKES BACK (FINDING MY FATHER (OR SO I THOUGHT)),8878,2021-06-01 19:55:54,2021-06-03T08:06:07.754342
14,NathanCavaleri,Music,!Studio Moth - Recording - Mixing - Production ,7948,2021-06-03 07:09:01,2021-06-03T08:06:07.754342
