,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,LilNasXVEVO,"Lil Nas X, Jack Harlow - INDUSTRY BABY (Official Video)",2021-07-23T04:00:12Z,23297497,158984,1609583,72511,2021-07-25T14:37:06.517635
1,MrZeal,I react to Mrbeast&#39;s latest video,2021-07-25T10:48:10Z,12119853,37905,840124,6011,2021-07-25T14:37:06.517635
2,Anne-Marie,Anne-Marie &amp; Little Mix - Kiss My (Uh Oh) [Official Video],2021-07-23T12:00:11Z,2338828,14793,216339,2146,2021-07-25T14:37:06.517635
3,Myke Towers,Myke Towers - Almas Gemelas (Video Oficial),2021-07-23T00:00:43Z,1789797,4590,134970,1213,2021-07-25T14:37:06.517635
4,TaylorSwiftVEVO,taylor swift - the lakes (original version) [audio],2021-07-24T13:00:32Z,701676,12224,124123,528,2021-07-25T14:37:06.517635
5,FeidVEVO,FEID - Tengo Fe (Official Video),2021-07-23T00:00:10Z,1067166,3473,79278,565,2021-07-25T14:37:06.517635
6,MrBeast Gaming,I Survived 100 Days Of Hardcore Minecraft!,2021-07-22T19:46:51Z,11028340,50031,604061,9059,2021-07-25T14:37:06.517635
7,Battlefield,Battlefield 2042 | Battlefield Portal Official Trailer,2021-07-22T17:44:43Z,3205512,20052,254016,3929,2021-07-25T14:37:06.517635
8,Jay Wheeler,Jay Wheeler - Dos Tragos (Official Video),2021-07-22T04:00:11Z,3523859,4701,112533,798,2021-07-25T14:37:06.517635
9,TesherVEVO,Tesher x Jason Derulo - Jalebi Baby (Official Video),2021-07-13T15:00:11Z,27886931,37103,1192195,19339,2021-07-25T14:37:06.517635
10,The Try Guys,The Try Guys Make Donuts Without A Recipe,2021-07-24T15:00:00Z,1123894,5018,65535,595,2021-07-25T14:37:06.517635
11,Sapnap,"Minecraft, But Item Drops Are Random And Multiplied...",2021-07-23T17:37:30Z,1348816,7258,143057,1357,2021-07-25T14:37:06.517635
12,Big Soto,"Big Soto, Gera MX - High (Video Oficial)",2021-07-23T04:00:01Z,1233797,2747,73705,595,2021-07-25T14:37:06.517635
13,Dylan Ayres,Rubber Band Trampoline #Shorts,2021-07-10T17:29:38Z,19896381,3225,1068796,43478,2021-07-25T14:37:06.517635
14,Goodwin Family,Invisible Jenga #shorts by Goodwin Family,2021-07-10T07:49:48Z,41259751,2175,1098891,72400,2021-07-25T14:37:06.517635
15,The Kid LAROI.,The Kid LAROI - Not Sober (feat. Polo G and Stunna Gambino) (Official Video),2021-07-23T04:00:11Z,2110984,9679,159454,1509,2021-07-25T14:37:06.517635
16,DW Documentary,Disastrous floods in western Germany - The Eifel disaster | DW Documentary,2021-07-23T16:00:15Z,656253,1602,5678,290,2021-07-25T14:37:06.517635
17,GameToons Gaming,WHITTY Imposter Role in Among Us...,2021-07-23T19:45:00Z,1971047,2713,39094,1524,2021-07-25T14:37:06.517635
18,Marques Brownlee,Tesla Model S PLAID Impressions: Re-Inventing the Wheel!,2021-07-23T00:55:10Z,4638150,13069,172242,3160,2021-07-25T14:37:06.517635
