,user_name,game_name,title,viewer_count,started_at,api_call_time
0,xQcOW,Grand Theft Auto V,{NoPixel Public} FINISHING WHAT WE STARTED (FINAL EPISODE),53637,2021-06-20 03:06:57,2021-06-20T12:06:03.140801
1,LCK,League of Legends,LSB vs T1ㅣBRO vs HLE | 2021 LCK Summer,38779,2021-06-20 07:29:57,2021-06-20T12:06:03.140801
2,ESL_DOTA2,Dota 2,LIVE: T1 vs Alliance - ESL One Summer 2021 - LB Final,24351,2021-06-20 10:58:20,2021-06-20T12:06:03.140801
3,GCXEvent,World of Warcraft,GCX'21 Charity Marathon | Bajheera | Powered by Logitech G | !charity !donate,13766,2021-06-20 08:00:11,2021-06-20T12:06:03.140801
4,LPL,League of Legends,LGD vs. JDG | BLG vs. SN | LNG vs. RNG - Week 2 Day 7 | LPL Summer Split (2021),12237,2021-06-20 06:00:29,2021-06-20T12:06:03.140801
5,Symfuhny,Call of Duty: Warzone,INSANE HIGH KILL WINS WATCH NOW!! !KEYBOARD | USE CODE SYM IN THE STORE #AD,11474,2021-06-20 09:25:46,2021-06-20T12:06:03.140801
6,AnthonyZ,Grand Theft Auto V,!tiktok !bfserver | Tony Corleone | NoPixel WL | LIVE MON-FRI 9:30AM CT,10085,2021-06-20 09:22:33,2021-06-20T12:06:03.140801
7,sweetdreams,Apex Legends,NRG Sweet ~ SCARZ CUP CHAMPS!!!!! #1 Ranked Grind with Naughty/Mande,8918,2021-06-20 06:22:21,2021-06-20T12:06:03.140801
8,Tfue,Call of Duty: Warzone,High Kills /w LMG AIMBOT (9.69 KD),8912,2021-06-20 11:14:58,2021-06-20T12:06:03.140801
9,imls,League of Legends,T1 LS | Chovy vs BRO #2021LCKWatchParty | !blitz !nordvpn !Patreon !T1Shop !spotify !podcast,8539,2021-06-19 21:18:56,2021-06-20T12:06:03.140801
10,RATIRL,League of Legends,👽 RATIRL New earl Cups yo league into  !GFUELcod perhaps bit mad? :-) !GFUEL    =o calm stream wins today nd positiv,8354,2021-06-20 08:25:34,2021-06-20T12:06:03.140801
11,AdmiralBulldog,Dota 2,Waiting for Alliance,7849,2021-06-20 08:19:47,2021-06-20T12:06:03.140801
12,PUBG,PLAYERUNKNOWN'S BATTLEGROUNDS,PCS4 ASIA WEEK2 DAY2 | PUBG Continental Series,7260,2021-06-20 09:10:24,2021-06-20T12:06:03.140801
13,Jankos,League of Legends,"Solo Q, SUMMER SPLIT PREP. The best player in the world pushing S11 !YT",7085,2021-06-20 11:14:26,2021-06-20T12:06:03.140801
14,Ray__C,Grand Theft Auto V,RACING w/ KITTY! USB DONGLE FOUND! NoPixel Main! NEWVID !newvid,6972,2021-06-20 02:33:16,2021-06-20T12:06:03.140801
15,NASA,Science & Technology,LIVE from space: Astronauts Install New Solar Arrays on the International Space Station,6897,2021-06-20 11:51:29,2021-06-20T12:06:03.140801
16,CohhCarnage,Wolfstride,"DEMOTHON! - Wolfstride, Wartales & more! - !Birthday (Charity Stream, June 25th) - !NewHouseMonth - #EpicPartner Creator Code: COHH",6731,2021-06-20 11:41:09,2021-06-20T12:06:03.140801
17,DeuceAce,Slots,"🌰 €660.000 Buys & €353.000 Hunt 🌰 !GAMDOM use code ""JAY"" for free money raffles every 15min✨",6465,2021-06-20 07:18:25,2021-06-20T12:06:03.140801
18,bateson87,FIFA 21,FATHERS DAY FUT CHAMPIONS! !Prime,6014,2021-06-20 08:49:00,2021-06-20T12:06:03.140801
19,x2Twins,Minecraft,TRIO ARENA OMG,5963,2021-06-20 07:30:57,2021-06-20T12:06:03.140801
20,StaysafeTV,World of Warcraft,WARLOCK GAMING - !gum,4910,2021-06-20 07:36:18,2021-06-20T12:06:03.140801
21,IWillDominate,League of Legends,3 LPL BANGERS (LGD VS JDG | BLG VS SN | LNG VS RNG) LETS GO #LPLCoStream,4735,2021-06-20 07:12:20,2021-06-20T12:06:03.140801
22,RduLIVE,Hearthstone,(NOT) Losing Stream | Daily !vid on YouTube,4337,2021-06-20 09:47:21,2021-06-20T12:06:03.140801
23,TEBtv4,Counter-Strike: Global Offensive,[EN] HYENAS vs k23 | Lower Bracket | Funspark ULTI 2021,4306,2021-06-20 09:45:00,2021-06-20T12:06:03.140801
24,sleepy,Overwatch,i have 🅱️ ⭕ 🅱️ 🅰️ mm mm MMMMM,4223,2021-06-20 05:07:22,2021-06-20T12:06:03.140801
25,Ming,Grand Theft Auto V,Ming Jingtai | NoPixel | !Subathon to fix schedule | Looking for that green card 📟,4070,2021-06-20 01:21:09,2021-06-20T12:06:03.140801
26,Lysium,Grand Theft Auto V,🐝 CG WAR?! BOBCAT?! PALETO?! | BENJI | NoPixel GTA RP | @LysiumGG | youtube.com/Lysium,4036,2021-06-20 08:20:58,2021-06-20T12:06:03.140801
27,singsing,Dota 2,random boomer stream,3767,2021-06-20 09:43:49,2021-06-20T12:06:03.140801
28,iskall85,Minecraft,chill sunday! lets vault | VAULT HUNTERS SMP 2 | !discord !prime,3693,2021-06-20 09:59:41,2021-06-20T12:06:03.140801
29,GloriaMatvien,"Pools, Hot Tubs, and Beaches",  💗🔥HOT TUB Party🔥💗 HAPPY SUNDAY 💗 !IG !dance !roulette,3562,2021-06-20 10:14:36,2021-06-20T12:06:03.140801
30,BobRoss,Art,Bob Ross - Weekend Marathon! Beginning Fridays at 12PM EDT.,3460,2021-06-18 15:50:29,2021-06-20T12:06:03.140801
31,Euriece,Apex Legends,【ENG/日本語】Japanese learner | !kovaaks !artesian,3441,2021-06-20 06:50:13,2021-06-20T12:06:03.140801
32,Sjow,Hearthstone,12k this month or?,3416,2021-06-20 05:06:07,2021-06-20T12:06:03.140801
33,lol_nemesis,League of Legends,Pushing to 1k LP Korean Soloqueue | !blitz !nord ,3411,2021-06-20 10:45:12,2021-06-20T12:06:03.140801
34,JokerdTV,World of Warcraft,Mage arena later - Paladin/Hunter Leveling <Method> !steelseries - !tbcgiveaway,3303,2021-06-20 09:42:40,2021-06-20T12:06:03.140801
35,GWBPS_en,FIFA 21,Gamers Without Borders - EA SPORTS™ FIFA 21 - Day 2 - Elite Tournament,3258,2021-06-20 09:19:52,2021-06-20T12:06:03.140801
36,ClassyBeef,Slots,🔥 18+ | $170.000 - OPENING 55 BONUSES! 🔥 !Tournament | !Stake for best Casino |,3249,2021-06-19 07:14:45,2021-06-20T12:06:03.140801
37,Tyceno,NBA 2K21,1v1 STAGE BEST SHOT CREATOR WIN STREAK !sub,3188,2021-06-20 06:27:21,2021-06-20T12:06:03.140801
38,Chess,Chess,Yifan vs Mammadova | Women's Speed Chess Championship | !wscc !format !bracket,3090,2021-06-20 11:14:54,2021-06-20T12:06:03.140801
39,robcdee,Just Chatting,Tokyo | it's not raining so we cycling instead | !socials !vpn,2837,2021-06-20 10:41:16,2021-06-20T12:06:03.140801
40,adeptthebest,Grand Theft Auto V,Selena Mendoza Nopixel Main server !NORDVPN,2792,2021-06-20 01:20:07,2021-06-20T12:06:03.140801
41,GiantGrantGames,StarCraft II,147 Missions in 24 Hours!!! - !faq !24hnotes !rewards,2595,2021-06-19 18:58:41,2021-06-20T12:06:03.140801
42,Lacari,Guilty Gear: Strive, TOTSUGEKI ⚓,2506,2021-06-20 04:36:11,2021-06-20T12:06:03.140801
