,user_name,game_name,title,viewer_count,started_at,api_call_time
0,Riot Games,League of Legends,MSI 2021 Finals: Royal Never Give Up vs. DWG KIA,168702,2021-05-23 11:54:35,2021-05-23T14:06:03.083636
1,Rainbow6,Tom Clancy's Rainbow Six Siege,MIBR vs Team Liquid // SIX INVITATIONAL 2021 – LB Final – Day 5,75435,2021-05-23 10:45:48,2021-05-23T14:06:03.083636
2,Trainwreckstv,Slots,18+ !stake RAZER SHARK BUFFALO KING #ad | !twitter | !youtube | !podcast,30652,2021-05-23 04:49:36,2021-05-23T14:06:03.083636
3,Tfue,Call of Duty: Warzone,High Kill Solos (9.69 KD),26616,2021-05-23 11:26:15,2021-05-23T14:06:03.083636
4,CohhCarnage,Siege Survival: Gloria Victis,[!FinalWeek] !Siege Survival: Gloria Victis! - #Sponsored - !NewKid - !Bike - #EpicPartner Creator Code: Cohh,17919,2021-05-23 11:43:35,2021-05-23T14:06:03.083636
5,Fextralife,Biomutant,🔴!giveaway for BIOMUTANT🔴BIOMUTANT STREAM HIGHLIGHTS and Q & A with CAS! LIVE GAMEPLAY RESUMES TOMORROW at 11AM EST,16998,2021-05-23 12:06:02,2021-05-23T14:06:03.083636
6,Amouranth,"Pools, Hot Tubs, and Beaches",🍑HOT TUB💦SHAMELESS🍑!s !social💦!INSTAGRAM: amouranth💦!GFUEL💦,16509,2021-05-23 01:16:29,2021-05-23T14:06:03.083636
7,ROSHTEIN,Slots,⭐ €600.000 vs GATES (100+ BONUSES) ⭐ €1 MIL WIN - !RECORD 💠 check - !MBIT for 150% NON-STICKY💠!TROPICAL for 150%💠 !SUNPURA for 150%,14885,2021-05-23 12:14:01,2021-05-23T14:06:03.083636
8,imls,League of Legends,T1 LS | RNG vs DWG | MSI Finals w/ C9 Fudge & GENG Nemesis LIVE-VIEWING. !T1Shop !Patreon !nordvpn !blitz !phemex,14635,2021-05-23 08:23:50,2021-05-23T14:06:03.083636
9,Kyle,Grand Theft Auto V,Alabaster Slim,13851,2021-05-23 13:04:24,2021-05-23T14:06:03.083636
10,Nmplol,FIFA 21,Sunday Funday :) OTK Shareholders LATER!,13356,2021-05-23 12:58:47,2021-05-23T14:06:03.083636
11,ShivFPS,Apex Legends,"Solo queue Apex into Sponsored stream for ""Nine to Five"" at 5pm BST #AD !9to5 | !Socials for updates !gfuel ",11588,2021-05-23 10:32:40,2021-05-23T14:06:03.083636
12,Symfuhny,Call of Duty: Warzone,"INSANE HIGH KILL WARZONE WINS CLICK NOW!!!!
",11050,2021-05-23 11:37:43,2021-05-23T14:06:03.083636
13,RedBull,Street Fighter V,Red Bull Kumite London - Street Fighter V Main Event,10936,2021-05-23 12:49:59,2021-05-23T14:06:03.083636
14,kyedae_,VALORANT,24 HOUR STREAM!!! Hour 10/24 | !faq !socials !24hr,10897,2021-05-23 03:22:39,2021-05-23T14:06:03.083636
15,Thijs,Hearthstone,Thijs - High Legend Only Wins!,8932,2021-05-23 08:01:08,2021-05-23T14:06:03.083636
16,AbdulHD,Grand Theft Auto V,"Abdul - NoPixel ""Taxi Mogul"" !SneakEnergy #7KAndy #ToxicFree #GoodVibes #ChillStream #COYB [#1 UAE] !Socials !Discord !lawsuit",7842,2021-05-23 07:13:45,2021-05-23T14:06:03.083636
17,Enviosity,Genshin Impact,BIG DAY TODAY LOTS OF STUFF HAPPENING :D | Day 239,7653,2021-05-23 13:07:33,2021-05-23T14:06:03.083636
18,UberHaxorNova,Grand Theft Auto V,Full Ranger Barry Briddle | NoPixel | Creator Code: Nova | check !paststreams,7522,2021-05-23 03:09:11,2021-05-23T14:06:03.083636
19,boxbox,Grand Theft Auto V,Bo Xbox money grinding day (nopixel 3.0) | LEAGUE MSI BETS !ACR #ad,7137,2021-05-22 23:10:31,2021-05-23T14:06:03.083636
20,Jankos,League of Legends,LIVE VIEWING MSI FINALS . The best player in the world pushing S11 !YT,6551,2021-05-23 12:45:15,2021-05-23T14:06:03.083636
21,singsing,Dota 2,chill party q dota until next variety game ,6292,2021-05-23 09:07:28,2021-05-23T14:06:03.083636
22,bateson87,FIFA 21,SERIE A TEAM OF THE SEASON! CLAIM YOUR !freepack,6143,2021-05-23 08:44:03,2021-05-23T14:06:03.083636
23,ESL_SC2,StarCraft II,LIVE: Dreamhack SC2 Masters Summer TW/HK,5873,2021-05-23 08:28:39,2021-05-23T14:06:03.083636
24,BobRoss,Art,Bob Ross - Weekend Marathon! Beginning Fridays at 12PM EDT.,5240,2021-05-21 15:47:55,2021-05-23T14:06:03.083636
25,Metalkor14,Racing,F1 Monaco GP 2021 Live,5000,2021-05-23 12:59:35,2021-05-23T14:06:03.083636
