,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,shakiraVEVO,Shakira - Don&#39;t Wait Up (Official Video),2021-07-16T14:00:13Z,3472114,26557,194199,8174,2021-07-18T14:37:05.771422
1,NormaniVEVO,Normani - Wild Side (Official Video) ft. Cardi B,2021-07-16T04:00:08Z,7842206,52343,627623,22522,2021-07-18T14:37:05.771422
2,Dylan Ayres,Rubber Band Trampoline #Shorts,2021-07-10T17:29:38Z,8722407,1798,528027,21920,2021-07-18T14:37:05.771422
3,The Tonight Show Starring Jimmy Fallon,BTS: Butter | The Tonight Show Starring Jimmy Fallon,2021-07-15T04:30:09Z,9370913,43758,1244878,6707,2021-07-18T14:37:05.771422
4,Falke 912,"Falke 912, Bhavi Ft. LIT Killah - Nat Geo Remix [Video Oficial]",2021-07-15T22:00:12Z,1610263,9199,174326,1257,2021-07-18T14:37:05.771422
5,Goodwin Family,Bringing Down the House #shorts,2021-07-04T06:47:53Z,68511390,8606,1949790,121043,2021-07-18T14:37:05.771422
6,TesherVEVO,Tesher x Jason Derulo - Jalebi Baby (Official Video),2021-07-13T15:00:11Z,12267491,23602,679480,9817,2021-07-18T14:37:05.771422
7,CamiloVEVO,"Camilo, Shawn Mendes - KESI (Remix - Audio)",2021-07-14T16:00:06Z,4228192,21110,318966,4945,2021-07-18T14:37:05.771422
8,Dental Digest,24k Gold YouTube Toothbrush! #shorts,2021-07-16T20:40:17Z,5227122,3061,361464,12484,2021-07-18T14:37:05.771422
9,The Tonight Show Starring Jimmy Fallon,BTS: Permission to Dance (TV Debut) | The Tonight Show Starring Jimmy Fallon,2021-07-14T04:30:11Z,12801967,44236,1467011,10156,2021-07-18T14:37:05.771422
10,MrBeast,"Would YOU Quit School For $100,000?",2021-07-10T20:00:09Z,29985729,70741,1461098,19273,2021-07-18T14:37:05.771422
11,ConanGrayVEVO,Conan Gray - People Watching,2021-07-16T16:00:10Z,838376,10345,178927,293,2021-07-18T14:37:05.771422
12,The Try Guys,The Try Guys Bake Macarons Without A Recipe,2021-07-17T15:00:20Z,1120256,4427,58940,593,2021-07-18T14:37:05.771422
13,DW News,Flooding in Europe kills at least 150 with hundreds still missing | DW News,2021-07-17T12:46:37Z,986187,2873,9798,447,2021-07-18T14:37:05.771422
14,Ranboo,Making American Food in a Place That is NOT America,2021-07-16T19:00:20Z,1712997,27038,333878,1594,2021-07-18T14:37:05.771422
15,MasFace,&quot;What does this say?&quot;,2021-07-14T15:30:11Z,6984302,5258,196257,8512,2021-07-18T14:37:05.771422
16,Mewgat,[Mewgat&#39;s Montage #8] Stay🙏,2021-07-18T12:43:32Z,20230205,51521,872304,12312,2021-07-18T14:37:05.771422
17,Icycol,3 TERRIFYING ANIMALS YOUR GLAD ARE EXTINCT!! #Shorts,2021-07-16T19:36:55Z,1733329,3479,148476,3002,2021-07-18T14:37:05.771422
18,POP SMOKE,Pop Smoke - Mr. Jones feat. Future (Official Music Video),2021-07-16T16:00:11Z,1999274,7244,156731,1086,2021-07-18T14:37:05.771422
19,ImagineDragonsVEVO,Imagine Dragons - Wrecked (Official Music Video),2021-07-15T16:00:10Z,2673523,8571,205608,1260,2021-07-18T14:37:05.771422
20,BBC News,Catastrophic flooding across western Europe as politicians blame climate change - BBC News,2021-07-16T21:17:28Z,1646574,8557,16846,1182,2021-07-18T14:37:05.771422
21,DavidoVEVO,"Davido - Shopping Spree (Official Video) ft. Chris Brown, Young Thug",2021-07-16T15:00:11Z,2210589,6733,80104,956,2021-07-18T14:37:05.771422
22,Tom MacDonald,Tom MacDonald - &quot;Withdrawals&quot;,2021-07-16T15:58:04Z,1801731,21010,148330,2596,2021-07-18T14:37:05.771422
23,POPSMOKEVEVO,Pop Smoke - Woo Baby (Audio) ft. Chris Brown,2021-07-16T04:00:14Z,2806272,6672,152392,1214,2021-07-18T14:37:05.771422
24,WWE,"Mr. McMahon welcomes the WWE Universe home: SmackDown, July 16, 2021",2021-07-17T01:59:08Z,1449992,5160,53597,985,2021-07-18T14:37:05.771422
25,Ph1LzA,The new Minecraft snapshot CHANGES. EVERYTHING.,2021-07-16T20:51:05Z,966401,5563,95686,395,2021-07-18T14:37:05.771422
26,Buur,ROBLOX Murder Mystery 2 TEAMERS Funny Moments (MEMES),2021-07-16T15:00:02Z,1185548,15026,88235,611,2021-07-18T14:37:05.771422
27,Bastián Cortés,Friday Night Funkin- Release (SONG) GARCELLO //  Smoke &#39;Em Out Struggle,2021-07-15T00:35:49Z,724638,3624,33707,580,2021-07-18T14:37:05.771422
28,RealLifeLore,What If You Were Stranded In the Sahara Alone?,2021-07-17T14:30:01Z,639040,3164,32109,545,2021-07-18T14:37:05.771422
29,AniBox Trailer Access,BAO Disney Pixar Short Film Official Promos | Incredibles 2 Bonus (2018) Animation Adventure HD,2021-07-09T16:45:04Z,17776403,0,145827,31851,2021-07-18T14:37:05.771422
30,Chewkz,American Breaks British Transport Law pt. II #Shorts,2021-07-14T20:29:13Z,4813400,901,333522,5306,2021-07-18T14:37:05.771422
31,BT Sport,&quot;This guy is a dirtbag!&quot; Dustin Poirier on Conor McGregor after heated UFC 264 main event.,2021-07-11T04:43:13Z,6817470,13606,78938,5522,2021-07-18T14:37:05.771422
32,Bailey Sarian,Ep #3: The Rosewood Massacre | Dark History Podcast,2021-07-15T19:00:32Z,1236205,8836,72358,1175,2021-07-18T14:37:05.771422
33,Quadeca Exclusives,Quadeca Reacts to the KSI ALBUM...,2021-07-16T13:37:57Z,382491,1582,26415,206,2021-07-18T14:37:05.771422
34,POPSMOKEVEVO,"Pop Smoke - Bout A Million (Audio) ft. 21 Savage, 42 Dugg",2021-07-16T04:00:31Z,1844390,7093,112384,866,2021-07-18T14:37:05.771422
35,The Grand Tour,The Grand Tour Presents: Lochdown | Official Trailer | The Grand Tour,2021-07-15T08:59:52Z,2415397,5820,112710,513,2021-07-18T14:37:05.771422
36,Koba LaD,Koba LaD - Daddy chocolat Feat. Gazo (Clip officiel),2021-07-16T15:00:11Z,1109181,3621,86970,1260,2021-07-18T14:37:05.771422
