,user_name,game_name,title,viewer_count,started_at,api_call_time
0,BeyondTheSummit2,Dota 2,[EN] TI10 EU Quals | OG vs Tundra (Grand Final - Bo5) | Lyrical & Aui,181513,2021-07-10 12:16:14,2021-07-10T21:06:05.940217
1,tommyinnit,Minecraft,OH NO,131948,2021-07-10 20:27:14,2021-07-10T21:06:05.940217
2,GamesDoneQuick,Super Mario 64,Summer Games Done Quick 2021 Online - Benefiting Doctors Without Borders - Super Mario 64,98995,2021-07-10 05:30:51,2021-07-10T21:06:05.940217
3,Asmongold,Ashes of Creation,MASSIVE CONTENT--MORE FINAL FANTASY--ASHES OF CREATION ALPHA (I GOT A FLYING MOUNT)--D&D RETURNS TODAY AT 4 CT!!!,90990,2021-07-10 14:50:54,2021-07-10T21:06:05.940217
4,ESL_CSGO,Counter-Strike: Global Offensive,LIVE: Astralis vs. Heroic - IEM Cologne 2021 - Group B,84893,2021-07-10 10:31:34,2021-07-10T21:06:05.940217
5,Tubbo,Minecraft,Back on the Dream SMP :P (FOLLOWATHON),56730,2021-07-10 19:10:37,2021-07-10T21:06:05.940217
6,Brawlhalla,Brawlhalla,BRAWLHALLA PRO SERIES,54709,2021-07-10 16:51:02,2021-07-10T21:06:05.940217
7,LCS,League of Legends,Week 6 Day 2 | LCS Summer Split (2021),39396,2021-07-10 19:30:58,2021-07-10T21:06:05.940217
8,HasanAbi,Just Chatting,ITS VERY HOT RN!!! POBOX BANANAPEELS LETSGOO,26918,2021-07-10 18:08:26,2021-07-10T21:06:05.940217
9,kyedae,VALORANT,100T Kyedae | XSET vs 100T | VCT Stage 3 NA Challengers Week 1 Day 3 | #VCT,25693,2021-07-10 19:09:19,2021-07-10T21:06:05.940217
10,valorantesports2,VALORANT,100T vs XSET - VCT Challengers NA - Week 1 Main Event - Day 3,25448,2021-07-10 18:30:57,2021-07-10T21:06:05.940217
11,ROSHTEIN,Slots,⭐ COZY 142 BONUS OPENING | $2.5 MILLION WIN ON !RECORD 💠 USE !STAKE FOR ELIGIBLE MONEY RAFFLES!,23800,2021-07-10 18:29:00,2021-07-10T21:06:05.940217
12,Gorgc,Dota 2,TI Qualifiers Grand FINAL - OG vs Tundra @gorgc !merch /w pieliedie puppey,21190,2021-07-10 10:52:45,2021-07-10T21:06:05.940217
