,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,Coltyy,CATCHING THE CRIMINAL WHO BROKE INTO MY CAR! #shorts,2021-06-09T07:39:11Z,24864106,14998,1370220,33554,2021-06-19T02:37:07.132903
1,LIT killah,LIT killah - CALIFORNIA (Official Video),2021-06-17T22:00:14Z,2172483,29153,395400,2665,2021-06-19T02:37:07.132903
2,Wisin,"Wisin, Jhay Cortez, Anuel - &quot;Fiel Remix&quot; (Official Video)  ft. Myke Towers, Los Legendarios",2021-06-15T22:00:10Z,11416078,35833,564529,16751,2021-06-19T02:37:07.132903
3,Billie Eilish,Billie Eilish - my future (Prime Day Show x Billie Eilish),2021-06-17T23:33:41Z,1270192,25046,275699,3959,2021-06-19T02:37:07.132903
4,America's Got Talent,Golden Buzzer: World Taekwondo Demonstration Team Shocks the Judges - America&#39;s Got Talent 2021,2021-06-16T02:57:38Z,6593402,13452,209641,2512,2021-06-19T02:37:07.132903
5,MrBeast,"Make THIS Shot, Win $300,000",2021-06-12T20:00:01Z,29243267,71206,1519569,20480,2021-06-19T02:37:07.132903
6,HoneyLemonYT,Brawl Stars *PARODY* : China 1st Anniversary Animation!,2021-06-18T14:55:06Z,3814054,12937,319280,2865,2021-06-19T02:37:07.132903
7,CheliTeam,CHELI HOME | HOUSE TOUR,2021-06-17T00:04:30Z,918216,1975,70587,1250,2021-06-19T02:37:07.132903
8,Alemán,Aleman &amp; Snow Tha Product - Te Va a Gustar (Video Oficial),2021-06-18T06:23:29Z,1157825,8349,176656,3402,2021-06-19T02:37:07.132903
9,Tati,A Year Later ...,2021-06-17T19:00:17Z,1624946,40533,200634,8789,2021-06-19T02:37:07.132903
10,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V,2021-06-09T08:58:12Z,88449821,992317,2723422,65367,2021-06-19T02:37:07.132903
11,DaBaby (DaBaby),DaBaby - BALL IF I WANT TO (Official Video),2021-06-18T04:12:24Z,1403135,8175,130512,1667,2021-06-19T02:37:07.132903
