,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,Clash of Clans,Party Like A Queen! (Clash of Clans Official),2021-08-01T08:00:08Z,11661246,7027,179517,3460,2021-08-03T14:37:06.854969
1,FORMULA 1,Race Highlights | 2021 Hungarian Grand Prix,2021-08-01T17:15:00Z,5466617,13554,119656,3010,2021-08-03T14:37:06.854969
2,BillieEilishVEVO,Billie Eilish - Happier Than Ever (Official Music Video),2021-07-30T16:00:09Z,12371074,62609,984532,17363,2021-08-03T14:37:06.854969
3,Freduart,MAXIMO NIVEL Stack Colors 2 #shorts,2021-07-31T19:00:03Z,2261938,334,177038,5472,2021-08-03T14:37:06.854969
4,AussieAntics,Huge Map Changes | New Grabatron Item and Ariana Grande Skin,2021-08-03T11:22:02Z,1666690,7553,73756,1928,2021-08-03T14:37:06.854969
5,The Bible Of Soccer,USA vs Mexico | Gold Cup 2021 Final Match Reaction #GoldCup21,2021-08-02T04:01:05Z,439338,547,9006,631,2021-08-03T14:37:06.854969
6,LilNasXVEVO,"Lil Nas X, Jack Harlow - INDUSTRY BABY (Official Video)",2021-07-23T04:00:12Z,58476397,255511,2742784,212433,2021-08-03T14:37:06.854969
7,Concacaf,Extended Highlights: USA 1-0 Mexico - 2021 Gold Cup Final,2021-08-02T04:00:43Z,1118027,4860,12655,833,2021-08-03T14:37:06.854969
8,The Weeknd,The Dawn Is Coming (Teaser),2021-08-02T04:49:16Z,719398,15549,128025,596,2021-08-03T14:37:06.854969
9,Bruno Mars,"Bruno Mars, Anderson .Paak, Silk Sonic - Skate [Official Music Video]",2021-07-30T04:00:03Z,17184405,35472,805705,6983,2021-08-03T14:37:06.854969
10,Chelsea Football Club,Arsenal 1-2 Chelsea | Havertz &amp; Abraham Find The Net As Blues Win London Derby! | Highlights,2021-08-01T17:38:00Z,1913059,2165,36048,720,2021-08-03T14:37:06.854969
11,WadZee,"Minecraft, But There Are Custom Spyglasses...",2021-08-02T13:59:02Z,1169881,4992,76437,1028,2021-08-03T14:37:06.854969
