,user_name,game_name,title,viewer_count,started_at,api_call_time
0,sodapoppin,Back 4 Blood,🔴[BETA KEY DROPS]🔴 Back 4 Blood stuff | www.sodapoppin.shop (Discount code: POOR),51286,2021-08-05 19:22:37,2021-08-06T01:06:06.806895
1,loltyler1,League of Legends,FOR THEY APPEARS AND THEN ? now go DESTROY ! ok do ! BEEP BEEP ! out ways guy ! BIG !!!!!!,38848,2021-08-05 21:36:37,2021-08-06T01:06:06.806895
2,futs0032,,,32180,2021-08-06 00:16:38,2021-08-06T01:06:06.806895
3,Sykkuno,Back 4 Blood,CRAZED KNIFING MANIAC GOES COO COO KRAZY MODE KNIFING EVERY ZOMBIE IN SIGHT (GONE BAD BAD BAD),27092,2021-08-05 20:49:04,2021-08-06T01:06:06.806895
4,summit1g,Grand Theft Auto V,chillin. Merch dropped summit1g.gg  [ @summit1g ],26458,2021-08-05 22:46:05,2021-08-06T01:06:06.806895
5,buddha,Grand Theft Auto V,Lang Buddha - NoPixel | !website !tiktok,20116,2021-08-05 16:00:43,2021-08-06T01:06:06.806895
6,MOONMOON,Back 4 Blood,[DROPS W STREAMEAR] he's back...  for blood...,19537,2021-08-05 22:29:15,2021-08-06T01:06:06.806895
7,richwcampbell,Final Fantasy XIV Online,Asmon and Rich Viewer Call Ins ,18510,2021-08-05 22:43:27,2021-08-06T01:06:06.806895
8,ludwig,Just Chatting,TRENDING ON TWITTER BECAUSE OF THIS?? BROS VS PROS AT 7 PM,18054,2021-08-05 20:44:25,2021-08-06T01:06:06.806895
9,RatedEpicz,Grand Theft Auto V,Randy Bullet | Chang Gang | NoPixel | GTA V RP | !youtube !gfuel,17962,2021-08-05 20:25:44,2021-08-06T01:06:06.806895
10,VonDice,Slots,"🎲FREESTYLE 🎲!LAST for €147k win|!GAM FOR MONEY RAFFLES!| SIGNUP ON !GAMDOM WITH ""VONDICE"" FOR CASH RAFFLES . GAMBLE RESPONSIBLE",17052,2021-08-05 19:06:41,2021-08-06T01:06:06.806895
11,TSM_ImperialHal,Apex Legends,New TSM Squad???? !youtube | TSMFTX,15330,2021-08-05 23:58:19,2021-08-06T01:06:06.806895
