,user_name,game_name,title,viewer_count,started_at,api_call_time
0,xQcOW,Dead by Daylight,BEST VIRTUAL GAMER TO WALK THE EARTH BEATS THE TOUGHEST CHALLENGES WITHOUT BREAKING A SWEAT LIVE ON STREAM FOR NOOBS TO WATCH (EASY EASY),46075,2021-08-09 23:11:11,2021-08-10T10:06:02.674048
1,Fextralife,Ghostrunner,🔥!GIVEAWAY🔥GHOSTRUNNER WITH TYR ~ CAS ON HADES AFTER!,10045,2021-08-10 09:04:06,2021-08-10T10:06:02.674048
2,Judd,Grand Theft Auto V,Poggeries | webcam reveal if we get back to 1000 subs | Judd | NoPixel | !law !twitter,9274,2021-08-09 22:48:13,2021-08-10T10:06:02.674048
3,BruceDropEmOff,Slots,18+ #AD no you not dreaming... BACKTOBACK I !gamdom !sub !prime !yt ig/twitter: @raycondones,8524,2021-08-10 02:04:24,2021-08-10T10:06:02.674048
4,OkCode,Genshin Impact,amber FeelsStrongMan !abyss !gamersupps !nord,7862,2021-08-10 07:02:53,2021-08-10T10:06:02.674048
5,tarik,VALORANT,Suppppp @tarik // !new,6728,2021-08-09 23:38:42,2021-08-10T10:06:02.674048
6,DeuceAce,Slots,"🌰 +18 | Bonus Buy Tournament 🌰 !STAKE use code ""JAY"" for free money raffles✨",6670,2021-08-10 07:28:29,2021-08-10T10:06:02.674048
7,pokelawls,-A-,playin games with friends XD,6548,2021-08-10 05:22:56,2021-08-10T10:06:02.674048
8,Thijs,Hearthstone,"Thijs - Practice GM Lineup, Cooking stream at 6PM CET!",6307,2021-08-10 09:49:43,2021-08-10T10:06:02.674048
9,AdmiralBulldog,Dota 2,Jump King later,6182,2021-08-10 07:21:47,2021-08-10T10:06:02.674048
10,Whippy,Grand Theft Auto V,"BORING DUNDEE STREAM, EXTREMELY LAME, REALLY BORING, DON'T JOIN | nopixel !Lenovo !Nordvpn !G2A !meta",5785,2021-08-10 00:59:28,2021-08-10T10:06:02.674048
11,x2Twins,Fortnite,SUPERMAN UPDATE NIGHT,5475,2021-08-10 09:35:24,2021-08-10T10:06:02.674048
12,midbeast,League of Legends,some 100% tryhard streams need to get back in form for Rank 1 | #1 Ekko world !video out now ,5312,2021-08-10 07:52:24,2021-08-10T10:06:02.674048
13,ClassyBeef,Slots,"🔥 NOW: OPENING 90 ($140-$50) BONUSES! 🔥 | RANDOM MONEY DROPS $$$ 🔥 |  $ 50,000 !Tournament | !Stake for best Casino",5141,2021-08-10 04:15:41,2021-08-10T10:06:02.674048
14,DiazBiffle,Apex Legends,VIBES | !scuf | !youtube | @DiazBiffle,5087,2021-08-10 02:30:30,2021-08-10T10:06:02.674048
15,LCO,League of Legends,Gravitas vs Mammoth | Week 9 Day 1 | DoorDash LCO Split 2 (2021),5044,2021-08-10 07:13:29,2021-08-10T10:06:02.674048
16,Timmac,Grand Theft Auto V,Sgt Mack | NoPixel,4932,2021-08-10 05:57:19,2021-08-10T10:06:02.674048
17,OGADotaPIT,Dota 2,Vici Gaming vs Aster.Aries | SAPPHIRE OGA Dota PIT China Season 5 Group B (BO3) | w/ Bkop & Mofarah,4844,2021-08-10 06:49:22,2021-08-10T10:06:02.674048
18,sneakylol,Dragon Ball FighterZ,Sneaky | Fighter boy,4786,2021-08-10 01:49:33,2021-08-10T10:06:02.674048
19,Ray__C,Grand Theft Auto V,LONG STREAMS ALL WEEK!! Criminal Raymond Romanov - NoPixel Main!! !raid #ad !advanced,4506,2021-08-09 22:57:43,2021-08-10T10:06:02.674048
20,Zy0xxx,Genshin Impact,YOIMIYA AND SAYU TESTING TODAY LETS GET IT (on asia account) !discord,4460,2021-08-10 09:14:15,2021-08-10T10:06:02.674048
21,SypherPK,Apex Legends,LEARNING APEX (Day 1) - Shop Metalumbrella.com | SypherPK 👹,4034,2021-08-09 18:04:12,2021-08-10T10:06:02.674048
22,Steelmage,Path of Exile,<SSFHCBTW> Doing some endgame farm real quick 2 sec !build !faq !gearplan !logbook,3818,2021-08-10 08:00:50,2021-08-10T10:06:02.674048
23,Albralelie,Apex Legends,TSMFTX - Scuffed laptop ranking || !laptop !setup,3676,2021-08-10 02:40:08,2021-08-10T10:06:02.674048
24,uxieu,Apex Legends,【VTuber】CHARITY STREAM ON WEDNESDAY!,3664,2021-08-10 04:00:26,2021-08-10T10:06:02.674048
25,SleepyPuffy,Just Chatting,late night shenanigans with elaina,3597,2021-08-10 06:33:51,2021-08-10T10:06:02.674048
26,Limmy,The Elder Scrolls V: Skyrim,Skyrim first-timer! Help!,3514,2021-08-10 08:21:54,2021-08-10T10:06:02.674048
27,Pestily,Escape from Tarkov,Nue Petch,3323,2021-08-10 09:44:15,2021-08-10T10:06:02.674048
28,superjj102,Hearthstone,Bboomer ( Visiting Parents ) :),3274,2021-08-10 06:02:45,2021-08-10T10:06:02.674048
29,UberHaxorNova,Mario Kart 8,Siz? | NoPixel | Creator Code: Nova | check !paststreams,3234,2021-08-10 01:36:46,2021-08-10T10:06:02.674048
30,CDNThe3rd,Sekiro: Shadows Die Twice,First Time Playing this.. Chat thinks I'm gonna die KEKW | plz No Elping unless asked 🙊🙉 ty | Socials: @CDNThe3rd | [+],2812,2021-08-09 16:06:40,2021-08-10T10:06:02.674048
31,Valeria7K,"Pools, Hot Tubs, and Beaches", BIKINI❤️‍🔥 !s [ENG],2618,2021-08-10 05:08:42,2021-08-10T10:06:02.674048
32,nse_gg,Just Chatting,A-LEVEL RESULTS DAY - Get Involved with University Esports. !signup !giveaway !monster,2582,2021-08-10 07:57:29,2021-08-10T10:06:02.674048
33,singsing,Dota 2,chilling  - Atomic War custom game ->  back4blood beta endo :-( -> beta open again in a few days :-),2466,2021-08-10 09:15:14,2021-08-10T10:06:02.674048
34,BLOU,Just Chatting,ROOKIE OF THE YEAR “WE LITTY BIH!” 51-0,2375,2021-08-10 02:16:53,2021-08-10T10:06:02.674048
35,souless,Teamfight Tactics,[TSM FTX SOULESS] RAT WHISPERER   !Youtube !blitz ,2239,2021-08-10 08:35:18,2021-08-10T10:06:02.674048
36,Aurateur,Pokémon Unite,Pokemon Unite -> Hearthstone,2205,2021-08-10 05:23:42,2021-08-10T10:06:02.674048
37,Calebhart42,Paper Mario,PAPER MARIO ALL CARDS SPEEDRUN | @calebhart42 IG/Twitter,2190,2021-08-10 00:48:21,2021-08-10T10:06:02.674048
38,ShawnBM,VALORANT,24 HR STREAM! RADIANT RANKED | !tiktok !video !socials | ShawnBM_ on twitter!,2188,2021-08-09 22:24:35,2021-08-10T10:06:02.674048
39,Faith,Apex Legends,#1 Ginger :) | !rank !s !socials,2143,2021-08-10 05:40:19,2021-08-10T10:06:02.674048
40,taxi2g,Apex Legends,THIS IS WHY YOU HAVE NO CONTENT DUMB F... L+ RATIO + YOU FELL OFF + THE HOOD WATCHED ADIN !ban,2078,2021-08-10 02:47:01,2021-08-10T10:06:02.674048
41,Forky,Rocket League,Late night vibes zZzZ,2054,2021-08-10 06:29:31,2021-08-10T10:06:02.674048
42,Zizaran,Path of Exile,Farming gear for other builds! !roastme | !3.15 !Youtube | Merch: shop.zizaran.com,2022,2021-08-10 08:09:43,2021-08-10T10:06:02.674048
43,Sequisha,Project Zomboid,🥞Morning Cartoons | sequisha.com <--- 🩲merch,1980,2021-08-10 08:40:37,2021-08-10T10:06:02.674048
