,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,Stray Kids,"Bang Chan, Lee Know &quot;Drive&quot; | [Stray Kids : SKZ-PLAYER]",2021-07-02T14:59:57Z,2265661,61551,511635,968,2021-07-04T14:37:06.018095
1,Fortnite Fun TV,Turn into orbeez - Tutorial #Shorts,2021-07-03T04:04:57Z,4858032,126,202877,11495,2021-07-04T14:37:06.018095
2,Bizarrap,Nicky Jam || BZRP Music Sessions #41,2021-06-30T22:00:09Z,27461706,159689,2488691,23393,2021-07-04T14:37:06.018095
3,Mont,Mont - Uy K Raro (Official Video),2021-07-01T21:00:10Z,3015408,19001,392262,17789,2021-07-04T14:37:06.018095
4,Mrhugo,Spawner con diamante en Minecraft #Shorts,2021-07-01T17:30:00Z,148493,59,12442,497,2021-07-04T14:37:06.018095
5,iggyazaleamusicVEVO,Iggy Azalea - I Am The Stripclub [Official Music Video],2021-07-02T04:00:05Z,2516033,16765,94445,10295,2021-07-04T14:37:06.018095
6,Ed Sheeran,Ed Sheeran - Bad Habits [Official Video],2021-06-25T04:00:33Z,39067439,75947,1242806,40016,2021-07-04T14:37:06.018095
7,Anix RC,"[Reacción] Sexy •EICH,KHEA &amp; DUKI• || Anix RC",2021-07-03T00:15:11Z,449438,2216,54178,424,2021-07-04T14:37:06.018095
8,Fortnite Fun TV,She is foxy but not enough #Shorts,2021-06-29T00:47:43Z,109502714,2282,3802124,97675,2021-07-04T14:37:06.018095
9,Carlos Feria,Trailer Official PA&#39; MI Carlos Feria,2021-07-02T04:41:55Z,499734,2443,57887,2200,2021-07-04T14:37:06.018095
10,ABC7,Video shows fire in Gulf of Mexico after gas pipeline rupture | ABC7,2021-07-03T08:05:08Z,906013,2264,9806,434,2021-07-04T14:37:06.018095
11,DanTDM,I Have a Twin..,2021-07-03T17:00:28Z,1814436,16492,136854,723,2021-07-04T14:37:06.018095
12,Bleacher Report,Patrick Beverley Gets Ejected After Shoving Chris Paul In Game 6 Loss,2021-07-01T04:28:10Z,3284518,7210,18593,916,2021-07-04T14:37:06.018095
13,The Berrics,BATB 12: Sunny Suljic Vs. Burberry Erry - Round 1,2021-07-03T15:00:10Z,283813,2381,15486,858,2021-07-04T14:37:06.018095
14,MrBeast Shorts,Insane Balloon Challenge!,2021-07-01T20:01:56Z,6607612,3486,474371,7469,2021-07-04T14:37:06.018095
15,BuzzFeed Unsolved Network,The Menacing Case of the Monster with 21 Faces,2021-07-02T22:00:16Z,1524645,5839,93370,874,2021-07-04T14:37:06.018095
16,MLB,OHTANI GETS TO 30 HOMERS!! Shohei Ohtani hits 2 homers to reach 30 before All-Star break!!!,2021-07-03T03:37:03Z,1475555,3077,26349,256,2021-07-04T14:37:06.018095
17,Doja Cat,"Doja Cat, The Weeknd - You Right (Official Video)",2021-06-25T04:00:10Z,33569355,47233,910935,15617,2021-07-04T14:37:06.018095
18,Quezzy The CEO,Snow Tha Product - Que Oso (Quezzy The CEO - El Afroamericano Reaccionando),2021-07-02T17:56:36Z,532294,5191,85556,741,2021-07-04T14:37:06.018095
19,OfflineTV,OFFLINETV BLIND FRENCH FRY TASTE TEST CHALLENGE,2021-07-03T00:02:21Z,1342539,4905,103817,900,2021-07-04T14:37:06.018095
20,ImagineDragonsVEVO,Imagine Dragons - Wrecked (Lyric Video),2021-07-02T04:00:01Z,1443511,7030,138446,727,2021-07-04T14:37:06.018095
21,NOW UNITED,Now Love Live From Abu Dhabi,2021-07-01T19:04:56Z,3227094,30375,338838,3015,2021-07-04T14:37:06.018095
22,Optus Sport,HIGHLIGHTS: Argentina v Ecuador | 2021 Copa America,2021-07-04T03:56:07Z,632714,774,12929,223,2021-07-04T14:37:06.018095
23,Tom MacDonald,Tom MacDonald - &quot;Dont Look Down&quot;,2021-07-02T15:58:37Z,1809967,31301,174430,6445,2021-07-04T14:37:06.018095
