,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,JYP Entertainment,TWICE &quot;Taste of Love&quot; First Tasting - Album Trailer,2021-05-30T14:59:55Z,3262377,58944,505535,4758,2021-06-01T02:37:07.494060
1,Bruno Mars,"Bruno Mars, Anderson .Paak, Silk Sonic- Leave The Door Open (Live from the iHeartRadio Music Awards)",2021-05-30T00:45:33Z,3008068,8254,198838,1006,2021-06-01T02:37:07.494060
2,beIN SPORTS Asia,FULL trophy presentation as Chelsea clinch second UCL title | UCL 20/21 Moments,2021-05-29T21:28:22Z,5751500,6065,83226,3734,2021-06-01T02:37:07.494060
3,KHEA,"KHEA, Maria Becerra - Te Necesito (Live Acoustic)",2021-05-30T21:00:12Z,1366606,6236,176363,880,2021-06-01T02:37:07.494060
4,BlacktipH,Cleaning Dolphin in Record Time! #Shorts,2021-05-26T19:00:19Z,7451732,3560,113246,13427,2021-06-01T02:37:07.494060
5,OverSimplified,The Napoleonic Wars - OverSimplified (Part 2),2021-05-29T00:30:11Z,4584862,18988,255167,2570,2021-06-01T02:37:07.494060
6,OverSimplified,The Napoleonic Wars  - OverSimplified (Part 1),2021-05-28T23:45:09Z,4964915,26310,307944,2442,2021-06-01T02:37:07.494060
7,Crafty Panda,Weird Ways to SNEAK MAKEUP INTO JAIL | 11 Funny Ideas to SNEAK ANYTHING ANYWHERE by Crafty Panda,2021-05-26T11:00:13Z,8503869,1106,60886,13499,2021-06-01T02:37:07.494060
8,Bella Poarch,Bella Poarch - Build a B*tch (Official Music Video),2021-05-14T04:00:16Z,131943186,379250,7004235,230718,2021-06-01T02:37:07.494060
9,HaytersTV,There is no better player in world football than Ngolo Kante says Cesar Azpilicueta after UCL final,2021-05-29T23:23:30Z,1216020,2178,25339,330,2021-06-01T02:37:07.494060
10,SmarterEveryDay,"Exploding Weed Seeds (28,546 fps Slow Motion)- Smarter Every Day 257",2021-05-30T14:00:14Z,1255590,6112,76307,1239,2021-06-01T02:37:07.494060
11,GIMS,GIMS - ONLY YOU feat. Dhurata Dora (Clip Officiel),2021-05-28T18:00:11Z,6267863,8117,206277,4011,2021-06-01T02:37:07.494060
12,Action Lab Shorts,The Coldest Ball,2021-05-28T21:19:15Z,11241760,3490,568858,8956,2021-06-01T02:37:07.494060
13,ashish chanchlani vines,Online Parent Teacher Meeting | Ashish Chanchlani,2021-05-29T08:35:32Z,15869311,103408,2054678,24239,2021-06-01T02:37:07.494060
14,Veritasium,Risking My Life To Settle A Physics Debate,2021-05-29T16:14:37Z,3519670,23592,182736,2818,2021-06-01T02:37:07.494060
15,Marshmello,Marshmello x 2021 UEFA Champions League Final Opening Ceremony presented by Pepsi #UCLFinal,2021-05-29T20:16:22Z,2144725,7828,175704,2026,2021-06-01T02:37:07.494060
16,Stuff Made Here,TWO Unpickable (?) Locks for Lock Picking Lawyer!,2021-05-31T16:00:11Z,1279196,11462,177353,601,2021-06-01T02:37:07.494060
17,Premier Boxing Champions,"Oubaali vs Donaire HIGHLIGHTS: May 29, 2021 | PBC on SHOWTIME",2021-05-30T05:07:14Z,1015486,1421,8692,336,2021-06-01T02:37:07.494060
18,The Late Show with Stephen Colbert,BTS &quot;Butter&quot; - The Late Show with Stephen Colbert,2021-05-26T04:30:13Z,11798928,48165,1343412,9346,2021-06-01T02:37:07.494060
19,Technology Connections,Perhaps the weakest link in the US electrical system,2021-05-30T15:15:39Z,649602,8949,46210,564,2021-06-01T02:37:07.494060
20,SHOWTIME Sports,Inside Mayweather vs. Paul | Full Episode (TV14) | SHOWTIME PPV,2021-05-29T16:00:36Z,2141528,9460,53848,2757,2021-06-01T02:37:07.494060
21,SHOWTIME Sports,Nonito Donaire KOs Nordine Oubaali In Round 4 | SHOWTIME CHAMPIONSHIP BOXING,2021-05-30T04:30:11Z,1022508,1925,11998,247,2021-06-01T02:37:07.494060
22,FreshFresh,We HAVE to WIN!,2021-05-30T16:30:01Z,318998,574,15086,167,2021-06-01T02:37:07.494060
23,TheSmithzzz,Can you guess the meaning of this video? #shorts Tik Tok trend by The Smithzzz,2021-05-27T12:30:01Z,37725223,1640,794182,57995,2021-06-01T02:37:07.494060
24,Delta Kevin,Oblivion NPC: &quot;Camerman&#39;s Friends Love This Incredible Gift From A Jeep&quot; #Short,2021-05-28T15:06:15Z,40833919,6264,774316,70275,2021-06-01T02:37:07.494060
25,LastWeekTonight,Cereal: Last Week Tonight with John Oliver (Web Exclusive),2021-05-31T03:00:00Z,2131535,10750,181530,4044,2021-06-01T02:37:07.494060
26,The Game Theorists,Game Theory: The Secret Lore of Friday Night Funkin&#39;...,2021-05-29T18:04:17Z,2305117,20281,183662,3676,2021-06-01T02:37:07.494060
27,Kevin Tran,I Fell in Love in the Plane - Episode 3/3 : The Promise,2021-05-30T12:51:58Z,654485,5445,93243,1047,2021-06-01T02:37:07.494060
28,DAZN Canada,Timo Werner Loses Voice When Celebrating UCL Final Win,2021-05-29T22:04:04Z,933583,1198,25508,284,2021-06-01T02:37:07.494060
29,Iballright Celebs,How parents view their children #shorts,2021-05-27T23:12:58Z,2536783,4398,193608,5107,2021-06-01T02:37:07.494060
30,Corinthius,I Survived 100 Days as a PILLAGER in Hardcore Minecraft... Minecraft Hardcore 100 Days,2021-05-29T23:25:32Z,1826959,5217,60385,1424,2021-06-01T02:37:07.494060
31,5-Minute Crafts LIKE,TRENDY TIKTOK PHONE CASE IDEAS | POP IT! | Creative DIYs and Crafts To Try!,2021-05-24T15:00:07Z,8395791,1015,65762,12511,2021-06-01T02:37:07.494060
32,Tea Tairovic,TEA TAIROVIC -  HAJDE (OFFICIAL VIDE0 2021),2021-05-21T14:00:03Z,4905942,3052,56938,2653,2021-06-01T02:37:07.494060
33,superwog1,Season Two Trailer,2021-05-30T07:58:10Z,311835,3593,35287,114,2021-06-01T02:37:07.494060
34,Lyrics of songs,NUCCI - BIBI (LYRICS VIDEO),2021-05-24T18:25:16Z,4142498,3037,94252,2419,2021-06-01T02:37:07.494060
35,Ayan Mechanic,Monster attacking man funny vfx video | Viral magic video | By Ayan mechanic,2021-05-24T11:55:39Z,19474136,447,279640,49119,2021-06-01T02:37:07.494060
36,HBO Max,Friends: The Reunion | Official Trailer | HBO Max,2021-05-19T16:47:18Z,19222374,20419,384616,7149,2021-06-01T02:37:07.494060
37,123 GO! SCHOOL,POP IT! POPULAR VS NERD AT SCHOOL || How To Become Popular Funny Situations By 123 GO! SCHOOL,2021-05-30T19:00:07Z,1928664,910,17367,2059,2021-06-01T02:37:07.494060
38,DJKhaledVEVO,"DJ Khaled - I DID IT (Official) ft. Post Malone, Megan Thee Stallion, Lil Baby, DaBaby",2021-05-28T04:00:11Z,5884532,12964,223591,5939,2021-06-01T02:37:07.494060
39,Man City,AGUERO FAIRYTALE AT THE ETIHAD | Man City 5-0 Everton Highlights,2021-05-23T21:00:06Z,2775129,1969,51558,901,2021-06-01T02:37:07.494060
40,Tottenham Hotspur,Gareth Bale brace secures dramatic comeback on final day of 20/21 season! | Leicester 2-4 Spurs,2021-05-23T21:00:31Z,2155797,2044,32861,824,2021-06-01T02:37:07.494060
41,FREDOPG,Stay Flee Get Lizzy feat. Fredo &amp; Central Cee - Meant To Be (Official Video),2021-05-27T20:00:12Z,2228972,3980,93724,1469,2021-06-01T02:37:07.494060
42,Liverpool FC,Highlights: West Brom 1-2 Liverpool | ALISSON heads the winner in injury time!,2021-05-16T19:34:39Z,9168367,5693,146848,3731,2021-06-01T02:37:07.494060
43,AnasOfficielVEVO,Anas - Hania (Clip Officiel),2021-05-28T16:00:19Z,1185196,4403,57391,2647,2021-06-01T02:37:07.494060
44,Mark Rober,Backyard Squirrel Maze 2.0- The Walnut Heist,2021-05-18T20:34:52Z,26266492,63083,1536478,10514,2021-06-01T02:37:07.494060
