,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,LilNasXVEVO,"Lil Nas X, Jack Harlow - INDUSTRY BABY (Official Video)",2021-07-23T04:00:12Z,10497830,98352,1030239,29395,2021-07-24T02:37:05.592426
1,Anne-Marie,Anne-Marie &amp; Little Mix - Kiss My (Uh Oh) [Official Video],2021-07-23T12:00:11Z,1044834,8970,141550,910,2021-07-24T02:37:05.592426
2,Myke Towers,Myke Towers - Almas Gemelas (Video Oficial),2021-07-23T00:00:43Z,1060449,4277,109192,833,2021-07-24T02:37:05.592426
3,Battlefield,Battlefield 2042 | Battlefield Portal Official Trailer,2021-07-22T17:44:43Z,2427709,17377,211740,3075,2021-07-24T02:37:05.592426
4,Jay Wheeler,Jay Wheeler - Dos Tragos (Official Video),2021-07-22T04:00:11Z,2075578,4853,100630,669,2021-07-24T02:37:05.592426
5,FeidVEVO,FEID - Tengo Fe (Official Video),2021-07-23T00:00:10Z,594589,3197,67235,343,2021-07-24T02:37:05.592426
6,Warner Bros. Pictures,Dune | Official Main Trailer,2021-07-22T13:00:04Z,6068506,17202,183716,3202,2021-07-24T02:37:05.592426
7,MrBeast Gaming,I Survived 100 Days Of Hardcore Minecraft!,2021-07-22T19:46:51Z,8322592,46007,514503,7126,2021-07-24T02:37:05.592426
8,TesherVEVO,Tesher x Jason Derulo - Jalebi Baby (Official Video),2021-07-13T15:00:11Z,25597367,35505,1139604,18216,2021-07-24T02:37:05.592426
9,Big Soto,"Big Soto, Gera MX - High (Video Oficial)",2021-07-23T04:00:01Z,773825,2611,58802,377,2021-07-24T02:37:05.592426
10,The Kid LAROI.,The Kid LAROI - Not Sober (feat. Polo G and Stunna Gambino) (Official Video),2021-07-23T04:00:11Z,1198684,7815,128582,939,2021-07-24T02:37:05.592426
11,Goodwin Family,Invisible Jenga #shorts by Goodwin Family,2021-07-10T07:49:48Z,35829072,2012,975194,63551,2021-07-24T02:37:05.592426
12,Dylan Ayres,Rubber Band Trampoline #Shorts,2021-07-10T17:29:38Z,18739986,3140,1021817,41673,2021-07-24T02:37:05.592426
13,ArianaGrandeVevo,Ariana Grande - positions (Official Live Performance) | Vevo,2021-07-22T16:00:22Z,3244449,25531,425102,1979,2021-07-24T02:37:05.592426
14,Sech,"@Sech, @JhayCortez  - 911 Remix (Lyrics/Letra)",2021-07-21T17:00:11Z,744465,542,17182,324,2021-07-24T02:37:05.592426
15,Marques Brownlee,Tesla Model S PLAID Impressions: Re-Inventing the Wheel!,2021-07-23T00:55:10Z,2594732,9023,123264,1820,2021-07-24T02:37:05.592426
16,Goodwin Family,Bringing Down the House #shorts,2021-07-04T06:47:53Z,94670266,12796,2968850,177205,2021-07-24T02:37:05.592426
17,That's Amazing Shorts,Impossible iPhone Trick Shot,2021-07-17T16:48:23Z,38894707,16309,1932607,48032,2021-07-24T02:37:05.592426
18,Wilbur Soot,We Don&#39;t Play Monopoly in this Video,2021-07-22T19:00:17Z,859981,7956,126891,778,2021-07-24T02:37:05.592426
19,Sidemen,SIDEMEN EXTREME FISHING vs LOGAN PAUL,2021-07-18T17:01:58Z,12337700,42312,794376,6358,2021-07-24T02:37:05.592426
20,Two Much Grian,Finding Inspiration for my Hermitcraft Base,2021-07-22T18:58:25Z,756506,4727,74034,212,2021-07-24T02:37:05.592426
21,Coldplay,Coldplay - Coloratura (Official Lyric Video),2021-07-22T23:00:10Z,584196,6173,53759,427,2021-07-24T02:37:05.592426
22,Unspeakable,I FILLED MY ISLAND HOUSE WITH PACKING PEANUTS!,2021-07-21T18:00:06Z,5177525,15178,120430,4075,2021-07-24T02:37:05.592426
23,Jake Paul,my dream came true.,2021-07-22T15:16:11Z,959279,4483,63757,7411,2021-07-24T02:37:05.592426
24,Triggered Insaan,Thara Bhai Joginder is the Funniest Instagram Reeler | Fake Helping Pranksters of Facebook,2021-07-20T07:00:05Z,7524637,49477,840764,12396,2021-07-24T02:37:05.592426
25,DW Documentary,Germany after the flooding | DW Documentary,2021-07-22T17:00:05Z,733882,1718,6515,260,2021-07-24T02:37:05.592426
26,ZHC Crafts,"Best Sand Art Wins $5,000 Challenge! | ZHC Crafts",2021-07-21T21:41:14Z,3084212,11218,111215,1886,2021-07-24T02:37:05.592426
27,TheKidLAROIVEVO,The Kid LAROI - Still Chose You (Official Audio) ft. Mustard,2021-07-23T04:00:32Z,619036,2610,47579,265,2021-07-24T02:37:05.592426
28,WION,"Central China Floods: Death toll goes up to 33, thousands evacuated from Henan province|English News",2021-07-22T10:45:06Z,989906,2026,9071,485,2021-07-24T02:37:05.592426
29,jackfrags,Battlefield 2042 New Gameplay and Battlefield Portal Reveal!,2021-07-22T18:05:11Z,994490,7859,64097,608,2021-07-24T02:37:05.592426
30,The Tonight Show Starring Jimmy Fallon,BTS: Permission to Dance (TV Debut) | The Tonight Show Starring Jimmy Fallon,2021-07-14T04:30:11Z,15477531,44978,1536760,11257,2021-07-24T02:37:05.592426
31,mingweirocks,Using CHOPSTICKS Be Like... #shorts,2021-07-16T02:30:09Z,73381545,7087,1712372,81675,2021-07-24T02:37:05.592426
32,The Sun,Crowds gather outside Tokyo Olympics 2020 opening ceremony arena,2021-07-23T17:23:39Z,3593429,258,28212,6375,2021-07-24T02:37:05.592426
33,CBS This Morning,Opening Olympics opening ceremony kicks off in Tokyo as COVID-19 surges,2021-07-23T12:02:28Z,1162103,1309,4111,2780,2021-07-24T02:37:05.592426
34,TheKidLAROIVEVO,"The Kid LAROI, Justin Bieber - STAY (Official Video)",2021-07-09T04:00:12Z,27522702,55402,1000889,15267,2021-07-24T02:37:05.592426
35,Quackity,I Played Minecraft With Hank From Breaking Bad,2021-07-21T21:15:12Z,1778736,9925,246123,1347,2021-07-24T02:37:05.592426
36,BellyVEVO,"Belly, The Weeknd, Young Thug - Better Believe",2021-07-22T04:00:17Z,5688055,5394,80431,1069,2021-07-24T02:37:05.592426
37,House of Highlights,Milwaukee Bucks Locker Room Celebration | 2021 NBA Champions,2021-07-21T04:26:52Z,1964209,3829,26132,500,2021-07-24T02:37:05.592426
38,jacksepticeye,15 MONTHS,2021-07-21T18:00:01Z,1859879,40300,290149,1818,2021-07-24T02:37:05.592426
39,Jack Mancuso,Can a steak be too tender?? Wagyu Filet #shorts,2021-07-20T22:52:54Z,724238,529,26123,959,2021-07-24T02:37:05.592426
40,JYP Entertainment,Stray Kids &quot;NOEASY&quot; Thunderous Trailer,2021-07-21T22:03:50Z,1806848,48617,423829,874,2021-07-24T02:37:05.592426
41,POPSMOKEVEVO,Pop Smoke - Woo Baby (Audio) ft. Chris Brown,2021-07-16T04:00:14Z,8807847,10261,312027,4013,2021-07-24T02:37:05.592426
42,PaulMcCartneyVEVO,"Paul McCartney, Beck - Find My Way (Official Video)",2021-07-22T16:00:11Z,1892523,4471,38226,647,2021-07-24T02:37:05.592426
43,The Tonight Show Starring Jimmy Fallon,BTS: Butter | The Tonight Show Starring Jimmy Fallon,2021-07-15T04:30:09Z,11989250,43987,1346647,8016,2021-07-24T02:37:05.592426
44,Puzzle guy,Pyramid in a cage puzzle #shorts,2021-07-13T15:57:44Z,25156542,6565,1429941,24838,2021-07-24T02:37:05.592426
45,BangerChannel,FARID BANG x HAFTBEFEHL x ADEL TAWIL - NUMMER EINS [official Video],2021-07-22T21:00:20Z,364695,1408,29812,914,2021-07-24T02:37:05.592426
46,Freduart,MAXIMO NIVEL Slice It All #shorts,2021-07-17T17:00:09Z,6373598,754,408018,13200,2021-07-24T02:37:05.592426
47,FORMULA 1,Verstappen &amp; Hamilton Collide On Lap 1 | 2021 British Grand Prix,2021-07-18T16:27:14Z,3091327,14564,33069,8286,2021-07-24T02:37:05.592426
48,LapsusBandOfficial,LAPSUS BAND - BAXUZ (OFFICIAL VIDEO),2021-07-18T10:00:11Z,459507,601,11569,836,2021-07-24T02:37:05.592426
