,user_name,game_name,title,viewer_count,started_at,api_call_time
0,AdinRoss,Just Chatting,TALENT SHOW - $5000 WINNER,73262,2021-08-07 01:41:54,2021-08-07T05:06:03.056123
1,xQcOW,VALORANT,GAMING GOLEM DOMINATES THE WORLD AND ITS CHALLENGES IN A WAY NO ONE ELSE CAN (VIRTUAL GOD WARRIOR COMMANDER STREAM)(EPIC FAILURE),66037,2021-08-06 19:21:20,2021-08-07T05:06:03.056123
2,loltyler1,League of Legends,HE NEVER BACK AWAYED ! NO ! just hard focus and skill ! TOWER ABOVE ALL !!!!!!!!!!!!!,30599,2021-08-06 22:05:07,2021-08-07T05:06:03.056123
3,summit1g,Grand Theft Auto V,Boosting/Racing. Merch dropped summit1g.gg  [ @summit1g ],25793,2021-08-06 20:40:12,2021-08-07T05:06:03.056123
4,Sykkuno,Back 4 Blood,hello hello !!,24736,2021-08-06 23:23:43,2021-08-07T05:06:03.056123
5,Fextralife,Back 4 Blood,🔥BETA KEY !DROPS🔥BACK 4 BLOOD with TYR! #thanksWBforthecode,22890,2021-08-06 07:41:01,2021-08-07T05:06:03.056123
6,ludwig,THE GAME OF LIFE 2,FRIDAY NIGHT FUN,19316,2021-08-07 01:38:12,2021-08-07T05:06:03.056123
7,yourragegaming,Just Chatting,friday nights are for da boyssss ,15047,2021-08-07 02:54:01,2021-08-07T05:06:03.056123
8,MOONMOON,Back 4 Blood,[DROPZ (with a Z)] actually unlocking cards and building a deck,15020,2021-08-06 22:28:21,2021-08-07T05:06:03.056123
9,RatedEpicz,Grand Theft Auto V,207 Trooper A.J. Hunter | NoPixel | !youtube !newvid,14967,2021-08-06 18:30:50,2021-08-07T05:06:03.056123
10,Amouranth,ASMR,👅LICKING 2 MICS💦 !s --> all my social media💦!dogs --> animal instagram 💦 !pobox,14196,2021-08-06 17:13:24,2021-08-07T05:06:03.056123
11,ShahZaM,VALORANT,SEN ShahZaM - RADIANT RANKED,12758,2021-08-06 22:44:39,2021-08-07T05:06:03.056123
12,PENTA,Grand Theft Auto V,SNOWBALL MAGIC HANDS | NoPixel ,10555,2021-08-06 22:09:12,2021-08-07T05:06:03.056123
13,AdmiralBahroo,Back 4 Blood,[Nightmare Difficulty] The panda explodes in !5 minutes.,8010,2021-08-06 15:05:21,2021-08-07T05:06:03.056123
14,Maximilian_DOOD,Marvel vs. Capcom 2: New Age of Heroes,How Hard Is MAGNETO's Infinite!? !FREEMVC2 & FFXIV AFTER I SWEARS IT! (8-6) !nzxt ,7901,2021-08-07 03:45:49,2021-08-07T05:06:03.056123
15,DiazBiffle,Call of Duty: Warzone,Snoozy Doozy | !scuf | !youtube | @DiazBiffle,7737,2021-08-07 02:06:29,2021-08-07T05:06:03.056123
16,VonDice,Slots,"🎲€150.000-108 BONUSES 🎲|!GAM FOR MONEY RAFFLES!| SIGNUP ON !GAMDOM WITH ""VONDICE"" FOR CASH RAFFLES . GAMBLE RESPONSIBLE",7540,2021-08-06 23:27:01,2021-08-07T05:06:03.056123
17,ironmouse,Just Chatting,SHH SUPER SECRET VTUBER AFTER PARTY STREAM  !merch,7386,2021-08-07 01:10:39,2021-08-07T05:06:03.056123
18,nl_Kripp,Hearthstone,BG NIGHT! | Vegas & The Canyon From Above! https://youtu.be/8TcvEXMZlmk,7370,2021-08-07 02:01:25,2021-08-07T05:06:03.056123
19,Xposed,Slots,"💰⭐NEW HIGH ROLLER SPORTS BETTING + SLOTS AND LIVE GAMES ⭐💰 $25,000 GIVEAWAY + 2 GAMING SETUPS !giveaway",7021,2021-08-07 02:56:10,2021-08-07T05:06:03.056123
20,sinatraa,VALORANT,sinatraa - ranked gaming !newvid,7002,2021-08-07 00:28:51,2021-08-07T05:06:03.056123
21,Snip3down,Apex Legends,Ranked with Dezign and Gent | TSM FTX,6646,2021-08-06 23:23:40,2021-08-07T05:06:03.056123
22,fuslie,Back 4 Blood,variety night :D ,6441,2021-08-06 23:10:58,2021-08-07T05:06:03.056123
23,Albralelie,Apex Legends,TSMFTX - TOP 10 PRED! Subathon continues LEAVING TO MOVE AT 4AM EST || !subathon !move,6363,2021-08-06 15:52:50,2021-08-07T05:06:03.056123
24,QuarterJade,VALORANT,duos w bae,5652,2021-08-06 22:32:35,2021-08-07T05:06:03.056123
25,its_iron,Call of Duty: Warzone,BR Uni With Reid | !30 | !Merch !GFUEL !Evolve,5477,2021-08-06 22:45:49,2021-08-07T05:06:03.056123
26,tarik,Counter-Strike: Global Offensive,insert Title @tarik // !new !cashcup,5294,2021-08-07 00:14:11,2021-08-07T05:06:03.056123
27,davidfrankdrums,Music,Happy Friday! Let's Play Some Drums! 🥁 Road to 2k subs! | !subs !donate,5163,2021-08-07 02:01:26,2021-08-07T05:06:03.056123
28,scottcarstairs,Music,METAL FRIDAY. SHIRT GIVE AWAYS. The GLEAM Revolutions.,4815,2021-08-06 23:56:12,2021-08-07T05:06:03.056123
29,CDNThe3rd,Splitgate,"A little Splitgate action w/ Req, WhyPerk and WhersWallace | Socials: @CDNThe3rd | [+]",4712,2021-08-07 00:23:48,2021-08-07T05:06:03.056123
30,supertf,Overwatch,big powerful strong exciting hilarious charming charismatic man here to dominate as he sees fit,4701,2021-08-07 02:26:26,2021-08-07T05:06:03.056123
31,boxbox,Teamfight Tactics,PauseChamp 700 lp,4545,2021-08-06 21:35:51,2021-08-07T05:06:03.056123
32,tuonto,Just Chatting,spooky,4173,2021-08-07 02:30:16,2021-08-07T05:06:03.056123
33,BLOU,Just Chatting,TALENT SHOW WITH ADIN ROSS 5k FOR WINNER “WE LITTTY BIH” (47-0),4087,2021-08-07 00:28:22,2021-08-07T05:06:03.056123
34,AnthonyZ,Back 4 Blood,"!Twitter | GAME NIGHT W/ RAYC, FUSLIE, SYKKUNO! | LIVE MON-FRI 9:30AM CT",3907,2021-08-06 14:26:17,2021-08-07T05:06:03.056123
35,Rogue,Apex Legends,Ranked 👑 · Twitter: @TTrebb,3863,2021-08-07 01:13:16,2021-08-07T05:06:03.056123
36,Bugha,Fortnite,Destroying foes in duo arena with Owl,3831,2021-08-07 04:29:43,2021-08-07T05:06:03.056123
37,Dankin,Final Fantasy XIV Online,Big chillin,3733,2021-08-07 04:21:29,2021-08-07T05:06:03.056123
38,roflgator,VRChat,ELIMINATION DATING WITH BURN. ,3648,2021-08-07 03:08:57,2021-08-07T05:06:03.056123
39,Masayoshi,VALORANT,😎 im back,3509,2021-08-06 22:30:16,2021-08-07T05:06:03.056123
40,PPGL_VCTPH,VALORANT,2021 VCT Stage 3 - Challengers PH - Week 3 Main Event - Day 2,3496,2021-08-07 04:15:49,2021-08-07T05:06:03.056123
41,UberHaxorNova,Back 4 Blood,*DROPS ON* Back 4 Blood | Creator Code: Nova | check !paststreams,3420,2021-08-07 01:24:36,2021-08-07T05:06:03.056123
42,SleepyPuffy,Chess,I'M IN A CHESS TOURNAMENT TOMORROW AND I DONT KNOW HOW TO PLAY  | new merch: puffy.shop,3369,2021-08-07 04:22:27,2021-08-07T05:06:03.056123
43,ANGRYPUG,Dead by Daylight,"BEARDS, BEERS and BOOS",3071,2021-08-06 23:53:27,2021-08-07T05:06:03.056123
44,Whippy,Grand Theft Auto V,"🧹cleaning 🧼️ dundee 🚿 nopixel !Lenovo !Nordvpn !G2A
 !meta",3048,2021-08-07 00:59:38,2021-08-07T05:06:03.056123
45,mang0,THE GAME OF LIFE 2,40 FRIDAY FUDGE LUD EDITION  featuring atrioc/stanz,2987,2021-08-06 23:30:05,2021-08-07T05:06:03.056123
46,JoeWo,Call of Duty: Warzone,NRG JoeWo // NEW PC VIBES // !scuf !socials !yt,2941,2021-08-07 02:07:14,2021-08-07T05:06:03.056123
47,chocoTaco,PUBG: BATTLEGROUNDS,TSM chocoTaco || PUBG WITH BOB || !gfuel SALE,2823,2021-08-07 00:03:21,2021-08-07T05:06:03.056123
48,Calebhart42,Final Fantasy VII, FF7 SPEEDRUNS | @calebhart42 IG/Twitter,2720,2021-08-07 00:51:17,2021-08-07T05:06:03.056123
49,Euriece,Apex Legends,【日本語/ENG】神ゲーム | !kovaaks !artesian,2682,2021-08-07 00:02:29,2021-08-07T05:06:03.056123
50,Jessu,Music,SO MANY ANNOUNCEMENTS ♪ ♫ ♬ !duo !shows,2618,2021-08-07 00:21:39,2021-08-07T05:06:03.056123
51,sneakylol,World of Warcraft,Sneaky | back for blood elf,2586,2021-08-06 23:47:23,2021-08-07T05:06:03.056123
52,Atrioc,THE GAME OF LIFE 2,FUNDAY FRIDAY SOMEHOW MIXING GAMES AND FRIENDS??? A COMBO HEARTOFOR UNHEARD OF!! ,2576,2021-08-07 04:19:44,2021-08-07T05:06:03.056123
53,raine,Grand Theft Auto V,"penny ""G A M B A"" farthing || nopixel",2452,2021-08-06 12:23:06,2021-08-07T05:06:03.056123
54,koil,Grand Theft Auto V,otto,2426,2021-08-06 22:52:54,2021-08-07T05:06:03.056123
55,Beaulo,Tom Clancy's Rainbow Six Siege,FPL CHEATER FREE ZONE  !aimlab #ad | TSM FTX !major !r6loot !prime !charm,2406,2021-08-07 03:17:19,2021-08-07T05:06:03.056123
