,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,MrBeast,"Make THIS Shot, Win $300,000",2021-06-12T20:00:01Z,18661631,59203,1221170,12891,2021-06-14T02:37:06.883730
1,dojacatVEVO,Doja Cat - Need To Know (Official Video),2021-06-11T14:00:11Z,11004824,45327,764614,17434,2021-06-14T02:37:06.883730
2,Roland Garros,Rafael Nadal vs Novak Djokovic - Semifinal Highlights | Roland-Garros 2021,2021-06-11T22:21:35Z,2541232,6835,39564,1213,2021-06-14T02:37:06.883730
3,jbalvinVEVO,"J. Balvin, Jay Wheeler - Otro Fili (Official Video)",2021-06-11T00:00:09Z,5427307,8390,259181,4567,2021-06-14T02:37:06.883730
4,RauwAlejandroTv,Rauw Alejandro - Todo de Ti (Official Behind The Scenes),2021-06-10T22:00:09Z,4230033,1931,74626,2680,2021-06-14T02:37:06.883730
5,Brawl Stars,Brawl Stars: Brawl Talk - Jurassic Splash!,2021-06-12T16:00:13Z,12237999,93380,932610,7386,2021-06-14T02:37:06.883730
6,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V,2021-06-09T08:58:12Z,65298734,850636,2501276,52641,2021-06-14T02:37:06.883730
7,Lorde,Lorde - Solar Power (Official Music Video),2021-06-10T22:00:32Z,7751831,34981,433652,13649,2021-06-14T02:37:06.883730
8,League of Legends,Arcane: Animated Series |  A Score To Settle,2021-06-11T16:06:20Z,1956894,5920,154459,1291,2021-06-14T02:37:06.883730
9,America's Got Talent,Golden Buzzer: Nightbirde&#39;s Original Song Makes Simon Cowell Emotional - America&#39;s Got Talent 2021,2021-06-09T02:01:09Z,17288374,38474,568360,5290,2021-06-14T02:37:06.883730
10,Battlefield,Battlefield 2042 Official Reveal Trailer (ft. 2WEI),2021-06-09T15:00:14Z,14195897,81506,976213,25352,2021-06-14T02:37:06.883730
11,MigosVEVO,Migos - Modern Day (Official Video),2021-06-11T17:57:03Z,3626684,12018,199648,2480,2021-06-14T02:37:06.883730
12,CBS Sports HQ,"Floyd Mayweather vs Logan Paul: Fight goes the distance [Highlights, recap] | CBS Sports HQ",2021-06-07T05:40:56Z,15973740,26542,140720,22022,2021-06-14T02:37:06.883730
13,Preston,100 Mystery Buttons But Only One Lets You Escape...,2021-06-12T14:49:52Z,2209672,6681,81887,1905,2021-06-14T02:37:06.883730
14,Piemations,Suction Cup Man 4: Business or Pleasure,2021-06-12T17:17:42Z,1496409,18775,206266,940,2021-06-14T02:37:06.883730
15,MiniminterClips,LIVE REACTION TO YOUTUBERS vs TIKTOKERS WEIGH-IN,2021-06-12T11:00:13Z,1399083,3060,48311,596,2021-06-14T02:37:06.883730
16,TapL,Minecraft But You Can Fish Structures...,2021-06-12T22:00:09Z,1838503,3597,75013,1276,2021-06-14T02:37:06.883730
17,Matt and Rebecca,Don&#39;t Tell the Girls - We Took Over the Club House for 24 hours,2021-06-13T16:09:52Z,2197972,8667,90492,1765,2021-06-14T02:37:06.883730
18,PoloGVEVO,"Polo G - No Return (Official Video) ft. The Kid LAROI, Lil Durk",2021-06-11T15:00:09Z,3583950,22581,253649,2975,2021-06-14T02:37:06.883730
19,Fundy,"So I made a Gameshow... (ft. Techno, George, Quackity and Sapnap)",2021-06-12T13:30:12Z,1143503,6500,138169,1818,2021-06-14T02:37:06.883730
