,user_name,game_name,title,viewer_count,started_at,api_call_time
0,Asmongold,Final Fantasy XIV Online,TODAY IS THE DAY--UNLOCKING HEAVENSWARD--MORE DRAMA OFC (WOW DRAMA LMFAO)--D&D AT 4 CT WITH RICH MCCONNELL AND RIKU!,76233,2021-07-31 14:49:11,2021-07-31T17:06:02.486951
1,LEC,League of Legends,Week 8 Day 2 | LEC Summer Split (2021),73653,2021-07-31 13:29:07,2021-07-31T17:06:02.486951
2,VALORANT,VALORANT,FNATIC vs Team Liquid - Challengers EU - Week 2 Main Event - Day 4,66321,2021-07-31 12:01:21,2021-07-31T17:06:02.486951
3,Brawlhalla,Brawlhalla,PRO SERIES FINAL,36006,2021-07-31 16:49:04,2021-07-31T17:06:02.486951
4,NICKMERCS,Fortnite,FNCS Fraggin' [Game 1/10] | Code: MFAM | @NICKMERCS,32875,2021-07-31 14:50:50,2021-07-31T17:06:02.486951
5,Crown,The Legend of Zelda: Skyward Sword HD,"LORE VOL.1 | The Legend of Zelda: Skyward Sword HD Edition |ESRB Rating: EVERYONE 10+ With Animated Blood, Comic Mischief, Fantasy Violence
",31595,2021-07-31 16:00:05,2021-07-31T17:06:02.486951
6,Nmplol,Just Chatting,Cooking STREAM ,23298,2021-07-31 13:05:37,2021-07-31T17:06:02.486951
7,CapcomFighters,Street Fighter V,Capcom Pro Tour 2021 - France/Spain/Portugal 1 - Top 16,18071,2021-07-31 14:20:06,2021-07-31T17:06:02.486951
8,buddha,Grand Theft Auto V,Lang Buddha - NoPixel | !tiktok !website,16946,2021-07-31 16:02:02,2021-07-31T17:06:02.486951
9,LIRIK,TrackMania,GOD'S GAMER,15221,2021-07-31 16:12:04,2021-07-31T17:06:02.486951
10,Foolish_Gamers,Minecraft,DREAM SMP,14833,2021-07-31 15:06:54,2021-07-31T17:06:02.486951
11,CohhCarnage,Chernobylite,Chernobylite & COZY CHIVALRY 2 (cohhYell) - FFXIV (MSQ) !Soon - !Merch (Cohh.tv/Store) - !FF14Join - !NewHouseMonth,12716,2021-07-31 12:03:56,2021-07-31T17:06:02.486951
12,ShivFPS,Apex Legends,"(drops enabled) Ranked with Diffq and Zipeth (team SoloQgoats), Warzone practice later | !Socials for updates !gfuel !exitlag",12005,2021-07-31 10:46:16,2021-07-31T17:06:02.486951
13,FabrizioRomano,Sports,"Fabrizio Romano | Updates Grealish, Koundé and more | HERE WE GO!",11927,2021-07-31 16:25:29,2021-07-31T17:06:02.486951
14,ROSHTEIN,Slots,⭐ 150 BONUS OPENING | 💠 USE !STAKE TO BE ELIGIBLE FOR CASH RAFFLES,11083,2021-07-31 16:18:26,2021-07-31T17:06:02.486951
15,Symfuhny,Call of Duty: Warzone,"(9.69kd) (2,218 wins) NOT DYING TO A HACKER ALL DAY COME WATCH!!!  + NEW KEYBOARD JUST DROPPED!!! | !Keyboard",10642,2021-07-31 11:22:01,2021-07-31T17:06:02.486951
16,runthefutmarket,FIFA 21,(18+)CAN WE TAKE A RISK?! RATS SEASON 2 EP 13 TIME TO TAKE RISKS | @runthefutmarket on all socials,9971,2021-07-31 14:11:47,2021-07-31T17:06:02.486951
17,Quin69,Path of Exile,OCE PVP CHAMP ~STREAM SNIPERS = BANNED~ QUICKLY GETTING A BATTLE ROYAL W THEN GOING AGAIN (SAME BUILD) | SSFHC NO-LOGOUTS,9914,2021-07-31 13:58:53,2021-07-31T17:06:02.486951
18,Gorgc,Dota 2,x),9896,2021-07-31 15:38:02,2021-07-31T17:06:02.486951
19,Kyle,Grand Theft Auto V,Sheriff Kyle Pred - nopixel,8604,2021-07-31 13:01:07,2021-07-31T17:06:02.486951
20,Otzdarva,Dead by Daylight,Giving tips on how to lose with style || !streak (ignoring all !faq questions),8528,2021-07-31 14:59:57,2021-07-31T17:06:02.486951
21,DrLupo,Escape from Tarkov,basically russian halo,8439,2021-07-31 14:56:13,2021-07-31T17:06:02.486951
22,Enviosity,Genshin Impact,new spiral abyss info today | !gfuel | Day 308,7956,2021-07-31 14:23:29,2021-07-31T17:06:02.486951
23,ops1x,Fortnite,mongraal mitr0 tayson fncs round 3 (1 year stream day 43/365),6693,2021-07-30 15:27:04,2021-07-31T17:06:02.486951
24,RduLIVE,Hearthstone,Battleg(etting better)rounds | INSANE BRANN !GAME ,5876,2021-07-31 10:52:05,2021-07-31T17:06:02.486951
25,ESAMarathon,Tetris Effect: Connected,[ 🔴 LIVE ] ESA Summer 2021 in aid of Save the Children,5662,2021-07-30 07:21:11,2021-07-31T17:06:02.486951
26,its_iron,Call of Duty: Warzone,BR Uni | !Merch !GFUEL !Evolve,5659,2021-07-31 01:21:35,2021-07-31T17:06:02.486951
27,benjyfishy,Fortnite,FNCS Semi's Round 3 !twitter !prime,5501,2021-07-31 16:59:27,2021-07-31T17:06:02.486951
28,LVNDMARK,Escape from Tarkov,2800+ PMC Kills | !REACT | !MERCH | !GFUEL | @lvndmark_tv on socials,5500,2021-07-31 16:35:01,2021-07-31T17:06:02.486951
29,WePlayCSGO,Counter-Strike: Global Offensive,FURIA Academy vs Young Ninjas | BO1 | JustHarry & Hugo | WePlay Academy League | Group Stage,5451,2021-07-31 14:23:54,2021-07-31T17:06:02.486951
30,SypherPK,Fortnite,FNCS with Nick and Nate | METALUMBRELLA.COM LIVE 8/5 | SypherPK 👹,5358,2021-07-31 14:21:48,2021-07-31T17:06:02.486951
31,GMHikaru,Chess,$1.6M Chessable Masters with GM Hikaru Playing | !hosts !pairings !players,5132,2021-07-31 14:49:25,2021-07-31T17:06:02.486951
32,TeePee,Call of Duty: Warzone,"WZ w/ EnVy TeeP | Code TEEP in COD Store #CODpartner | !cod | !samsung | !monster | !merch | 2,310+ Wins, 5.17 KD | TylerTeeP on socials",5081,2021-07-31 14:23:11,2021-07-31T17:06:02.486951
33,PUBG_BATTLEGROUNDS,PUBG: BATTLEGROUNDS,LIVE: ESL PUBG Masters: Summer – Grand Finals: Week 2 / Day 1,5008,2021-07-31 15:39:51,2021-07-31T17:06:02.486951
34,singsing,Dota 2,chilling  - Atomic War custom game - NEW SUB EMOTES by june611 !!!!,4905,2021-07-31 10:15:01,2021-07-31T17:06:02.486951
35,Euriece,Apex Legends,【日本語/ENG】Solo to masters bloodhound | !kovaaks !artesian,4726,2021-07-31 11:34:20,2021-07-31T17:06:02.486951
