,user_name,game_name,title,viewer_count,started_at,api_call_time
0,AdinRoss,Just Chatting,Adin X Zias X Blou Special,141048,2021-05-23 01:35:45,2021-05-23T05:06:06.198926
1,xQcOW,Grand Theft Auto V,[Nopixel] X FIGHTS BACK AGAINST CORRUPTION AND BECOMES THE WARLORD THE CITY NEEDS. INSANE CRAZED WICKED CONTENT (GONE ABSOLUTE GARBAGE),124885,2021-05-23 00:05:17,2021-05-23T05:06:06.198926
2,summit1g,Grand Theft Auto V,John Charleston. NoPixel. Merch dropped summit1g.gg  [ @summit1g ],36819,2021-05-22 21:50:37,2021-05-23T05:06:06.198926
3,aceu,Apex Legends,NRG aceu // world famous minecrafter // !socials,27785,2021-05-23 00:54:38,2021-05-23T05:06:06.198926
4,MOONMOON,Grand Theft Auto V,NoPixel powergaming cop | BCSO implosion + new police interceptors,23723,2021-05-22 22:29:42,2021-05-23T05:06:06.198926
5,moistcr1tikal,Just Chatting,Youtube night,17962,2021-05-23 02:43:22,2021-05-23T05:06:06.198926
6,Punz,VALORANT,post-pummel party valo games | !gfuel !merch | @Punztw on Twitter and Insta,15982,2021-05-22 22:14:46,2021-05-23T05:06:06.198926
7,CaptainPuffy,Minecraft,MCC PRACTICE WITH THE SQUAD!,15485,2021-05-23 02:32:34,2021-05-23T05:06:06.198926
8,sinatraa,VALORANT,SEN Sinatraa | getting back into it,15343,2021-05-23 02:25:05,2021-05-23T05:06:06.198926
9,Maximilian_DOOD,Mortal Kombat X,MKX SATURDAY! Watching Qualifier Event & MKX Practice (5-22),13624,2021-05-23 03:50:24,2021-05-23T05:06:06.198926
10,RatedEpicz,Grand Theft Auto V,Randy Bullet | Chang Gang | GTA V RP | !youtube,12169,2021-05-22 21:02:48,2021-05-23T05:06:06.198926
11,PENTA,Grand Theft Auto V,Wranglin' | NOPIXEL,12150,2021-05-22 22:26:57,2021-05-23T05:06:06.198926
12,Jerma985,Fable II,Being an Extra Good Boy,11603,2021-05-22 23:06:15,2021-05-23T05:06:06.198926
13,Amouranth,ASMR,🍑ASMR ♥ use headphones🍑!s !social💦!INSTAGRAM: amouranth💦!GFUEL💦,10659,2021-05-23 01:16:29,2021-05-23T05:06:06.198926
14,LVNDMARK,Escape from Tarkov,FOUND BLUE KEYCARD | !GFUEL | Follow @LVNDMARK_tv on socials,10494,2021-05-22 20:12:19,2021-05-23T05:06:06.198926
15,BruceDropEmOff,Fortnite,STOP WHAT YOU DOING AN CLICK HERE... | !sub !prime !vlog !pobox ig/twitter: @raycondones,8439,2021-05-23 01:21:24,2021-05-23T05:06:06.198926
16,yourragegaming,Knockout City,"LOWKEY GAMING STREAM, LOYALS ONLY ",8019,2021-05-23 04:06:06,2021-05-23T05:06:06.198926
17,Whippy,Grand Theft Auto V,Bank Truck? Dundee NoPixel l !mavix | !honey | !merch | !meta | twitter.com/whippynotpoopy,7963,2021-05-23 00:59:24,2021-05-23T05:06:06.198926
18,Five0AnthO,Grand Theft Auto V,Trooper Shit | !LEO !merch !tts | Andruzi | !rank ,7804,2021-05-23 00:27:32,2021-05-23T05:06:06.198926
19,tarik,Counter-Strike: Global Offensive,WINS ONLY @tarik // !4k !yt,7418,2021-05-22 22:58:05,2021-05-23T05:06:06.198926
20,Fresh,Fortnite,SOLO CASH CUP || USE CODE FRESH || #EpicPartner,7357,2021-05-23 03:54:59,2021-05-23T05:06:06.198926
21,kyedae_,VALORANT,DID YOU KNOW...Giraffes spend most of their lives standing up; they even sleep and give birth standing up | 24 hour stream @5000 subs,7264,2021-05-23 03:22:39,2021-05-23T05:06:06.198926
22,Greekgodx,Slots,🔴 MEDIA SHARE🔴 18+ @GREEKGODX ON TWITTER🔴,7158,2021-05-22 23:07:49,2021-05-23T05:06:06.198926
23,EsfandTV,Grand Theft Auto V,CAPTAIN CORNWOOD NOPIXEL GTARP,6869,2021-05-22 21:07:42,2021-05-23T05:06:06.198926
24,supertf,Overwatch,"excellent display of power and might, then finishing galaxy, then idk",6303,2021-05-23 02:41:17,2021-05-23T05:06:06.198926
25,Scarra,Knockout City,trying out !knockout city #KnockoutCityPartner then who knows,6280,2021-05-23 01:23:50,2021-05-23T05:06:06.198926
26,retzi,Apex Legends,top20 pred RANKED WITH C9 !mouse !left,6206,2021-05-22 21:05:36,2021-05-23T05:06:06.198926
27,ironmouse,Resident Evil Village,AHHH WHY DOES THIS HAPPEN  [ VTUBER ] ,5914,2021-05-23 02:19:46,2021-05-23T05:06:06.198926
28,sneakylol,Dragon Ball FighterZ,Sneaky | gamer boy,5170,2021-05-23 03:20:04,2021-05-23T05:06:06.198926
29,Ash_on_LoL,Grand Theft Auto V,LEGITIMATE business woman Ash Ketchup <(｀^´)> !ground,4834,2021-05-23 03:51:28,2021-05-23T05:06:06.198926
30,zwebackhd,FIFA 21,15 GAMES OF TOTS WAMAN & OLMO WL! @ZWEBACKHD,4662,2021-05-22 23:59:15,2021-05-23T05:06:06.198926
31,Rogue,Apex Legends,NRG ∙ Setup not complete ∙ !honey ∙ Twitter: @TTrebb ,4620,2021-05-23 03:27:14,2021-05-23T05:06:06.198926
32,Kurumx,Teamfight Tactics,Liquid Kurumx | RANK 14 1080 LP START | CLIMBING TO 1.4K BY TUESDAY FOR SNAPSHOT !set5 !comps !youtube !esports !twitter,4439,2021-05-23 02:09:11,2021-05-23T05:06:06.198926
33,BobRoss,Art,Bob Ross - Weekend Marathon! Beginning Fridays at 12PM EDT.,4255,2021-05-21 15:47:55,2021-05-23T05:06:06.198926
34,UberHaxorNova,Grand Theft Auto V,Full Ranger Barry Briddle | NoPixel | Creator Code: Nova | check !paststreams,4220,2021-05-23 03:09:11,2021-05-23T05:06:06.198926
35,gamergirl,League of Legends,challenger katarina 😁😎,4220,2021-05-22 18:45:02,2021-05-23T05:06:06.198926
36,groovyq,Call of Duty: Warzone,lokey stream. dont tell nobody ,4159,2021-05-23 04:44:09,2021-05-23T05:06:06.198926
37,Quinndota,Dota 2,Dont count ur chickens,4149,2021-05-23 03:06:31,2021-05-23T05:06:06.198926
38,FENGRUSH,Subnautica: Below Zero,Subnautica VR Day 4 -  !Privacy  !Artesian for Custom PC Builds ,4123,2021-05-22 21:48:32,2021-05-23T05:06:06.198926
39,KristoferYee,Grand Theft Auto V,Jay Que | No Pixel 3.0 | @KristoferYee on socials !raid,3806,2021-05-23 00:31:50,2021-05-23T05:06:06.198926
40,Atrioc,Hollow Knight,SATURDAY CONTENT EXPLOSION (PAPER MARIO LONG DARK HOLLOW KNIGHT APT TOUR & MORE) ,3571,2021-05-22 20:41:08,2021-05-23T05:06:06.198926
41,Steelmage,Path of Exile,BPL Day 2! Calling all ruin agents to the field BOGGED :^) !starters !build !rip !bpl,3559,2021-05-22 18:28:19,2021-05-23T05:06:06.198926
42,AsmodaiTV,Hearthstone,Top 50 leaderboard climb! !youtube,3496,2021-05-23 00:49:44,2021-05-23T05:06:06.198926
43,boxbox,Grand Theft Auto V,Bo Xbox money grinding day (nopixel 3.0) | LEAGUE MSI BETS !ACR #ad,3487,2021-05-22 23:10:31,2021-05-23T05:06:06.198926
44,skippypoppin,,suffering,3418,2021-05-23 01:21:20,2021-05-23T05:06:06.198926
45,stevewillsendit,Slots,GAMBLING IN MEXICO!! king of roobet,3356,2021-05-23 04:38:33,2021-05-23T05:06:06.198926
46,IceManIsaac,Call of Duty: Warzone,[NRG Isaac] DESTROYIN SOULS W/ ALMOND | SOMETIMES YOU ARE THE CHOCOLATE | !GFUEL 30% OFF !SCUF !SOCIALS,3341,2021-05-22 18:32:32,2021-05-23T05:06:06.198926
