,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
0,Fight Hub TV,FLOYD MAYWEATHER VS LOGAN PAUL - FULL WEIGH IN AND FACE OFF VIDEO,2021-06-05T22:11:55Z,2075801,9450,29546,1804,2021-06-07T02:37:07.795365
1,Urban Roosters,MKS vs ZAINA | #FMSARGENTINA - Play Off | Urban Roosters,2021-06-05T20:00:13Z,554682,3774,37324,1091,2021-06-07T02:37:07.795365
2,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V Teaser01,2021-06-06T14:59:57Z,1925121,42628,403667,2808,2021-06-07T02:37:07.795365
3,BillieEilishVEVO,Billie Eilish - Lost Cause (Official Music Video),2021-06-02T16:00:12Z,29658887,140876,2254871,64813,2021-06-07T02:37:07.795365
4,Logan Paul,My Last Words To Floyd Mayweather...,2021-06-06T04:19:19Z,4379350,23437,317448,8293,2021-06-07T02:37:07.795365
5,FORMULA 1,Race Highlights | 2021 Azerbaijan Grand Prix,2021-06-06T15:10:16Z,4134699,11252,133662,1108,2021-06-07T02:37:07.795365
6,zoom,BTS ft. Sakshma Srivastav | Indian Interview | E NOW | Exclusive,2021-06-05T09:00:13Z,5018869,75665,684291,7533,2021-06-07T02:37:07.795365
7,Fortnite Fun TV,Turn into egg - Tutorial #Shorts,2021-05-23T19:29:35Z,37824988,790,1439144,34381,2021-06-07T02:37:07.795365
8,5-Minute Crafts LIKE,Is It Hard To Be a PARENT? SMART HACKS FROM CRAFTY MOMS,2021-06-05T15:00:01Z,4738654,426,37793,8954,2021-06-07T02:37:07.795365
9,MrBeast Gaming,I Gave Away My Credit Card!,2021-06-04T18:10:09Z,8646589,26804,475561,5591,2021-06-07T02:37:07.795365
10,Luke TheNotable,100 Days - [Minecraft Nether],2021-06-05T18:00:12Z,3499276,18197,244295,3087,2021-06-07T02:37:07.795365
11,Magnus The Therapy Dog,Does your dog make this sound?,2021-05-21T17:33:31Z,18511066,1421,350729,45362,2021-06-07T02:37:07.795365
12,England & Wales Cricket Board,England v New Zealand Day 4 Highlights | Burns Hits Ton After Southee Burst | 1st LV= Insurance Test,2021-06-05T19:17:46Z,3177566,2308,65878,1730,2021-06-07T02:37:07.795365
